group_id,venue_id,poi_idx,span_min,size,start_time,end_time,members
60,3fd66200f964a52029e61ee3,74,17,2,2012-12-01 04:52:00+00:00,2012-12-01 05:09:00+00:00,1127|1324
61,3fd66200f964a5202be41ee3,76,29,2,2012-04-15 02:44:00+00:00,2012-04-15 03:13:00+00:00,764|1498
62,3fd66200f964a5202be41ee3,76,8,2,2012-04-22 04:38:00+00:00,2012-04-22 04:46:00+00:00,789|1030
63,3fd66200f964a5202be41ee3,76,0,2,2012-06-09 03:16:00+00:00,2012-06-09 03:16:00+00:00,384|895
64,3fd66200f964a5202be41ee3,76,8,2,2012-06-10 05:29:00+00:00,2012-06-10 05:37:00+00:00,950|1340
65,3fd66200f964a5202be41ee3,76,24,2,2012-07-07 01:46:00+00:00,2012-07-07 02:10:00+00:00,668|1623
66,3fd66200f964a5202be41ee3,76,37,2,2012-09-15 04:59:00+00:00,2012-09-15 05:36:00+00:00,1043|1099
67,3fd66200f964a5202be41ee3,76,8,2,2012-10-28 04:33:00+00:00,2012-10-28 04:41:00+00:00,27|1106
68,3fd66200f964a5202fe41ee3,82,21,2,2012-04-22 01:37:00+00:00,2012-04-22 01:58:00+00:00,1422|1498
69,3fd66200f964a52032e91ee3,84,57,3,2012-04-19 23:48:00+00:00,2012-04-20 00:45:00+00:00,251|354|628
70,3fd66200f964a52033eb1ee3,85,60,2,2012-05-13 18:11:00+00:00,2012-05-13 19:11:00+00:00,638|1125
71,3fd66200f964a52034eb1ee3,89,13,2,2012-04-24 17:08:00+00:00,2012-04-24 17:21:00+00:00,43|52
72,3fd66200f964a52035e41ee3,90,4,2,2012-04-04 01:41:00+00:00,2012-04-04 01:45:00+00:00,72|1081
73,3fd66200f964a52035e41ee3,90,42,4,2012-04-10 23:29:00+00:00,2012-04-11 00:11:00+00:00,597|625|696|1141
74,3fd66200f964a52035e41ee3,90,48,2,2012-04-11 00:11:00+00:00,2012-04-11 00:59:00+00:00,597|846
75,3fd66200f964a52035e41ee3,90,14,2,2012-04-12 00:49:00+00:00,2012-04-12 01:03:00+00:00,269|525
76,3fd66200f964a52035e41ee3,90,10,2,2012-04-13 00:02:00+00:00,2012-04-13 00:12:00+00:00,293|1038
77,3fd66200f964a52035e41ee3,90,2,2,2012-04-13 04:15:00+00:00,2012-04-13 04:17:00+00:00,407|1633
78,3fd66200f964a52035e41ee3,90,34,2,2012-04-14 02:20:00+00:00,2012-04-14 02:54:00+00:00,407|805
79,3fd66200f964a52035e41ee3,90,25,2,2012-04-14 22:20:00+00:00,2012-04-14 22:45:00+00:00,1245|1519
80,3fd66200f964a52035e41ee3,90,4,2,2012-04-15 04:15:00+00:00,2012-04-15 04:19:00+00:00,1324|1633
81,3fd66200f964a52035e41ee3,90,32,2,2012-04-18 23:01:00+00:00,2012-04-18 23:33:00+00:00,67|1238
82,3fd66200f964a52035e41ee3,90,22,2,2012-04-19 03:53:00+00:00,2012-04-19 04:15:00+00:00,407|1633
83,3fd66200f964a52035e41ee3,90,56,4,2012-04-21 03:54:00+00:00,2012-04-21 04:50:00+00:00,624|805|869|1633
84,3fd66200f964a52035e41ee3,90,29,2,2012-04-21 04:50:00+00:00,2012-04-21 05:19:00+00:00,624|1324
85,3fd66200f964a52035e41ee3,90,60,2,2012-04-22 00:19:00+00:00,2012-04-22 01:19:00+00:00,407|501
86,3fd66200f964a52035e41ee3,90,17,3,2012-04-28 04:15:00+00:00,2012-04-28 04:32:00+00:00,805|1324|1633
87,3fd66200f964a52035e41ee3,90,27,3,2012-04-29 05:18:00+00:00,2012-04-29 05:45:00+00:00,407|805|1067
88,3fd66200f964a52035e41ee3,90,23,2,2012-05-03 23:39:00+00:00,2012-05-04 00:02:00+00:00,407|562
89,3fd66200f964a52035e41ee3,90,38,4,2012-05-05 04:09:00+00:00,2012-05-05 04:47:00+00:00,805|1288|1324|1633
90,3fd66200f964a52035e41ee3,90,9,2,2012-05-09 01:29:00+00:00,2012-05-09 01:38:00+00:00,686|1589
91,3fd66200f964a52035e41ee3,90,51,2,2012-05-12 04:15:00+00:00,2012-05-12 05:06:00+00:00,805|1633
92,3fd66200f964a52035e41ee3,90,10,2,2012-05-16 00:19:00+00:00,2012-05-16 00:29:00+00:00,30|1422
93,3fd66200f964a52035e41ee3,90,37,2,2012-05-19 03:38:00+00:00,2012-05-19 04:15:00+00:00,805|1633
94,3fd66200f964a52035e41ee3,90,26,2,2012-05-26 05:43:00+00:00,2012-05-26 06:09:00+00:00,219|444
95,3fd66200f964a52035e41ee3,90,27,2,2012-06-09 03:48:00+00:00,2012-06-09 04:15:00+00:00,805|1633
96,3fd66200f964a52035e41ee3,90,34,2,2012-06-10 00:04:00+00:00,2012-06-10 00:38:00+00:00,622|1121
97,3fd66200f964a52035e41ee3,90,43,2,2012-06-17 03:32:00+00:00,2012-06-17 04:15:00+00:00,31|1633
98,3fd66200f964a52035e41ee3,90,51,2,2012-07-05 22:30:00+00:00,2012-07-05 23:21:00+00:00,219|1313
99,3fd66200f964a52035e41ee3,90,33,2,2012-07-05 23:21:00+00:00,2012-07-05 23:54:00+00:00,1212|1313
100,3fd66200f964a52035e41ee3,90,34,2,2012-08-11 04:04:00+00:00,2012-08-11 04:38:00+00:00,1114|1629
101,3fd66200f964a52035e41ee3,90,11,2,2012-09-15 04:15:00+00:00,2012-09-15 04:26:00+00:00,805|1633
102,3fd66200f964a52035e41ee3,90,26,2,2012-11-18 04:13:00+00:00,2012-11-18 04:39:00+00:00,407|1501
103,3fd66200f964a52035e41ee3,90,36,2,2012-11-18 04:39:00+00:00,2012-11-18 05:15:00+00:00,1501|1633
104,3fd66200f964a52035e41ee3,90,18,2,2012-12-23 04:57:00+00:00,2012-12-23 05:15:00+00:00,1200|1633
105,3fd66200f964a52035e41ee3,90,10,2,2013-01-12 05:15:00+00:00,2013-01-12 05:25:00+00:00,805|1633
106,3fd66200f964a52035e41ee3,90,4,2,2013-01-18 05:15:00+00:00,2013-01-18 05:19:00+00:00,681|1633
107,3fd66200f964a52035e41ee3,90,36,2,2013-02-14 02:26:00+00:00,2013-02-14 03:02:00+00:00,923|988
108,3fd66200f964a52036e31ee3,92,1,2,2012-06-17 22:53:00+00:00,2012-06-17 22:54:00+00:00,1249|1487
109,3fd66200f964a52036e41ee3,93,54,2,2012-06-10 00:37:00+00:00,2012-06-10 01:31:00+00:00,613|1238
110,3fd66200f964a52037e31ee3,97,1,2,2012-07-29 07:16:00+00:00,2012-07-29 07:17:00+00:00,155|710
111,3fd66200f964a52037e31ee3,97,14,2,2012-12-09 08:59:00+00:00,2012-12-09 09:13:00+00:00,1531|1606
112,3fd66200f964a52038eb1ee3,100,54,2,2012-11-07 01:17:00+00:00,2012-11-07 02:11:00+00:00,0|3
113,3fd66200f964a52039eb1ee3,102,6,2,2012-06-10 19:27:00+00:00,2012-06-10 19:33:00+00:00,394|672
114,3fd66200f964a5203ee41ee3,109,39,2,2012-06-03 03:48:00+00:00,2012-06-03 04:27:00+00:00,153|869
115,3fd66200f964a5203ee41ee3,109,31,2,2012-08-12 17:09:00+00:00,2012-08-12 17:40:00+00:00,775|931
116,3fd66200f964a5203ee91ee3,111,14,2,2012-10-12 23:49:00+00:00,2012-10-13 00:03:00+00:00,1165|1242
117,3fd66200f964a5203fe41ee3,114,39,2,2012-07-04 05:32:00+00:00,2012-07-04 06:11:00+00:00,744|1288
118,3fd66200f964a5203fe41ee3,114,39,2,2013-02-01 02:56:00+00:00,2013-02-01 03:35:00+00:00,903|1555
119,3fd66200f964a52042e81ee3,121,3,2,2012-07-01 05:54:00+00:00,2012-07-01 05:57:00+00:00,184|1621
120,3fd66200f964a52044e81ee3,126,3,2,2013-01-26 23:44:00+00:00,2013-01-26 23:47:00+00:00,1168|1277
121,3fd66200f964a52049e31ee3,135,6,2,2012-07-28 05:36:00+00:00,2012-07-28 05:42:00+00:00,846|1585
122,3fd66200f964a5204ee41ee3,142,60,2,2012-05-19 16:20:00+00:00,2012-05-19 17:20:00+00:00,794|920
123,3fd66200f964a52051e41ee3,145,31,2,2012-09-14 21:28:00+00:00,2012-09-14 21:59:00+00:00,424|1282
124,3fd66200f964a52052e61ee3,147,48,2,2012-04-22 16:59:00+00:00,2012-04-22 17:47:00+00:00,488|1277
125,3fd66200f964a52053e61ee3,149,39,2,2012-04-21 03:50:00+00:00,2012-04-21 04:29:00+00:00,1263|1317
126,3fd66200f964a52053e61ee3,149,36,2,2012-04-21 09:11:00+00:00,2012-04-21 09:47:00+00:00,1504|1534
127,3fd66200f964a52053e71ee3,150,6,2,2012-09-15 04:34:00+00:00,2012-09-15 04:40:00+00:00,1100|1546
128,3fd66200f964a52053eb1ee3,151,9,2,2012-09-15 02:47:00+00:00,2012-09-15 02:56:00+00:00,650|1043
129,3fd66200f964a52058e41ee3,160,23,2,2012-08-11 02:45:00+00:00,2012-08-11 03:08:00+00:00,636|1088
130,3fd66200f964a5205ae31ee3,162,1,2,2012-05-13 03:18:00+00:00,2012-05-13 03:19:00+00:00,650|1043
131,3fd66200f964a5205ae91ee3,163,47,2,2012-04-20 03:44:00+00:00,2012-04-20 04:31:00+00:00,625|764
132,3fd66200f964a5205ae91ee3,163,7,2,2012-06-07 06:06:00+00:00,2012-06-07 06:13:00+00:00,217|764
133,3fd66200f964a5205ae91ee3,163,4,2,2012-06-21 08:11:00+00:00,2012-06-21 08:15:00+00:00,417|1037
134,3fd66200f964a5205deb1ee3,170,10,2,2012-05-22 00:08:00+00:00,2012-05-22 00:18:00+00:00,8|633
135,3fd66200f964a52061e51ee3,174,1,2,2013-01-12 04:00:00+00:00,2013-01-12 04:01:00+00:00,1099|1610
136,3fd66200f964a52062e61ee3,176,2,2,2012-08-20 00:33:00+00:00,2012-08-20 00:35:00+00:00,822|1106
137,3fd66200f964a52067e61ee3,185,9,2,2012-12-10 22:49:00+00:00,2012-12-10 22:58:00+00:00,616|1088
138,3fd66200f964a52069e71ee3,189,58,2,2012-05-15 22:57:00+00:00,2012-05-15 23:55:00+00:00,359|883
139,3fd66200f964a52069e71ee3,189,8,2,2012-11-11 03:08:00+00:00,2012-11-11 03:16:00+00:00,701|1031
140,3fd66200f964a5206ae51ee3,191,13,2,2012-12-08 06:07:00+00:00,2012-12-08 06:20:00+00:00,1099|1528
141,3fd66200f964a5206deb1ee3,197,10,3,2013-02-17 22:09:00+00:00,2013-02-17 22:19:00+00:00,123|1121|1350
142,3fd66200f964a52071e61ee3,202,35,2,2012-04-13 22:33:00+00:00,2012-04-13 23:08:00+00:00,615|686
143,3fd66200f964a52071e61ee3,202,3,2,2012-04-15 04:45:00+00:00,2012-04-15 04:48:00+00:00,97|1206
144,3fd66200f964a52073e81ee3,205,2,2,2012-04-10 22:38:00+00:00,2012-04-10 22:40:00+00:00,470|509
145,3fd66200f964a5207ee51ee3,219,47,2,2012-05-17 02:08:00+00:00,2012-05-17 02:55:00+00:00,663|669
146,3fd66200f964a5207eea1ee3,221,15,2,2012-05-15 21:46:00+00:00,2012-05-15 22:01:00+00:00,484|1381
147,3fd66200f964a5207eea1ee3,221,10,2,2012-10-24 01:09:00+00:00,2012-10-24 01:19:00+00:00,698|824
148,3fd66200f964a5207eea1ee3,221,31,2,2012-12-12 00:18:00+00:00,2012-12-12 00:49:00+00:00,627|770
149,3fd66200f964a5207feb1ee3,223,10,2,2012-05-27 17:44:00+00:00,2012-05-27 17:54:00+00:00,239|1143
150,3fd66200f964a52088e51ee3,234,25,2,2012-04-10 17:36:00+00:00,2012-04-10 18:01:00+00:00,74|641
151,3fd66200f964a5208be41ee3,238,36,2,2012-09-09 23:17:00+00:00,2012-09-09 23:53:00+00:00,628|1547
152,3fd66200f964a52092e71ee3,246,0,2,2012-05-23 19:30:00+00:00,2012-05-23 19:30:00+00:00,664|1205
153,3fd66200f964a52093e71ee3,249,8,2,2012-07-18 22:51:00+00:00,2012-07-18 22:59:00+00:00,1133|1479
154,3fd66200f964a52095e71ee3,255,3,2,2012-04-29 02:38:00+00:00,2012-04-29 02:41:00+00:00,636|1551
155,3fd66200f964a52096e91ee3,256,0,2,2012-05-04 02:29:00+00:00,2012-05-04 02:29:00+00:00,97|1206
156,3fd66200f964a52096e91ee3,256,54,2,2012-10-27 00:51:00+00:00,2012-10-27 01:45:00+00:00,345|624
157,3fd66200f964a52096eb1ee3,257,3,2,2012-08-11 22:32:00+00:00,2012-08-11 22:35:00+00:00,487|1114
158,3fd66200f964a52096eb1ee3,257,55,2,2012-08-18 19:36:00+00:00,2012-08-18 20:31:00+00:00,931|1014
159,3fd66200f964a52099e41ee3,261,47,2,2012-06-09 04:13:00+00:00,2012-06-09 05:00:00+00:00,528|1231
160,3fd66200f964a5209beb1ee3,264,43,2,2012-12-07 17:57:00+00:00,2012-12-07 18:40:00+00:00,562|718
161,3fd66200f964a5209deb1ee3,267,45,2,2013-02-18 04:08:00+00:00,2013-02-18 04:53:00+00:00,312|1233
162,3fd66200f964a5209fe51ee3,270,23,2,2012-04-14 04:18:00+00:00,2012-04-14 04:41:00+00:00,685|1146
163,3fd66200f964a5209fe51ee3,270,3,2,2012-05-26 04:18:00+00:00,2012-05-26 04:21:00+00:00,685|1068
164,3fd66200f964a520a4e31ee3,276,40,2,2012-05-29 16:53:00+00:00,2012-05-29 17:33:00+00:00,1136|1553
165,3fd66200f964a520a4e31ee3,276,50,2,2012-05-29 17:33:00+00:00,2012-05-29 18:23:00+00:00,511|1136
166,3fd66200f964a520a5e41ee3,277,16,2,2012-04-29 06:54:00+00:00,2012-04-29 07:10:00+00:00,591|1460
167,3fd66200f964a520a9f11ee3,282,22,2,2012-04-14 00:05:00+00:00,2012-04-14 00:27:00+00:00,376|1474
168,3fd66200f964a520aae31ee3,283,37,2,2012-04-28 22:19:00+00:00,2012-04-28 22:56:00+00:00,252|560
169,3fd66200f964a520aae31ee3,283,30,2,2012-05-04 00:45:00+00:00,2012-05-04 01:15:00+00:00,966|1062
170,3fd66200f964a520aae31ee3,283,43,3,2012-05-21 20:57:00+00:00,2012-05-21 21:40:00+00:00,130|284|560
171,3fd66200f964a520aae31ee3,283,44,2,2012-10-24 00:58:00+00:00,2012-10-24 01:42:00+00:00,6|72
172,3fd66200f964a520aae31ee3,283,44,2,2012-12-12 03:00:00+00:00,2012-12-12 03:44:00+00:00,293|652
173,3fd66200f964a520b6e71ee3,297,7,3,2012-04-13 23:55:00+00:00,2012-04-14 00:02:00+00:00,370|731|878
174,3fd66200f964a520b6e71ee3,297,15,2,2012-05-23 23:40:00+00:00,2012-05-23 23:55:00+00:00,989|1430
175,3fd66200f964a520b6e71ee3,297,27,2,2012-11-12 23:39:00+00:00,2012-11-13 00:06:00+00:00,351|725
176,3fd66200f964a520b6e71ee3,297,32,2,2012-11-27 00:16:00+00:00,2012-11-27 00:48:00+00:00,649|1464
177,3fd66200f964a520b7e41ee3,299,1,2,2012-05-16 04:22:00+00:00,2012-05-16 04:23:00+00:00,1106|1327
178,3fd66200f964a520b8ea1ee3,301,37,2,2012-04-28 15:36:00+00:00,2012-04-28 16:13:00+00:00,292|394
179,3fd66200f964a520bbe61ee3,305,45,2,2012-05-02 02:19:00+00:00,2012-05-02 03:04:00+00:00,319|329
180,3fd66200f964a520bbe61ee3,305,46,2,2012-05-09 00:04:00+00:00,2012-05-09 00:50:00+00:00,319|1248
181,3fd66200f964a520bbe61ee3,305,56,4,2012-05-15 02:21:00+00:00,2012-05-15 03:17:00+00:00,60|130|134|329
182,3fd66200f964a520bbe61ee3,305,55,3,2012-05-16 00:13:00+00:00,2012-05-16 01:08:00+00:00,16|284|319
183,3fd66200f964a520bbe61ee3,305,53,3,2012-05-16 00:58:00+00:00,2012-05-16 01:51:00+00:00,284|319|487
184,3fd66200f964a520bbe61ee3,305,39,3,2012-05-16 01:51:00+00:00,2012-05-16 02:30:00+00:00,134|487|1499
185,3fd66200f964a520bbe61ee3,305,8,2,2012-05-27 00:22:00+00:00,2012-05-27 00:30:00+00:00,284|1624
186,3fd66200f964a520bbe61ee3,305,35,2,2012-10-23 22:13:00+00:00,2012-10-23 22:48:00+00:00,244|640
187,3fd66200f964a520bbe61ee3,305,50,2,2012-12-04 23:56:00+00:00,2012-12-05 00:46:00+00:00,3|787
188,3fd66200f964a520bbe61ee3,305,37,2,2013-02-12 23:24:00+00:00,2013-02-13 00:01:00+00:00,231|244
189,3fd66200f964a520bce31ee3,306,5,2,2012-04-15 20:06:00+00:00,2012-04-15 20:11:00+00:00,736|737
190,3fd66200f964a520bce81ee3,308,27,2,2012-06-03 19:59:00+00:00,2012-06-03 20:26:00+00:00,832|1041
191,3fd66200f964a520bce81ee3,308,2,2,2012-11-10 21:34:00+00:00,2012-11-10 21:36:00+00:00,569|592
192,3fd66200f964a520bde41ee3,310,29,2,2012-08-18 03:03:00+00:00,2012-08-18 03:32:00+00:00,1277|1299
193,3fd66200f964a520c2e51ee3,323,24,2,2012-12-11 04:53:00+00:00,2012-12-11 05:17:00+00:00,0|333
194,3fd66200f964a520c5e41ee3,326,12,2,2012-04-28 21:07:00+00:00,2012-04-28 21:19:00+00:00,298|307
195,3fd66200f964a520c5f01ee3,327,9,2,2012-05-06 00:07:00+00:00,2012-05-06 00:16:00+00:00,606|690
196,3fd66200f964a520c5f01ee3,327,37,3,2012-06-17 05:07:00+00:00,2012-06-17 05:44:00+00:00,354|1023|1327
197,3fd66200f964a520c5f01ee3,327,11,2,2012-07-08 06:05:00+00:00,2012-07-08 06:16:00+00:00,441|1023
198,3fd66200f964a520c7e71ee3,329,49,2,2012-04-17 22:28:00+00:00,2012-04-17 23:17:00+00:00,1423|1471
199,3fd66200f964a520c7f11ee3,330,0,2,2012-05-11 17:00:00+00:00,2012-05-11 17:00:00+00:00,115|433
200,3fd66200f964a520cce71ee3,338,29,2,2012-04-13 23:30:00+00:00,2012-04-13 23:59:00+00:00,1277|1570
201,3fd66200f964a520ccf11ee3,339,6,2,2012-06-04 11:52:00+00:00,2012-06-04 11:58:00+00:00,227|488
202,3fd66200f964a520cee51ee3,340,27,2,2012-06-09 23:35:00+00:00,2012-06-10 00:02:00+00:00,967|1053
203,3fd66200f964a520d1e31ee3,343,1,2,2012-04-17 23:17:00+00:00,2012-04-17 23:18:00+00:00,1327|1453
204,3fd66200f964a520d1e31ee3,343,16,2,2012-12-07 23:22:00+00:00,2012-12-07 23:38:00+00:00,730|1327
205,3fd66200f964a520d5e31ee3,345,35,2,2012-04-22 15:32:00+00:00,2012-04-22 16:07:00+00:00,85|711
206,3fd66200f964a520d7e41ee3,349,3,2,2012-04-14 21:32:00+00:00,2012-04-14 21:35:00+00:00,1253|1456
207,3fd66200f964a520d7e61ee3,350,21,2,2012-05-05 21:31:00+00:00,2012-05-05 21:52:00+00:00,255|556
208,3fd66200f964a520d7e81ee3,351,2,2,2013-03-08 01:23:00+00:00,2013-03-08 01:25:00+00:00,1099|1610
209,3fd66200f964a520d7f11ee3,352,15,3,2012-04-16 16:54:00+00:00,2012-04-16 17:09:00+00:00,611|1308|1572
210,3fd66200f964a520d7f11ee3,352,57,2,2012-04-17 15:40:00+00:00,2012-04-17 16:37:00+00:00,208|676
211,3fd66200f964a520d7f11ee3,352,54,2,2012-04-17 16:37:00+00:00,2012-04-17 17:31:00+00:00,208|889
212,3fd66200f964a520d7f11ee3,352,39,2,2012-04-20 16:43:00+00:00,2012-04-20 17:22:00+00:00,531|999
213,3fd66200f964a520d7f11ee3,352,20,2,2012-04-28 22:05:00+00:00,2012-04-28 22:25:00+00:00,521|1626
214,3fd66200f964a520d7f11ee3,352,45,2,2012-05-01 20:42:00+00:00,2012-05-01 21:27:00+00:00,841|1455
215,3fd66200f964a520d7f11ee3,352,52,2,2012-05-11 18:23:00+00:00,2012-05-11 19:15:00+00:00,128|1643
216,3fd66200f964a520d7f11ee3,352,3,2,2012-05-27 19:12:00+00:00,2012-05-27 19:15:00+00:00,336|706
217,3fd66200f964a520d7f11ee3,352,27,2,2012-05-31 17:08:00+00:00,2012-05-31 17:35:00+00:00,671|1011
218,3fd66200f964a520d7f11ee3,352,59,2,2012-06-01 12:14:00+00:00,2012-06-01 13:13:00+00:00,1266|1530
