constructed_group_id,user_id,regime
est_000049,1073,established
est_000050,530,established
est_000050,884,established
est_000050,1663,established
est_000051,545,established
est_000051,866,established
est_000052,807,established
est_000052,1481,established
est_000053,875,established
est_000053,1012,established
est_000054,1446,established
est_000054,1611,established
est_000055,794,established
est_000055,1556,established
est_000056,285,established
est_000056,807,established
est_000057,324,established
est_000057,1033,established
est_000058,451,established
est_000058,1410,established
est_000059,666,established
est_000059,729,established
est_000060,786,established
est_000060,1502,established
est_000061,134,established
est_000061,1280,established
est_000062,206,established
est_000062,999,established
est_000062,1305,established
est_000062,1502,established
est_000063,1021,established
est_000063,1596,established
est_000064,38,established
est_000064,701,established
est_000064,1129,established
est_000065,68,established
est_000065,1624,established
est_000066,114,established
est_000066,125,established
est_000066,1242,established
est_000067,125,established
est_000067,1294,established
est_000068,125,established
est_000068,1485,established
est_000069,65,established
est_000069,154,established
est_000069,216,established
est_000069,257,established
est_000070,289,established
est_000070,571,established
est_000070,1114,established
est_000071,303,established
est_000071,1437,established
est_000072,321,established
est_000072,1093,established
est_000073,508,established
est_000073,1284,established
est_000074,714,established
est_000074,733,established
est_000075,781,established
est_000075,843,established
est_000075,1000,established
est_000076,816,established
est_000076,1481,established
est_000077,909,established
est_000077,1182,established
est_000078,367,established
est_000078,844,established
est_000078,956,established
est_000079,186,established
est_000079,1043,established
est_000079,1218,established
est_000079,1342,established
est_000079,1358,established
est_000080,1227,established
est_000080,1603,established
est_000081,115,established
est_000081,185,established
est_000081,868,established
est_000081,1335,established
est_000082,1380,established
est_000082,1394,established
est_000083,368,established
est_000083,1424,established
est_000084,701,established
est_000084,1465,established
est_000085,797,established
est_000085,1648,established
est_000086,28,established
est_000086,40,established
est_000086,459,established
est_000086,1104,established
est_000087,38,established
est_000087,969,established
est_000088,125,established
est_000088,280,established
est_000089,339,established
est_000089,1244,established
est_000090,370,established
est_000090,1164,established
est_000091,370,established
est_000091,701,established
est_000091,1164,established
est_000092,406,established
est_000092,1103,established
est_000093,414,established
est_000093,1554,established
est_000094,559,established
est_000094,726,established
est_000094,1129,established
est_000095,578,established
est_000095,1362,established
est_000096,819,established
est_000096,968,established
est_000097,830,established
est_000097,1257,established
est_000098,436,established
est_000098,721,established
est_000098,968,established
est_000099,701,established
est_000099,1174,established
est_000100,1182,established
est_000100,1355,established
est_000101,281,established
est_000101,1200,established
est_000101,1218,established
est_000102,952,established
est_000102,1218,established
est_000103,281,established
est_000103,952,established
est_000103,1218,established
est_000103,1539,established
est_000104,523,established
est_000104,1376,established
est_000105,51,established
est_000105,1420,established
est_000106,705,established
est_000106,1470,established
est_000107,1499,established
est_000107,1573,established
est_000108,310,established
est_000108,1088,established
est_000108,1663,established
est_000109,38,established
est_000109,955,established
est_000109,969,established
est_000109,1129,established
est_000110,38,established
est_000110,274,established
est_000110,382,established
est_000111,64,established
est_000111,1208,established
est_000112,76,established
est_000112,187,established
est_000113,112,established
est_000113,170,established
est_000113,239,established
est_000114,125,established
est_000114,1164,established
est_000115,186,established
est_000115,816,established
est_000115,1273,established
est_000116,203,established
est_000116,382,established
est_000117,214,established
est_000117,414,established
est_000118,217,established
est_000118,253,established
est_000118,290,established
est_000118,908,established
est_000119,223,established
est_000119,464,established
est_000119,879,established
est_000119,1004,established
est_000119,1129,established
est_000120,240,established
est_000120,1539,established
est_000121,260,established
est_000121,695,established
est_000122,274,established
est_000122,1011,established
est_000122,1061,established
est_000122,1137,established
est_000122,1363,established
est_000123,294,established
est_000123,1277,established
est_000124,294,established
est_000124,794,established
est_000124,1277,established
est_000125,315,established
est_000125,1231,established
est_000126,321,established
est_000126,770,established
est_000127,341,established
est_000127,710,established
est_000128,380,established
est_000128,673,established
est_000129,382,established
est_000129,1073,established
est_000130,407,established
est_000130,1556,established
est_000131,428,established
est_000131,511,established
est_000132,451,established
est_000132,1229,established
est_000133,493,established
est_000133,515,established
est_000133,906,established
est_000134,497,established
est_000134,807,established
est_000134,1481,established
est_000135,497,established
est_000135,807,established
est_000135,1093,established
est_000136,540,established
est_000136,1208,established
est_000137,556,established
est_000137,650,established
est_000137,925,established
est_000138,351,established
est_000138,659,established
est_000138,1185,established
est_000138,1653,established
est_000139,705,established
est_000139,1012,established
est_000139,1068,established
est_000139,1502,established
est_000140,705,established
est_000140,1012,established
est_000140,1192,established
est_000141,757,established
est_000141,1150,established
est_000142,783,established
est_000142,994,established
est_000143,887,established
est_000143,1012,established
est_000143,1228,established
est_000143,1502,established
est_000144,897,established
est_000144,1059,established
est_000144,1502,established
est_000145,919,established
est_000145,1301,established
est_000146,935,established
est_000146,1593,established
est_000147,966,established
est_000147,1081,established
est_000148,994,established
est_000148,1633,established
est_000149,636,established
est_000149,1018,established
est_000150,1033,established
est_000150,1264,established
est_000151,999,established
est_000151,1045,established
est_000152,1045,established
est_000152,1446,established
est_000153,1061,established
est_000153,1257,established
est_000154,1129,established
est_000154,1173,established
est_000154,1279,established
est_000155,87,established
est_000155,1134,established
est_000155,1174,established
est_000156,1134,established
est_000156,1174,established
est_000157,1153,established
est_000157,1568,established
est_000158,1164,established
est_000158,1487,established
est_000159,1208,established
est_000159,1575,established
est_000160,1259,established
est_000160,1544,established
est_000161,309,established
est_000161,372,established
est_000161,1279,established
est_000161,1338,established
est_000161,1352,established
est_000162,558,established
est_000162,1356,established
est_000163,711,established
est_000163,1398,established
est_000164,1437,established
est_000164,1633,established
est_000165,38,established
est_000165,1508,established
est_000166,1528,established
est_000166,1610,established
est_000167,1200,established
est_000167,1633,established
est_000168,681,established
est_000168,1639,established
est_000169,29,established
est_000169,1410,established
est_000170,38,established
est_000170,60,established
est_000170,246,established
est_000170,653,established
est_000170,1129,established
est_000171,38,established
est_000171,60,established
est_000171,246,established
est_000171,274,established
est_000171,1129,established
est_000172,64,established
est_000172,360,established
est_000172,548,established
est_000172,589,established
est_000172,1208,established
est_000173,77,established
est_000173,486,established
est_000173,1000,established
est_000174,77,established
est_000174,126,established
est_000174,894,established
est_000174,1438,established
est_000174,1455,established
est_000175,78,established
est_000175,1623,established
est_000176,113,established
est_000176,538,established
est_000177,113,established
est_000177,538,established
est_000177,1315,established
est_000178,113,established
est_000178,1037,established
est_000179,125,established
est_000179,1642,established
est_000180,129,established
est_000180,545,established
est_000180,788,established
est_000180,1052,established
est_000181,133,established
est_000181,830,established
est_000182,149,established
est_000182,1569,established
est_000183,160,established
est_000183,909,established
est_000184,112,established
est_000184,164,established
est_000185,190,established
est_000185,1264,established
est_000186,213,established
est_000186,320,established
est_000187,230,established
est_000187,382,established
est_000188,241,established
est_000188,308,established
est_000188,780,established
est_000188,1277,established
est_000189,285,established
est_000189,1212,established
est_000190,294,established
est_000190,1633,established
est_000191,334,established
est_000191,579,established
est_000192,467,established
est_000192,1323,established
est_000193,478,established
est_000193,675,established
est_000193,1050,established
est_000194,503,established
est_000194,1335,established
est_000195,541,established
est_000195,1402,established
est_000196,119,established
est_000196,570,established
est_000197,638,established
est_000197,1148,established
est_000197,1481,established
est_000198,651,established
est_000198,1248,established
est_000199,688,established
est_000199,1539,established
est_000200,701,established
est_000200,726,established
est_000200,1129,established
est_000201,701,established
est_000201,1129,established
est_000202,705,established
est_000202,1012,established
est_000202,1478,established
est_000202,1624,established
est_000203,726,established
est_000203,1129,established
est_000204,689,established
est_000204,757,established
est_000205,760,established
est_000205,1228,established
est_000206,129,established
est_000206,545,established
est_000206,771,established
est_000206,788,established
est_000207,771,established
est_000207,853,established
est_000208,780,established
est_000208,1023,established
est_000209,807,established
est_000209,893,established
est_000209,1481,established
est_000210,533,established
est_000210,867,established
est_000211,880,established
est_000211,1349,established
est_000212,216,established
est_000212,880,established
est_000212,1349,established
est_000213,887,established
est_000213,1012,established
est_000214,372,established
est_000214,773,established
est_000214,909,established
est_000214,993,established
est_000214,1011,established
est_000215,940,established
est_000215,994,established
est_000216,781,established
est_000216,1000,established
est_000217,1008,established
est_000217,1218,established
est_000217,1269,established
est_000218,186,established
est_000218,1020,established
est_000219,249,established
est_000219,1020,established
est_000220,1020,established
est_000220,1129,established
est_000221,39,established
est_000221,354,established
est_000221,1108,established
est_000222,1164,established
est_000222,1502,established
est_000223,525,established
est_000223,1169,established
est_000224,931,established
est_000224,1214,established
est_000225,1276,established
est_000225,1628,established
est_000226,478,established
est_000226,1294,established
est_000227,328,established
est_000227,1334,established
est_000228,1228,established
est_000228,1339,established
est_000228,1502,established
est_000228,1623,established
est_000229,637,established
est_000229,1362,established
est_000230,1376,established
est_000230,1419,established
est_000231,269,established
est_000231,1442,established
est_000232,993,established
est_000232,1487,established
est_000233,1043,established
est_000233,1502,established
est_000234,788,established
est_000234,1506,established
est_000235,483,established
est_000235,1509,established
est_000236,4,established
est_000236,819,established
est_000237,30,established
est_000237,966,established
est_000238,38,established
est_000238,969,established
est_000238,1129,established
est_000239,38,established
est_000239,558,established
est_000239,653,established
est_000240,38,established
est_000240,503,established
est_000240,558,established
est_000241,38,established
est_000241,558,established
est_000241,653,established
est_000241,769,established
est_000242,55,established
est_000242,1154,established
est_000242,1189,established
est_000242,1273,established
est_000242,1286,established
est_000243,60,established
est_000243,312,established
est_000244,67,established
est_000244,259,established
est_000244,347,established
est_000245,76,established
est_000245,503,established
est_000246,87,established
est_000246,281,established
est_000246,1174,established
est_000247,113,established
est_000247,1315,established
est_000248,48,established
est_000248,117,established
est_000248,649,established
est_000249,129,established
est_000249,545,established
est_000250,146,established
est_000250,1243,established
est_000250,1328,established
est_000251,148,established
est_000251,773,established
est_000252,160,established
est_000252,909,established
est_000252,1011,established
est_000253,203,established
est_000253,1539,established
est_000254,218,established
est_000254,287,established
est_000255,222,established
est_000255,655,established
est_000256,81,established
est_000256,229,established
est_000257,244,established
est_000257,1437,established
est_000258,257,established
est_000258,1020,established
est_000259,125,established
est_000259,285,established
est_000260,287,established
est_000260,390,established
est_000261,289,established
est_000261,1114,established
est_000262,73,established
est_000262,295,established
est_000262,774,established
est_000263,223,established
est_000263,300,established
est_000263,560,established
est_000264,300,established
est_000264,880,established
est_000265,60,established
est_000265,312,established
est_000265,492,established
est_000266,336,established
est_000266,980,established
est_000267,336,established
est_000267,702,established
est_000268,341,established
est_000268,596,established
est_000269,216,established
est_000269,344,established
est_000269,962,established
est_000269,1399,established
est_000270,38,established
est_000270,364,established
est_000270,413,established
est_000270,473,established
est_000271,378,established
est_000271,538,established
est_000272,392,established
est_000272,560,established
est_000273,395,established
est_000273,955,established
est_000273,969,established
est_000274,417,established
est_000274,841,established
est_000275,510,established
est_000275,1168,established
est_000276,379,established
est_000276,511,established
est_000276,1136,established
est_000276,1644,established
est_000277,522,established
est_000277,1292,established
est_000278,525,established
est_000278,1240,established
est_000279,527,established
est_000279,909,established
est_000280,533,established
est_000280,767,established
est_000281,545,established
est_000281,606,established
est_000281,1413,established
est_000281,1502,established
est_000282,299,established
est_000282,559,established
est_000283,651,established
est_000283,859,established
est_000284,651,established
est_000284,1409,established
est_000285,652,established
est_000285,847,established
est_000285,869,established
est_000285,1303,established
est_000286,662,established
est_000286,1119,established
est_000287,671,established
est_000287,830,established
est_000288,299,established
est_000288,675,established
est_000289,676,established
est_000289,1008,established
est_000290,701,established
est_000290,726,established
est_000291,701,established
est_000291,1164,established
est_000292,704,established
est_000292,726,established
est_000293,705,established
est_000293,1502,established
est_000294,486,established
est_000294,757,established
est_000295,763,established
est_000295,1174,established
est_000295,1424,established
est_000296,763,established
est_000296,1174,established
est_000296,1494,established
est_000297,824,established
est_000297,1165,established
est_000298,424,established
est_000298,843,established
est_000298,1000,established
est_000299,847,established
est_000299,869,established
est_000300,668,established
est_000300,865,established
est_000300,1029,established
est_000301,887,established
est_000301,1228,established
est_000302,463,established
est_000302,537,established
est_000302,901,established
est_000302,1043,established
est_000302,1499,established
est_000303,909,established
est_000303,993,established
est_000304,952,established
est_000304,1022,established
est_000305,956,established
est_000305,1154,established
est_000306,216,established
est_000306,962,established
est_000306,1091,established
est_000306,1399,established
est_000307,968,established
est_000307,1655,established
est_000308,973,established
est_000308,1309,established
est_000309,999,established
est_000309,1502,established
est_000310,1008,established
est_000310,1218,established
est_000311,1020,established
est_000311,1137,established
est_000312,553,established
est_000312,1024,established
est_000313,1035,established
est_000313,1442,established
est_000314,1061,established
est_000314,1137,established
est_000315,769,established
est_000315,1092,established
est_000316,1147,established
est_000316,1185,established
est_000317,1164,established
est_000317,1540,established
est_000318,789,established
est_000318,1174,established
est_000319,606,established
est_000319,727,established
est_000319,1192,established
est_000319,1659,established
est_000320,186,established
est_000320,537,established
est_000320,985,established
est_000320,1043,established
est_000320,1218,established
est_000321,1164,established
est_000321,1219,established
est_000321,1339,established
est_000322,1378,established
est_000322,1502,established
est_000323,705,established
est_000323,1478,established
est_000324,281,established
est_000324,1487,established
est_000325,1248,established
est_000325,1502,established
est_000326,470,established
est_000326,835,established
est_000326,1511,established
est_000327,1043,established
est_000327,1539,established
est_000328,896,established
est_000328,1464,established
est_000328,1571,established
est_000329,1024,established
est_000329,1611,established
est_000330,751,established
est_000330,1633,established
est_000331,1377,established
est_000331,1633,established
est_000332,794,established
est_000332,1623,established
est_000332,1643,established
est_000333,29,established
est_000333,1646,established
est_000334,1579,established
est_000334,1646,established
est_000335,8,established
est_000335,300,established
est_000336,19,established
est_000336,1286,established
est_000337,32,established
est_000337,294,established
est_000337,960,established
est_000337,1114,established
est_000337,1277,established
est_000338,32,established
est_000338,986,established
est_000338,1498,established
est_000339,38,established
est_000339,955,established
est_000339,969,established
est_000340,38,established
est_000340,274,established
est_000341,38,established
est_000341,278,established
est_000341,342,established
est_000341,413,established
est_000341,473,established
est_000342,38,established
est_000342,701,established
est_000343,42,established
est_000343,516,established
est_000343,1193,established
est_000344,42,established
est_000344,516,established
est_000344,1193,established
est_000344,1589,established
est_000345,47,established
est_000345,1471,established
est_000346,55,established
est_000346,1189,established
est_000347,67,established
est_000347,510,established
est_000347,511,established
est_000348,67,established
est_000348,347,established
est_000348,1527,established
est_000349,74,established
est_000349,1461,established
est_000350,74,established
est_000350,582,established
est_000351,78,established
est_000351,1502,established
est_000352,82,established
est_000352,240,established
est_000352,257,established
est_000352,1539,established
est_000353,94,established
est_000353,815,established
est_000353,1363,established
est_000354,114,established
est_000354,1302,established
est_000355,114,established
est_000355,125,established
est_000356,114,established
est_000356,1093,established
est_000357,114,established
est_000357,1242,established
est_000358,131,established
est_000358,340,established
est_000359,133,established
est_000359,1111,established
est_000360,137,established
est_000360,823,established
est_000360,1499,established
est_000361,148,established
est_000361,331,established
est_000362,149,established
est_000362,249,established
est_000362,359,established
est_000362,1624,established
est_000363,65,established
est_000363,154,established
est_000363,1425,established
est_000364,183,established
est_000364,209,established
est_000365,186,established
est_000365,1218,established
est_000365,1342,established
est_000365,1358,established
est_000366,186,established
est_000366,1136,established
est_000367,186,established
est_000367,537,established
est_000368,195,established
est_000368,656,established
est_000368,820,established
est_000369,195,established
est_000369,608,established
est_000370,115,established
est_000370,203,established
est_000370,728,established
est_000371,203,established
est_000371,558,established
est_000372,204,established
est_000372,310,established
est_000372,607,established
est_000373,162,established
est_000373,206,established
est_000373,336,established
est_000374,212,established
est_000374,926,established
est_000374,1142,established
est_000374,1231,established
est_000375,65,established
est_000375,216,established
est_000375,257,established
est_000375,558,established
est_000376,216,established
est_000376,257,established
est_000377,224,established
est_000377,312,established
est_000377,1154,established
est_000378,226,established
est_000378,649,established
est_000378,1488,established
est_000379,254,established
est_000379,797,established
est_000380,274,established
est_000380,382,established
est_000381,274,established
est_000381,1061,established
est_000382,92,established
est_000382,278,established
est_000382,413,established
est_000382,638,established
est_000382,1229,established
est_000383,125,established
est_000383,268,established
est_000383,280,established
est_000384,287,established
est_000384,1350,established
est_000385,288,established
est_000385,1576,established
est_000386,288,established
est_000386,638,established
est_000386,1292,established
est_000386,1576,established
est_000387,296,established
est_000387,302,established
est_000387,680,established
est_000388,305,established
est_000388,335,established
est_000388,745,established
est_000389,319,established
est_000389,320,established
est_000390,320,established
est_000390,684,established
est_000390,803,established
est_000390,1079,established
est_000391,331,established
est_000391,595,established
est_000392,338,established
est_000392,1498,established
est_000393,341,established
est_000393,704,established
est_000394,342,established
est_000394,408,established
est_000395,216,established
est_000395,344,established
est_000396,351,established
est_000396,1129,established
est_000397,356,established
est_000397,1544,established
est_000398,309,established
est_000398,367,established
est_000398,828,established
est_000398,957,established
est_000398,1338,established
est_000399,370,established
est_000399,1080,established
est_000400,372,established
est_000400,957,established
est_000401,331,established
est_000401,378,established
est_000402,375,established
est_000402,394,established
est_000402,1272,established
est_000403,397,established
est_000403,1038,established
est_000404,405,established
est_000404,597,established
est_000405,411,established
est_000405,553,established
est_000405,850,established
est_000405,955,established
est_000406,413,established
est_000406,419,established
est_000407,422,established
est_000407,596,established
est_000408,432,established
est_000408,538,established
est_000409,311,established
est_000409,432,established
est_000410,432,established
est_000410,599,established
est_000411,39,established
est_000411,444,established
est_000412,44,established
est_000412,483,established
est_000412,597,established
est_000413,497,established
est_000413,766,established
est_000414,497,established
est_000414,1093,established
est_000415,503,established
est_000415,558,established
est_000416,504,established
est_000416,1360,established
est_000417,504,established
est_000417,765,established
est_000418,508,established
est_000418,717,established
est_000419,515,established
est_000419,1484,established
est_000420,534,established
est_000420,1284,established
est_000421,537,established
est_000421,1218,established
est_000422,545,established
est_000422,850,established
est_000422,996,established
est_000423,545,established
est_000423,606,established
est_000424,545,established
est_000424,771,established
est_000425,545,established
est_000425,666,established
est_000426,545,established
est_000426,1075,established
est_000426,1502,established
est_000427,553,established
est_000427,646,established
est_000427,955,established
est_000427,1591,established
est_000427,1647,established
est_000428,554,established
est_000428,1008,established
est_000429,558,established
est_000429,1539,established
est_000430,559,established
est_000430,726,established
est_000431,30,established
est_000431,561,established
est_000431,966,established
est_000432,568,established
est_000432,1021,established
est_000432,1568,established
est_000433,601,established
est_000433,1091,established
est_000434,537,established
est_000434,601,established
est_000434,1038,established
est_000434,1232,established
est_000435,310,established
est_000435,607,established
est_000435,701,established
est_000435,1164,established
est_000436,620,established
est_000436,907,established
est_000437,625,established
est_000437,1530,established
est_000438,92,established
est_000438,413,established
est_000438,626,established
est_000438,917,established
est_000438,1292,established
est_000439,644,established
est_000439,653,established
est_000440,162,established
est_000440,651,established
est_000441,659,established
est_000441,1185,established
est_000442,671,established
est_000442,1070,established
est_000443,695,established
est_000443,1479,established
est_000444,697,established
est_000444,1193,established
est_000445,701,established
est_000445,1021,established
est_000446,439,established
est_000446,712,established
est_000447,577,established
est_000447,713,established
est_000448,765,established
est_000448,1529,established
est_000449,770,established
est_000449,1544,established
est_000450,3,established
est_000450,129,established
est_000450,545,established
est_000450,771,established
est_000451,125,established
est_000451,777,established
est_000452,780,established
est_000452,1038,established
est_000453,786,established
est_000453,1597,established
est_000454,816,established
est_000454,1502,established
est_000455,842,established
est_000455,1008,established
est_000455,1269,established
est_000456,843,established
est_000456,1000,established
est_000457,845,established
est_000457,855,established
est_000458,860,established
est_000458,948,established
est_000459,664,established
est_000459,869,established
est_000459,1103,established
est_000459,1238,established
est_000460,342,established
est_000460,880,established
est_000461,47,established
est_000461,886,established
est_000462,897,established
est_000462,1248,established
est_000463,77,established
est_000463,915,established
est_000464,929,established
est_000464,1277,established
est_000465,930,established
est_000465,1187,established
est_000466,940,established
est_000466,1633,established
est_000467,940,established
est_000467,994,established
est_000467,1633,established
est_000468,252,established
est_000468,946,established
est_000469,316,established
est_000469,953,established
est_000469,1081,established
est_000469,1178,established
est_000470,956,established
est_000470,1296,established
est_000471,969,established
est_000471,1063,established
est_000472,269,established
est_000472,549,established
est_000472,975,established
est_000472,1231,established
est_000473,987,established
est_000473,1187,established
est_000474,994,established
est_000474,1629,established
est_000474,1633,established
est_000475,995,established
est_000475,1011,established
est_000475,1441,established
est_000476,424,established
est_000476,1000,established
est_000477,1004,established
est_000477,1129,established
est_000478,1007,established
est_000478,1308,established
est_000479,1012,established
est_000479,1164,established
est_000480,1012,established
est_000480,1478,established
est_000480,1624,established
est_000481,890,established
est_000481,1019,established
est_000482,1029,established
est_000482,1468,established
est_000483,495,established
est_000483,999,established
est_000483,1045,established
est_000484,1059,established
est_000484,1305,established
est_000485,1061,established
est_000485,1129,established
est_000486,187,established
est_000486,209,established
est_000486,1065,established
est_000486,1327,established
est_000486,1453,established
est_000487,549,established
est_000487,1072,established
est_000488,1075,established
est_000488,1323,established
est_000489,204,established
est_000489,1098,established
est_000490,1105,established
est_000490,1248,established
est_000491,318,established
est_000491,1108,established
est_000492,318,established
est_000492,1108,established
est_000492,1555,established
est_000493,1097,established
est_000493,1123,established
est_000494,511,established
est_000494,630,established
est_000494,1136,established
est_000495,993,established
est_000495,1144,established
est_000496,627,established
est_000496,852,established
est_000496,1088,established
est_000496,1158,established
est_000496,1381,established
est_000497,78,established
est_000497,1169,established
est_000498,980,established
est_000498,1174,established
est_000499,1012,established
est_000499,1192,established
est_000500,516,established
est_000500,1038,established
est_000500,1193,established
est_000500,1589,established
est_000501,1156,established
est_000501,1207,established
est_000502,1043,established
est_000502,1218,established
est_000502,1498,established
est_000503,985,established
est_000503,1218,established
est_000504,353,established
est_000504,985,established
est_000504,1043,established
est_000504,1218,established
est_000505,1250,established
est_000505,1592,established
est_000506,1257,established
est_000506,1517,established
est_000507,1271,established
est_000507,1310,established
est_000508,1238,established
est_000508,1313,established
est_000509,868,established
est_000509,1335,established
est_000509,1539,established
est_000509,1659,established
est_000510,488,established
est_000510,868,established
est_000510,1335,established
est_000511,1444,established
est_000511,1466,established
est_000512,893,established
est_000512,1481,established
est_000512,1633,established
est_000513,993,established
est_000513,1502,established
est_000514,239,established
est_000514,345,established
est_000514,663,established
est_000514,1005,established
est_000514,1524,established
est_000515,650,established
est_000515,1524,established
est_000516,952,established
est_000516,1539,established
est_000517,1539,established
est_000517,1549,established
est_000518,240,established
est_000518,309,established
est_000518,1364,established
est_000518,1539,established
est_000519,999,established
est_000519,1540,established
est_000520,167,established
est_000520,1546,established
est_000521,1543,established
est_000521,1554,established
est_000522,345,established
est_000522,664,established
est_000522,810,established
est_000522,1574,established
est_000522,1634,established
est_000523,126,established
est_000523,638,established
est_000523,1292,established
est_000523,1576,established
est_000524,1442,established
est_000524,1583,established
est_000525,1623,established
est_000525,1643,established
est_000526,888,established
est_000526,1631,established
est_000527,22,established
est_000527,837,established
est_000527,1633,established
est_000528,1429,established
est_000528,1635,established
est_000529,931,established
est_000529,1645,established
est_000530,1185,established
est_000530,1653,established
est_000531,659,established
est_000531,1653,established
est_000532,1164,established
est_000532,1661,established
est_000533,307,established
est_000533,333,established
est_000533,402,established
est_000533,1051,established
est_000533,1296,established
est_000534,763,established
est_000534,1424,established
est_000535,5,established
est_000535,40,established
est_000535,499,established
est_000536,9,established
est_000536,1054,established
est_000537,10,established
est_000537,879,established
est_000538,23,established
est_000538,869,established
est_000538,1574,established
est_000539,28,established
est_000539,40,established
est_000539,459,established
est_000540,28,established
est_000540,1104,established
est_000541,29,established
est_000541,601,established
est_000541,669,established
est_000542,31,established
est_000542,235,established
est_000542,333,established
est_000542,1162,established
est_000543,31,established
est_000543,235,established
est_000543,333,established
est_000544,31,established
est_000544,183,established
est_000544,318,established
est_000544,333,established
est_000545,36,established
est_000545,323,established
est_000545,1552,established
est_000546,38,established
est_000546,60,established
est_000547,38,established
est_000547,278,established
est_000547,413,established
est_000548,40,established
est_000548,649,established
est_000548,1270,established
est_000549,47,established
est_000549,1002,established
est_000550,47,established
est_000550,56,established
est_000550,674,established
est_000551,50,established
est_000551,1041,established
est_000552,58,established
est_000552,571,established
est_000553,64,established
est_000553,548,established
est_000553,589,established
est_000553,1208,established
est_000554,67,established
est_000554,1312,established
est_000555,67,established
est_000555,377,established
est_000556,69,established
est_000556,394,established
est_000557,73,established
est_000557,295,established
est_000558,74,established
est_000558,119,established
est_000558,762,established
est_000559,74,established
est_000559,81,established
est_000560,78,established
est_000560,507,established
est_000560,1502,established
est_000560,1623,established
est_000561,82,established
est_000561,1539,established
est_000562,89,established
est_000562,310,established
est_000563,89,established
est_000563,1553,established
est_000564,90,established
est_000564,1638,established
est_000565,113,established
est_000565,1191,established
est_000566,114,established
est_000566,1389,established
est_000567,115,established
est_000567,615,established
est_000567,1273,established
est_000568,115,established
est_000568,240,established
est_000569,122,established
est_000569,1061,established
est_000570,122,established
est_000570,1061,established
est_000570,1129,established
est_000571,3,established
est_000571,129,established
est_000572,133,established
est_000572,1323,established
est_000573,137,established
est_000573,823,established
est_000574,137,established
est_000574,1335,established
est_000575,141,established
est_000575,1502,established
est_000576,148,established
est_000576,372,established
est_000577,89,established
est_000577,148,established
est_000577,372,established
est_000578,148,established
est_000578,453,established
est_000579,148,established
est_000579,725,established
est_000580,160,established
est_000580,1004,established
est_000581,161,established
est_000581,1287,established
est_000582,166,established
est_000582,1387,established
est_000583,112,established
est_000583,170,established
est_000584,116,established
est_000584,176,established
est_000585,183,established
est_000585,1160,established
est_000586,183,established
est_000586,826,established
est_000587,186,established
est_000587,1350,established
est_000588,186,established
est_000588,816,established
est_000589,186,established
est_000589,1164,established
est_000590,187,established
est_000590,209,established
est_000590,1327,established
est_000590,1453,established
est_000591,190,established
est_000591,449,established
est_000591,602,established
est_000591,1346,established
est_000592,203,established
est_000592,503,established
est_000593,203,established
est_000593,503,established
est_000593,1335,established
est_000594,85,established
est_000594,136,established
est_000594,211,established
est_000594,1327,established
est_000595,211,established
est_000595,476,established
est_000596,216,established
est_000596,558,established
est_000597,217,established
est_000597,290,established
est_000598,17,established
est_000598,220,established
est_000598,1499,established
est_000599,228,established
est_000599,1006,established
est_000600,60,established
est_000600,241,established
est_000601,27,established
est_000601,244,established
est_000602,246,established
est_000602,1061,established
