venue_id,name,category,locality,region,description,poi_idx,latitude,longitude
12-new-york,,Unknown,New York,NY,,34,40.7219,-73.9867
120-broadway-flycell-hq-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,35,40.7080679,-74.0098393
123-burger-shot-beer-new-york,,Nightlife>Dive Bar,New York,NY,,36,40.764795,-73.991352
124-old-rabbit-club-new-york,,Nightlife>Bar,New York,NY,,37,40.729905,-74.000246
125th-street-new-york,,Travel>Highway / Traffic,New York,NY,,38,40.807735203,-73.9454126358
12th-street-ale-house-new-york,,Nightlife>Bar,New York,NY,,39,40.731,-73.9855
1300-west-belmont-chicago,,Home / Work / Other>Corporate / Office,Chicago,IL,,40,41.9407546429,-87.6648259163
131-varick-new-york,,Home / Work / Other>Corporate / Office>Tech Startup,New York,NY,,41,40.725397,-74.006095
135-e-54th-street-new-york,,Unknown,New York,NY,,42,40.759304,-73.970679
135-w-10th-st-new-york,,Home / Work / Other>Home,New York,NY,,43,40.734786,-74.000673
135th-street-and-lenox-new-york,,Arts & Entertainment>Music Venues,New York,NY,,44,40.811856,-73.938984
13th-step-new-york,,Nightlife>Bar,New York,NY,,45,40.729544,-73.987438
13th-street-residence-hall-new-york,,College & Education>Dorm,New York,NY,,46,40.7370472532,-73.9995718002
14-organic-gourmet-foods-new-york,,Food>Deli / Bodega,New York,NY,,47,40.740713,-74.00499
140conf-nyc-internet-week-party-hudson-terrace-new,,Nightlife>Cocktails / Mixology,New York,NY,,48,40.764057,-73.997545
140conf-nyc-new-york,,Arts & Entertainment>Performing Arts>Theater,New York,NY,,49,40.782751,-73.952907
1430-broadway-new-york,,Unknown,New York,NY,,50,40.754105,-73.986703
144-east-7th-street-new-york,,Unknown,New York,NY,,51,40.7256437,-73.9827224
1440-broadway-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,52,40.754332,-73.986257
145th-street-bridge-new-york,,Parks & Outdoors>Bridge,New York,NY,,53,40.8194929773,-73.9330744743
147-west-35th-new-york,,Unknown,New York,NY,,54,40.75146,-73.989076
1492-food-new-york,,Food>Tapas,New York,NY,,55,40.7194,-73.9849
1492-tapas-bar-chicago,,Food>Tapas,Chicago,IL,,56,41.896074,-87.626608
14th-street-path-station-new-york,,Travel>Subway,New York,NY,,57,40.73733991,-73.9968681335
14th-street-y-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,58,40.7315302,-73.9831148
14th-street-ymca-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,59,40.7315302,-73.9831148
15-cliff-new-york,,Home / Work / Other>Home,New York,NY,,60,40.708386,-74.005625
15-east-new-york,,Food>Japanese,New York,NY,,61,40.7363,-73.9922
15-park-avenue-new-york,,Home / Work / Other>Home,New York,NY,,62,40.747417,-73.980839
151-new-york,,Nightlife>Bar,New York,NY,,63,40.7191,-73.9857
1540-broadway-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,64,40.758066,-73.985313
15th-street-lofts-chicago,,Unknown,Chicago,IL,,65,41.8617,-87.626906
16-handles-new-york,,Food>Ice Cream,New York,NY,,66,40.7295,-73.987
1626-2nd-ave-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,67,40.775507,-73.953316
163-william-street-new-york,,College & Education>Academic Building,New York,NY,,68,40.7101178,-74.0058891
169-bar-new-york,,Nightlife>Bar,New York,NY,,69,40.713838,-73.98976
16th-floor-coffee-bar-new-york,,Food>Coffee Shop,New York,NY,,70,40.762991,-73.9832
171-n-wabash-public-park-chicago,,Home / Work / Other>Other - Buildings,Chicago,IL,,71,41.885591,-87.626159
1739-public-house-los-angeles,,Nightlife>Pub,Los Angeles,CA,,72,34.1027,-118.292
181la-los-angeles,,Home / Work / Other>Corporate / Office,Los Angeles,CA,,73,34.044019,-118.26323
1834-bar-burger-new-york,,Food>Burgers,New York,NY,,74,40.7035769,-74.0110275
1849-new-york,,Nightlife>Bar,New York,NY,,75,40.7292,-74.0008
186-2nd-avenue-new-york,,Home / Work / Other>Home,New York,NY,,76,40.730687,-73.985729
190-e-7th-st-new-york,,Home / Work / Other>Home,New York,NY,,77,40.724819,-73.98072
1900-s-clark-chicago,,Home / Work / Other>Home,Chicago,IL,,78,41.8565752,-87.6302025
192-books-new-york,,Shops>Bookstore,New York,NY,,79,40.7468,-74.0048
192-orchard-st-new-york,,Home / Work / Other>Home,New York,NY,,80,40.722122,-73.987906
195-broadway-new-york,,Home / Work / Other>Corporate / Office>Coworking Space,New York,NY,,81,40.7106866038,-74.0095281601
1955-n-seminary-3rd-floor-chicago,,Unknown,Chicago,IL,,82,41.917514,-87.655275
1oak-new-york,,Nightlife>Nightclub / Discotheque,New York,NY,,83,40.743843,-74.006331
2-bros-pizza-new-york,,Food>Pizza,New York,NY,,84,40.7395159,-73.9952944
2-brothers-pizza-new-york,,Food>Pizza,New York,NY,,85,40.7288118,-73.9884434
2-east-erie-chicago,,Unknown,Chicago,IL,,86,41.894139,-87.627846
2-gold-gym-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,87,40.707372,-74.007162
2-gold-laundry-room-new-york,,Shops>Laundry,New York,NY,,88,40.707372,-74.007162
2-gold-solarium-new-york,,Parks & Outdoors>Scenic Lookout,New York,NY,,89,40.707372,-74.007162
2-gold-street-apartments-new-york,,Home / Work / Other>Home,New York,NY,,90,40.707372,-74.007162
2-penn-plaza-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,91,40.749858,-73.991461
2-world-financial-center-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,92,40.714834,-74.01545
20-east-22nd-st-new-york,,Home / Work / Other>Home,New York,NY,,93,40.740144,-73.988425
20-exchange-place-new-york,,Home / Work / Other>Home,New York,NY,,94,40.7055946,-74.0093358
200-haven-avenue-new-york,,Home / Work / Other>Home,New York,NY,,95,40.847069,-73.942579
200-madison-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,96,40.748917,-73.982683
200-orchard-new-york,,Nightlife>Bar,New York,NY,,97,40.7224915,-73.9879663
200-park-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,98,40.753872,-73.976413
200-water-street-new-york,,Home / Work / Other>Home,New York,NY,,99,40.7070553016,-74.0047216415
2010-ing-nyc-marathon-finish-line-new-york-road-ru,,Home / Work / Other>Gym / Fitness,New York,NY,,100,40.7724168788,-73.9769983292
2010-ing-nyc-marathon-new-york,,Parks & Outdoors>Other - Parks & Outdoor,New York,NY,,101,40.7687767568,-73.9611625671
2010-nyc-dumpling-festival-new-york,,Food>Dumplings,New York,NY,,102,40.7195715,-73.9927363
202-new-york,,Food>Breakfast / Brunch,New York,NY,,103,40.7419,-74.0047
2020-condos-chicago,,Home / Work / Other>Home,Chicago,IL,,104,41.9189,-87.6366
2020-lincoln-park-west-chicago,,Home / Work / Other>Home,Chicago,IL,,105,41.921188,-87.6369069
2028-n-sheffield-chicago,,Home / Work / Other>Home,Chicago,IL,,106,41.918981,-87.6537309
204-chicago,,Unknown,Chicago,IL,,107,41.9177081,-87.6888316
208-chicago,,Home / Work / Other>Home,Chicago,IL,,108,41.92851,-87.712601
20th-century-fox-studios-los-angeles,,Arts & Entertainment>Other - Entertainment,Los Angeles,CA,,109,34.05183,-118.412577
20x200-new-york,,Home / Work / Other>Corporate / Office>Tech Startup,New York,NY,,110,40.746899,-73.985002
21-chelsea-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,111,40.741858,-73.9948919
21-club-new-york,,Food>American,New York,NY,,112,40.760384,-73.977669
21-crosby-deli-and-grocery-new-york,,Food>Deli / Bodega,New York,NY,,113,40.720399,-73.9998724
214-w-21st-st-new-york,,Home / Work / Other>Home,New York,NY,,114,40.742961,-73.9975599
215-park-ave-south-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,115,40.736983,-73.988711
215-west-apartments-chicago,,Home / Work / Other>Home,Chicago,IL,,116,41.882816,-87.634512
218-new-york,,Food>Burgers,New York,NY,,117,40.722,-73.9978
219-e-76th-new-york,,Home / Work / Other>Home,New York,NY,,118,40.7719468,-73.9577788
22-chelsea-new-york,,Unknown,New York,NY,,119,40.74333,-73.995455
22-happy-cups-new-york,,Food>Café,New York,NY,,120,40.7420261,-73.9934155
22-river-terrace-gym-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,121,40.717304,-74.015764
220-cabrini-blvd-new-york,,Unknown,New York,NY,,122,40.855009,-73.938678
221-e-21st-st-new-york,,Home / Work / Other>Home,New York,NY,,123,40.737279,-73.982874
222-s-riverside-plaza-chicago,,Home / Work / Other>Corporate / Office,Chicago,IL,,124,41.87993,-87.638733
223-east-28th-street-new-york,,Home / Work / Other>Home,New York,NY,,125,40.741719,-73.9796719
225-west-wacker-chicago,,Home / Work / Other>Corporate / Office>Coworking Space,Chicago,IL,,126,41.8862085724,-87.6354074478
227-e-walton-st-chicago,,"Homes, Work, Others>Homes",Chicago,IL,,127,41.9000485,-87.6208501
230-5th-rooftop-party-new-york,,Nightlife>Bar,New York,NY,,128,40.7439783,-73.9878134
230-fifth-new-york,,Nightlife>Bar,New York,NY,,129,40.7439783,-73.9878134
230-fifth-rooftop-lounge-new-york,,Nightlife>Lounge,New York,NY,,130,40.7442169743,-73.9886069298
230-new-york,,Unknown,New York,NY,,131,40.740542,-73.980005
230-park-avenue-new-york,,Unknown,New York,NY,,132,40.754393,-73.9765696
2300-backyard-los-angeles,,Home / Work / Other>Home,Los Angeles,CA,,133,34.102552,-118.268218
235-van-buren-chicago,,Home / Work / Other>Home,Chicago,IL,,134,41.876588,-87.634731
238-mulberry-new-york,,Unknown,New York,NY,,135,40.722708,-73.995688
23rd-street-path-station-new-york,,Travel>Subway,New York,NY,,136,40.7429651739,-73.9928770065
24-hour-fitness-los-angeles,,Home / Work / Other>Gym / Fitness>Gym,Los Angeles,CA,,137,34.0534,-118.405
24-hour-fitness-magic-johnson-sport-los-angeles,,Home / Work / Other>Gym / Fitness>Gym,Los Angeles,CA,,138,33.9877,-118.367
24-hour-fitness-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,139,40.724839,-73.996147
24-hour-study-room-at-pace-university-new-york,,Unknown,New York,NY,,140,40.7113646,-74.0051318
24-prince-new-york,,Food>American,New York,NY,,141,40.722672,-73.994648
240-e25th-new-york,,Home / Work / Other>Home,New York,NY,,142,40.7393112452,-73.9806354046
243-st-marks-new-york,,Unknown,New York,NY,,143,40.6783715,-73.9676468
245-fifth-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,144,40.7445294,-73.9873441
245-park-ave-new-york,,Home / Work / Other>Corporate / Office>Coworking Space,New York,NY,,145,40.754622,-73.974717
247-real-media-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,146,40.748216,-73.990762
247-restaurant-at-the-standard-hotel-los-angeles,,Food>American,Los Angeles,CA,,147,34.050419,-118.256321
25-degrees-los-angeles,,Food>Burger Joints,Los Angeles,CA,,148,34.100817,-118.3414261
255-mckibben-st-new-york,,Home / Work / Other>Home,New York,NY,,149,40.7056604,-73.9373981
26-seats-new-york,,Food>French,New York,NY,,150,40.7273,-73.9799
264-west-116-st-convenience-gourmet-deli-halal-new,,Shops>Food & Drink>Deli / Bodega,New York,NY,,151,40.8032873,-73.952698
277-park-avenue-new-york,,Home / Work / Other>Corporate / Office>Conference room,New York,NY,,152,40.755515,-73.974987
2800-n-lake-shore-dr-chicago,,Home / Work / Other>Home,Chicago,IL,,153,41.933,-87.6371
283-w-115th-st-corp-new-york,,Shops>Food & Drink>Deli / Bodega,New York,NY,,154,40.8035596,-73.9553886
285-madison-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,155,40.7518274,-73.9799755
2850-n-sheridan-chicago,,Home / Work / Other>Home,Chicago,IL,,156,41.934094,-87.63945
295-columbia-street-new-york,,Home / Work / Other>Home,New York,NY,,157,40.681972,-74.003861
2a-new-york,,Nightlife>Dive Bar,New York,NY,,158,40.7229,-73.9858
2b-new-york,,Unknown,New York,NY,,159,40.7738793717,-73.9544677734
2hot-new-york,,"Homes, Work, Others>Homes",New York,NY,,160,40.762738,-73.961035
3-sheets-new-york,,Nightlife>Bar,New York,NY,,161,40.730668,-74.001025
3-star-coffee-shop-new-york,,Food>Diner,New York,NY,,162,40.7865,-73.9721
3-steps-new-york,,Nightlife>Bar,New York,NY,,163,40.7351,-73.9825
3-times-square-cafeteria-new-york,,Home / Work / Other>Corporate / Office>Cafeteria,New York,NY,,164,40.7564957,-73.9868562
3-times-square-new-york,,"Homes, Work, Others>Offices",New York,NY,,165,40.756372,-73.98728784
3-west-club-new-york,,Home / Work / Other>Event Space,New York,NY,,166,40.759416,-73.977149
30-e-elm-chicago,,Home / Work / Other>Other - Buildings,Chicago,IL,,167,41.903342,-87.627658
30-rockefeller-plaza-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,168,40.7589558,-73.9794642
300-e-96-street-new-york,,Home / Work / Other>Home,New York,NY,,169,40.7842335,-73.9470638
300-mercer-new-york,,Home / Work / Other>Home,New York,NY,,170,40.7304783951,-73.9936494827
300-n-lasalle-fitness-center-chicago,,Home / Work / Other>Gym / Fitness>Gym,Chicago,IL,,171,41.888213,-87.632757
300-n-lasalle-street-chicago,,Home / Work / Other>Other - Buildings,Chicago,IL,,172,41.888213,-87.632757
300-new-york-new-york,,Arts & Entertainment>Bowling Alleys,New York,NY,,173,40.7456963443,-74.0087127686
305-madison-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,174,40.7523763,-73.9795725
310-e-houston-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,175,40.721406,-73.982941
310-lounge-new-york,,Nightlife>Lounge,New York,NY,,176,40.7249,-73.9924
311-south-wacker-chicago,,Home / Work / Other>Corporate / Office,Chicago,IL,,177,41.877678,-87.636631
316-rooftop-new-york,,Unknown,New York,NY,,178,40.702941,-73.917045
32-old-slip-new-york,,"Homes, Work, Others>Offices",New York,NY,,179,40.70485,-74.00671
32-west-76th-st-new-york,,Home / Work / Other>Home,New York,NY,,180,40.779267,-73.975774
320-east-22nd-st-new-york,,Home / Work / Other>Home,New York,NY,,181,40.736491,-73.980258
320-studios-new-york,,Home / Work / Other>Event Space,New York,NY,,182,40.7543859,-73.993358
32bj-coffee-cart-new-york,,Food>Food Truck / Street Food,New York,NY,,183,40.7231852274,-74.005150795
33-club-chicago,,Food>American,Chicago,IL,,184,41.908183,-87.634162
33-gourmet-deli-new-york,,Shops>Food & Drink>Deli / Bodega,New York,NY,,185,40.7501,-73.9906
330-n-wabash-formerly-the-ibm-building-chicago,,Home / Work / Other>Corporate / Office,Chicago,IL,,186,41.888577,-87.62727
33rd-st-path-station-new-york,,Travel>Subway,New York,NY,,187,40.7491101497,-73.9884567261
348-east-65th-street-new-york,,Home / Work / Other>Home,New York,NY,,188,40.763415,-73.959951
35-cooper-asian-pub-new-york,,Nightlife>Bar,New York,NY,,189,40.7287547754,-73.9917075634
35-cooper-square-new-york,,Nightlife>Bar,New York,NY,,190,40.728,-73.9907
35-e-wacker-dr-chicago,,Home / Work / Other>Other - Buildings,Chicago,IL,,191,41.8882984,-87.624676
35-thai-restaurant-new-york,,Food>Thai,New York,NY,,192,40.72,-74.0034
353-studios-new-york,,Home / Work / Other>Event Space,New York,NY,,193,40.76206,-73.988842
359-deli-grocery-new-york,,Food>Deli / Bodega,New York,NY,,194,40.7152685,-73.9445282
36-east-36th-st-new-york,,Unknown,New York,NY,,195,40.74898,-73.981562
360i-bryans-office-new-york,,Home / Work / Other>Corporate / Office>Coworking Space,New York,NY,,196,40.742456,-73.992534
360i-flatiron-new-york,,Home / Work / Other>Corporate / Office>Conference room,New York,NY,,197,40.742046,-73.990814
360i-headquarters-nato-new-york,,Home / Work / Other>Corporate / Office>Conference room,New York,NY,,198,40.742046,-73.990814
360i-headquarters-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,199,40.742046,-73.990814
360i-nato-new-york,,Home / Work / Other>Corporate / Office>Conference room,New York,NY,,200,40.742046,-73.990814
360i-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,201,40.7418596683,-73.9909887314
360i-tweeting-bar-new-york,,Nightlife>Bar,New York,NY,,202,40.742046,-73.990814
372-fifth-avenue-coop-new-york,,Home / Work / Other>Home,New York,NY,,203,40.749279,-73.984305
377-west-11-new-york,,Unknown,New York,NY,,204,40.6529134,-73.9452868
385-vernon-new-york,,Unknown,New York,NY,,205,40.6962215,-73.9354991
3ld-art-technology-center-new-york,,Arts & Entertainment>Art Gallery,New York,NY,,206,40.7076368112,-74.0138626099
3p-soho-abbey-new-york,,Unknown,New York,NY,,207,40.7244292691,-73.9943361282
3rd-coast-cafe-wine-bar-chicago,,Food>Café,Chicago,IL,,208,41.905665,-87.630137
3rd-stop-los-angeles,,Food>Gastropub,Los Angeles,CA,,209,34.0735597,-118.3808263
4-park-avenue-new-york,,Home / Work / Other>Home,New York,NY,,210,40.746623,-73.982062
40-east-oak-apartments-chicago,,"Homes, Work, Others>Homes",Chicago,IL,,211,41.900752,-87.626781
40-harrison-street-new-york,,Home / Work / Other>Home,New York,NY,,212,40.7188463,-74.0106165
400-e-11th-st-new-york,,Unknown,New York,NY,,213,40.729277,-73.98378
401-n-michigan-chicago,,Home / Work / Other>Corporate / Office,Chicago,IL,,214,41.889556,-87.623861
405-e-54th-street-new-york,,Home / Work / Other>Home,New York,NY,,215,40.7562539,-73.9639814
405-freeway-los-angeles,,Travel>Highway / Traffic,Los Angeles,CA,,216,33.9670002,-118.3708912
405105-interchange-los-angeles,,Travel>Highway / Traffic,Los Angeles,CA,,217,33.9297766472,-118.368372917
405110-interchange-los-angeles,,Travel>Highway / Traffic,Los Angeles,CA,,218,33.8567315293,-118.284816742
4100-bar-los-angeles,,Nightlife>Bar,Los Angeles,CA,,219,34.0920733,-118.2818871
4100-n-marine-drive-chicago,,Home / Work / Other>Home,Chicago,IL,,220,41.956016,-87.645994
430-park-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,221,40.760028,-73.972608
433-west-34th-street-new-york,,Home / Work / Other>Home,New York,NY,,222,40.754166,-73.997823
44-12-new-york,,Food>American,New York,NY,,223,40.761008,-73.994529
44-sw-ristorante-new-york,,Food>Italian,New York,NY,,224,40.7595130469,-73.9921045303
44-wall-street-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,225,40.706633,-74.009445
44-x-new-york,,Food>American,New York,NY,,226,40.7611383,-73.9943401
440-studios-new-york,,Arts & Entertainment>Performing Arts>Dance Studio,New York,NY,,227,40.7296,-73.9916
45-rockefeller-plaza-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,228,40.759448,-73.9782
45-wall-new-york,,Home / Work / Other>Home,New York,NY,,229,40.706445,-74.009721
474-condo-chicago,,College & Education>Dorm,Chicago,IL,,230,41.890929,-87.614626
474-n-lake-shore-drive-condominiums-chicago,,Nightlife>Karaoke,Chicago,IL,,231,41.89124,-87.614722
475-park-ave-south-new-york,,Home / Work / Other>Corporate / Office>Coworking Space,New York,NY,,232,40.7456006,-73.9823315
48-cooper-sq-new-york,,College & Education>Other - College & Education,New York,NY,,233,40.7284433,-73.9911755
48-cooper-square-nyu-new-york,,College & Education>Other - College & Education,New York,NY,,234,40.7284433,-73.9911755
48-lounge-new-york,,Nightlife>Bar,New York,NY,,235,40.7590904609,-73.9820194244
49-grove-new-york,,Nightlife>Lounge,New York,NY,,236,40.7329,-74.0039
4food-new-york,,Food>Fast Food,New York,NY,,237,40.7517038,-73.9801188
4mm-games-new-york,,Home / Work / Other>Corporate / Office>Tech Startup,New York,NY,,238,40.7406999,-73.992147
4sq-day-2010-foursquare-day-new-york,,Arts & Entertainment>Theme Park,New York,NY,,239,40.7572276,-73.989793
4sq-w-village-lab-new-york,,Unknown,New York,NY,,240,40.731688,-74.001949
4th-street-grill-los-angeles,,Food>Other - Food,Los Angeles,CA,,241,34.011235,-118.488944
5-borough-bistro-new-york,,Home / Work / Other>Corporate / Office>Cafeteria,New York,NY,,242,40.7419,-74.0045
5-brothers-gourmet-market-new-york,,Food>Deli / Bodega,New York,NY,,243,40.763041,-73.993391
5-napkin-burger-new-york,,Food>Burgers,New York,NY,,244,40.7602,-73.9914
5-ninth-59th-restaurant-new-york,,Nightlife>Wine Bar,New York,NY,,245,40.739586,-74.006692
5-penn-plaza-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,246,40.752028,-73.993413
50-lexington-ave-new-york,,Home / Work / Other>Home,New York,NY,,247,40.7403584,-73.9842417
50-murray-street-new-york,,Home / Work / Other>Home,New York,NY,,248,40.714037,-74.009335
505-e-illinois-chicago,,Home / Work / Other>Parking Garage,Chicago,IL,,249,41.8910925,-87.6135831
506-apartment-new-york,,Home / Work / Other>Home,New York,NY,,250,40.71001,-73.9680423
508-restaurant-bar-new-york,,Food>Other - Food,New York,NY,,251,40.7257,-74.0094
509-madison-ave-new-york,,Home / Work / Other>Medical,New York,NY,,252,40.7597,-73.9742
519-8th-ave-new-york,,"Homes, Work, Others>Offices",New York,NY,,253,40.7534963,-73.992485
520-8th-ave-new-york,,Unknown,New York,NY,,254,40.754251,-73.992126
521-5th-ave-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,255,40.754168,-73.9798069
525-w-deming-pl-chicago,,Home / Work / Other>Home,Chicago,IL,,256,41.928108,-87.643175
529-arts-building-new-york,,Arts & Entertainment>Art Gallery,New York,NY,,257,40.746635,-74.006895
529-east-13th-street-new-york,,Home / Work / Other>Home,New York,NY,,258,40.729282,-73.979773
52nd-and-6th-halal-cart-new-york,,Food>Food Truck / Street Food,New York,NY,,259,40.7613008809,-73.9796483517
541-east-20th-new-york,,Home / Work / Other>Home,New York,NY,,260,40.733568,-73.975883
55-bar-new-york,,Nightlife>Music Venue,New York,NY,,261,40.7337,-74.0022
55-broad-street-new-york,,Food>Snacks,New York,NY,,262,40.705296,-74.011044
55-wall-new-york,,Home / Work / Other>Home,New York,NY,,263,40.7061,-74.009
55-water-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,264,40.7027569,-74.0107298
55th-56th-57th-street-metra-station-chicago,,Travel>Train Station,Chicago,IL,,265,41.7933501,-87.5873626
56-pine-street-new-york,,"Homes, Work, Others>Homes",New York,NY,,266,40.707021,-74.008571
5600-wilshire-apartment-homes-los-angeles,,"Homes, Work, Others>Homes",Los Angeles,CA,,267,34.0619746763,-118.351206779
5600-wilshire-los-angeles,,Home / Work / Other>Home,Los Angeles,CA,,268,34.0614739,-118.351293
565-5th-avenue-new-york,,Home / Work / Other>Corporate / Office,New York,NY,,269,40.7559464,-73.9790588
575-lex-3-new-york,,Unknown,New York,NY,,270,40.757197,-73.971557
59e59-theaters-new-york,,Arts & Entertainment>Performing Arts>Theater,New York,NY,,271,40.7632189,-73.9704907
59th-street-new-york,,Travel>Highway / Traffic,New York,NY,,272,40.7692123,-73.9847724
6-columbus-hotel-new-york,,Travel>Hotel,New York,NY,,273,40.767607,-73.983285
6-degrees-chicago,,Nightlife>Bar,Chicago,IL,,274,41.916988,-87.67724
60-thompson-new-york,,Travel>Hotel,New York,NY,,275,40.7241,-74.0033
602-new-york,,Home / Work / Other>Corporate / Office>Conference room,New York,NY,,276,40.757925,-73.986441
605-w-112th-st-new-york,,Home / Work / Other>Home,New York,NY,,277,40.805926,-73.966312
62-archer-bus-chicago,,Travel>Bus Station>Bus,Chicago,IL,,278,41.8074687,-87.7074089
63-wall-street-douchebag-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,279,40.705726,-74.008884
63-wall-street-gym-new-york,,Home / Work / Other>Gym / Fitness,New York,NY,,280,40.705726,-74.008884
63-wall-street-new-york,,Home / Work / Other>Home,New York,NY,,281,40.705726,-74.008884
63-west-gym-new-york,,Home / Work / Other>Gym / Fitness>Gym,New York,NY,,282,40.773527,-73.985332
632-on-hudson-new-york,,Arts & Entertainment>Other - Entertainment,New York,NY,,283,40.7384,-74.0052
635-park-avenue-new-york,,Home / Work / Other>Other - Buildings,New York,NY,,284,40.7671259,-73.966583
63rd-street-beach-chicago,,Parks & Outdoors>Beach,Chicago,IL,,285,41.7806651,-87.574764
65-w-95th-street-new-york,,Home / Work / Other>Home,New York,NY,,286,40.7920919,-73.967191
66-to-montclair-please-new-york,,Travel>Bus Station>Bus,New York,NY,,287,40.756617,-73.992255
666-deli-grocery-new-york,,Food>Deli / Bodega,New York,NY,,288,40.7413811,-73.9938899
666-new-york,,Home / Work / Other>Home,New York,NY,,289,40.8381,-73.9453
