u1,u2
631,3761
1834,3761
136,3761
194,3761
209,3761
2829,3761
2225,3761
3761,4094
3753,3761
2215,3761
3761,4004
684,3761
1287,3761
1102,3761
3761,4241
3423,3761
3293,3761
883,3761
1678,3761
852,3761
2231,3761
3761,4250
3761,4151
3214,3761
255,3761
400,3761
18,3761
1252,3761
2080,3761
648,3761
3761,4208
1256,3761
1258,3761
479,3761
3761,4451
1242,3761
215,3761
2242,3761
289,3761
441,3761
694,3761
962,3761
2800,3761
3761,4282
986,3761
935,3761
1847,3761
2026,3761
1079,3761
2764,3761
1992,3761
2635,3761
3761,4474
2263,3761
271,3761
3761,4140
872,3761
468,3761
3761,4172
3761,3944
3761,4364
267,3761
3036,3761
969,3761
1234,3761
1844,3761
3761,4251
3448,3761
3567,3761
3761,3850
2631,3761
2109,3761
860,3761
2170,3761
1039,3761
2910,3761
2314,3761
2056,3761
2150,3761
3761,4130
838,3761
2411,3761
73,3761
2793,3761
2174,3761
3204,3761
827,3761
3761,4559
3761,4093
1305,3761
3533,3761
3761,3995
2508,3761
3430,3761
856,3761
3761,3796
1979,3761
432,3761
3761,3926
1356,3761
3761,3950
3761,4528
1972,3761
3761,4507
3205,3761
2573,3761
1307,3761
570,3761
2149,3761
3761,4358
644,3761
3701,3761
1266,3761
317,3761
1492,3761
1200,3761
3761,4403
2771,3761
3745,3761
1066,3761
281,3761
769,3761
1201,3761
1181,3761
1618,3761
3267,3761
2974,3761
3761,3984
1207,3761
1880,3761
247,3761
3466,3761
3458,3761
842,3761
1112,3761
93,3761
2194,3761
1737,3761
1226,3761
2844,3761
1906,3761
3467,3761
1298,3761
1849,3761
1858,3761
1203,3761
3687,3761
744,3761
3537,3761
3737,3761
3761,4405
3761,4005
2518,3761
3761,3867
1652,3761
721,3761
840,3761
2890,3761
3761,4426
1530,3761
621,3761
3263,3761
3276,3761
3761,3871
1199,3761
1816,3761
3761,3838
2393,3761
381,3761
220,3761
3761,4463
871,3761
2420,3761
931,3761
3761,4164
101,3761
3761,4114
2580,3761
1902,3761
145,3761
2361,3761
1703,3761
1419,3761
260,3761
1697,3761
2683,3761
1543,3761
410,3761
1263,3761
2196,3761
3458,4182
1263,4182
3267,4182
1201,4182
367,4182
2064,4182
2292,4182
802,4182
3968,4182
4046,4182
1858,4182
3013,4182
3618,4182
2631,4182
73,4182
4182,4405
2067,4182
215,4182
2005,4182
4182,4259
2483,4182
2551,4182
93,4182
4182,4410
3102,4182
55,4182
625,4182
852,4182
1364,4182
1434,4182
4182,4558
274,1434
1434,3459
1382,1434
1152,1434
1434,4427
1434,4532
1434,2278
1434,4013
1434,1848
458,1434
1434,3244
1434,4255
1434,3077
1434,2889
1434,2631
1110,1434
1434,2166
1434,2067
1434,1467
1247,1434
1209,1434
1312,1434
1112,1434
842,1434
743,1434
1434,4297
1434,4218
48,1434
1434,4410
1364,1434
1434,4558
802,2292
2292,3813
2292,3105
1364,2551
2551,2631
2551,3244
1598,2551
2551,4468
2551,4288
1522,2551
1472,2551
2375,2551
2551,4259
2551,4037
1421,2551
2080,2551
2551,3968
2551,2930
2551,2671
355,2551
776,2551
2551,3272
2551,3326
2551,4478
2551,2871
2551,3220
1013,2551
2551,3093
341,2551
986,2551
2551,3941
1678,2551
1401,2551
2551,3929
2314,2551
2551,3867
2551,4463
2290,2551
553,2551
1734,2551
432,2551
1149,2551
1537,2551
34,2551
2551,4358
80,2551
2551,2570
2026,2551
2551,2764
38,2551
818,2551
136,2551
1744,2551
2551,3950
2551,3089
2551,4051
802,2551
101,2551
2551,4162
621,2551
1520,2551
2187,2551
2101,2551
2551,3263
2215,2551
758,2551
759,2551
1693,2551
2551,4515
933,2551
2551,3293
2095,2551
2551,3240
2551,3931
2551,4532
2551,4125
2240,2551
2551,4464
1201,2551
1382,2551
503,2551
2551,4360
1697,2551
2545,2551
260,2405
2405,3859
2405,4506
2405,4540
1639,2405
2405,2583
773,2405
2405,3063
2405,4365
1846,2405
1624,2405
1212,2405
2256,2405
2405,3841
2405,2601
1249,2405
1168,2405
757,2405
2405,3892
2405,2581
2405,3210
1736,2405
1127,2405
1152,2405
1838,2405
2405,2791
1433,2405
2405,3705
2405,3052
2405,3127
1026,2405
731,2405
277,2405
2405,3537
2405,3876
2405,4004
2275,2405
184,2405
865,2405
1295,2405
2405,2800
1035,2405
282,2405
2405,3214
2405,3319
2405,2965
1364,2405
2405,4396
514,690
514,4005
514,1139
514,3850
514,553
514,2256
514,3586
514,1249
514,1448
514,3566
514,3214
514,3519
514,4540
514,4313
514,3102
282,514
2883,3483
1543,2883
2049,2883
2883,4195
1149,2883
2883,4263
145,2883
1156,2883
2883,3428
2800,2883
282,2883
2883,4483
2883,2903
2883,3994
1768,2883
731,2883
2044,2883
2883,3575
2883,2969
1061,2883
1752,2883
2883,3968
2883,4330
2256,2883
1802,2883
1639,2883
690,2883
2883,3319
342,2883
433,2883
690,3575
690,2974
690,3651
690,1152
690,4005
690,1139
690,4501
690,2256
690,1902
690,3354
553,690
690,4483
690,2555
645,690
690,4540
690,4343
690,855
690,4241
570,690
690,2965
690,3962
690,1035
282,690
690,1722
690,2058
690,4396
690,4314
690,3319
690,1483
138,690
433,690
690,1249
690,1219
690,4218
336,4540
1668,4540
339,4540
530,4540
1152,4540
1308,4540
880,4540
2275,4540
742,4540
2765,4540
533,4540
3689,4540
762,4540
282,4540
1838,4540
3632,4540
1846,4540
1212,4540
3127,4540
284,4540
3859,4540
792,4540
1833,4540
1736,4540
234,4540
1684,4540
214,4540
2325,4540
343,4540
3354,4540
4330,4540
2256,4540
3463,4540
1249,4540
3706,4005
2555,4005
2064,4005
2347,4005
2899,4005
1152,4005
3114,4005
3687,4005
3760,4005
1306,4005
627,4005
1150,4005
553,4005
1722,4005
2888,4005
2256,4005
4005,4396
3052,4005
3859,4483
2897,4483
1433,4483
1156,4483
1139,4483
282,4483
773,4483
4389,4483
2601,4483
2379,4483
3586,4483
1193,4483
494,4483
2256,4483
1035,4483
433,4483
3702,3850
2824,3850
441,3850
1722,3850
860,3850
1266,3850
2965,3850
1079,3850
1179,3850
387,3850
570,3850
3850,4314
277,3850
3850,4343
3052,3850
138,3850
2980,3850
2555,3850
3279,3850
2870,3850
3354,3850
3832,3850
3850,4238
2624,3850
244,3850
3186,3850
1249,3850
2999,3850
1214,3850
1050,3850
553,3850
3152,3850
3850,4501
1724,3850
3850,4396
2559,3850
541,3850
1152,3850
1047,3850
3355,3850
1915,3850
773,1632
773,2205
773,2908
773,883
773,2579
282,773
773,2492
773,2203
773,3972
773,3364
773,1111
504,773
773,2099
232,773
773,1193
773,3331
4393,4486
4343,4486
4417,4486
553,4486
313,3114
3114,3454
3114,3566
391,1168
391,1249
391,3650
391,3004
391,3892
391,4259
184,391
391,1212
391,4329
209,391
391,2879
391,2274
391,2045
339,391
136,391
78,391
391,2930
391,2719
391,2481
126,391
391,2955
391,883
125,391
391,2290
391,3348
391,2880
391,3833
391,4443
391,1510
391,1305
391,4362
391,3501
391,2095
391,2601
391,3009
391,631
391,2518
391,1026
391,3903
391,3214
391,2325
391,2860
391,1193
55,391
391,1598
179,3687
3687,4532
2333,3687
2515,3687
1162,3687
3480,3687
802,3687
3687,4437
1520,3687
3252,3687
2169,3687
3687,3709
3687,4313
1194,3687
3687,3891
2999,3687
539,3687
3102,3687
267,3687
1483,3687
3687,4218
1364,3687
553,841
553,3334
553,2339
553,3948
553,2203
553,4532
553,1152
553,3352
553,2550
553,3383
553,3949
553,1212
58,553
553,856
553,816
553,3760
553,1419
553,2314
553,1159
142,553
553,1268
553,1433
553,4208
553,3952
553,4241
282,553
553,672
553,3102
553,2965
553,2256
553,1035
553,1598
553,1112
1181,1305
1305,2654
1152,1305
805,1305
1213,1305
1305,2759
1305,2955
802,1305
1305,2823
550,1305
1305,2819
468,1305
1305,1435
425,1305
1104,1305
1305,1604
1305,4455
1305,1470
1128,1305
1305,2087
1305,2986
152,1305
1305,1488
1305,2445
1305,2039
1150,1305
1305,4212
1305,1867
1305,4222
1305,2653
1305,2132
719,1305
342,1305
1734,2256
494,2256
318,2256
1156,2256
2256,4313
2256,3702
2256,3052
2064,2256
1152,2256
2256,3859
1292,2256
2256,4506
2256,4365
1150,2256
2256,3102
2256,2765
2256,2999
55,2256
2256,2601
1178,2256
1836,2256
2256,4275
2219,2256
2256,4203
1736,2256
1128,2256
2256,3214
2184,2256
1130,2256
1433,2256
2256,3519
1193,2256
2256,3501
2256,4259
2256,2347
2256,4185
2256,2275
1295,2256
2256,2965
2256,3127
282,2256
1722,2256
1794,2256
2256,4389
1902,2256
1035,2256
184,2256
2256,4396
2256,3319
138,2256
1168,2256
1249,2256
3768,4330
2865,4330
1886,4330
4330,4365
489,4330
4208,4330
1724,4330
1204,4330
118,4330
4330,4396
783,4330
1219,4330
1249,3319
1249,2824
1249,1719
979,1249
1249,2464
570,1249
1249,4241
1249,4314
731,1249
792,1249
1249,4396
1249,1639
1091,1249
1249,3354
1249,1902
1249,3575
643,1249
1249,2601
1249,2757
1249,3939
1249,4362
1249,3702
855,1249
746,1249
1249,4092
387,1249
1249,1658
729,1249
1249,2474
1249,2426
861,1249
1249,2555
1249,2765
63,1249
1249,3265
1249,3794
1249,4284
1249,2999
1249,3009
1249,3075
1249,3103
1249,1846
1249,3152
1249,3920
1249,4444
1249,4506
1249,4196
1249,1937
282,1249
1249,3102
1249,1295
1079,1249
1249,4185
1249,4313
1249,4343
1249,2734
161,1249
1011,1249
1249,3136
1249,3214
1249,3566
900,1249
1249,4105
1249,4238
1249,4246
1249,1745
1249,1266
1249,4501
744,1249
1249,2174
1249,3832
277,1249
1249,3705
138,1249
342,1249
1249,2689
184,1249
1249,3733
1065,1249
1249,2614
1249,2408
1249,1292
1104,1249
1249,1308
1152,1249
1047,1249
1249,4122
1249,3313
127,1249
1249,2974
336,1249
122,1249
1249,1979
1249,3036
1249,3331
1249,2583
969,1249
1249,4106
1249,2978
1249,2826
260,1249
1249,2362
1249,3334
1249,2930
1249,1697
1249,2111
591,1249
1249,3357
1249,1844
321,1249
1096,1249
1217,1249
1249,2616
1249,3186
1249,1363
1028,1249
949,1249
1249,2716
1249,1915
1249,4268
1249,1420
1249,1945
1249,1716
1207,1249
1249,3842
1249,1369
194,1249
1249,2297
1249,1543
1249,3619
1249,2924
1249,3032
590,1249
1249,2588
529,1249
1249,3572
1249,2075
1249,1392
1249,3268
1249,1283
1249,2198
1249,1880
1235,1249
1249,3577
1087,1249
1249,4073
650,1249
1249,1589
1249,1615
410,1249
1249,2025
1249,4047
129,1249
1249,3732
1249,2306
1249,3061
1199,1249
390,1249
1249,3466
1249,2800
1249,2451
373,1249
1249,1568
1249,2196
538,1249
1249,4441
1249,2342
1249,1803
1249,3567
395,1249
1307,1448
1448,1639
1162,3984
1162,2839
1162,3892
1162,2109
1162,3669
1162,3220
1012,1162
1162,4218
2581,3921
1360,2581
1212,2581
1193,2581
4193,4250
3575,4193
3361,3566
3096,3566
1152,3566
313,3566
1235,3566
271,3566
3566,3927
1902,3566
785,4076
704,4076
282,4076
1204,4076
1796,4076
3206,4076
3214,3361
590,3214
1152,3214
2095,3214
3214,3903
1936,3214
3214,4069
3075,3214
3009,3214
3214,3833
643,3214
1846,3214
3214,3892
2507,3214
3210,3214
3214,3927
2689,3214
3214,4083
177,3214
2481,3214
1433,3214
1833,3214
1798,3214
903,3214
792,3214
731,3214
3214,4313
3214,4284
3214,4241
3214,3832
241,3214
533,3214
3152,3214
3214,4092
2496,3214
1429,3214
3214,3702
1193,3214
3214,4222
2965,3214
2888,3214
184,3214
3214,4218
2918,3519
282,3519
3519,4389
1204,3519
3519,3586
2325,3519
73,3519
3319,3519
433,3519
93,3519
1168,3519
145,4299
145,4532
145,1886
145,4240
145,4474
145,3537
145,570
145,1703
145,3531
145,1204
145,2548
145,2587
145,1364
2765,3361
1658,2765
640,2765
2734,2765
2338,2765
2765,3103
1504,2765
1835,2765
1846,2765
2765,4092
858,2765
2765,3075
2765,2884
241,2765
2562,2765
2161,2765
2689,2765
731,2765
2765,2999
2765,3063
228,2765
2583,2765
2765,4259
184,2765
852,1433
49,1433
1433,4238
282,1433
1433,4295
488,1433
1433,3736
1433,2058
1433,3127
1433,4275
1433,3859
1433,4365
1433,3095
850,1433
1433,4506
1433,3553
1433,1960
1433,3319
1433,2919
3157,3625
957,3157
3042,3157
2577,3157
3157,4343
962,3157
2971,3157
95,3157
593,3157
3157,3555
1902,3157
1139,2176
1139,3303
282,1139
1139,2170
1139,3560
1139,2379
1139,1193
1112,1139
4000,4396
3706,4396
2025,4396
1087,4396
3285,4396
229,4396
194,4396
3096,4396
3313,4396
1793,4396
1218,4396
2972,4396
387,4396
2999,4396
2400,4396
1152,4396
2559,4396
694,4396
4396,4468
559,4396
510,4396
2311,4396
477,4396
441,4396
289,4396
1902,4396
217,4396
184,4396
1802,4396
736,4396
1639,4396
3727,4396
3703,4396
3248,4396
1156,4396
2974,4396
2965,4396
2888,4396
1035,4396
2753,4396
508,4396
4314,4396
3319,4396
2614,4396
1890,4396
1483,4396
1452,4396
342,4396
138,4396
4073,4396
277,4396
906,4396
3077,4396
1161,1193
1193,2611
817,1193
1193,3873
1026,1193
1193,3859
1193,3903
1193,3861
1193,2880
1193,1212
1193,4092
228,1193
209,1193
1193,3009
1193,3972
1193,2601
883,1193
154,1193
1193,2099
1193,3303
1190,1193
1193,1995
1193,1731
1193,2817
1193,2203
1193,2128
1111,1193
504,1193
1193,3102
282,1193
1193,1265
1193,4362
1193,1960
1193,2974
1035,1193
342,1193
1168,1193
2203,3632
2099,2203
381,2203
1337,2203
741,2203
2203,3972
2203,3532
232,2203
504,2203
1652,2203
2203,4250
969,4250
872,4250
3521,4250
3651,4250
1419,4250
3892,4250
3095,4250
4157,4250
1624,4250
657,4250
707,4250
1768,4250
1200,4250
55,4250
4218,4250
308,389
308,1033
308,593
1204,3458
1204,1725
1204,3203
339,1204
1204,1276
1204,2515
1204,3714
1204,1647
1204,1886
1204,3219
1204,4301
1204,3656
1204,3586
1061,1204
1204,3206
1204,1902
1204,1219
1204,2130
1295,2558
260,1295
1295,1966
806,1295
1292,1295
1295,4390
1295,4457
282,1295
830,1295
1295,1447
1295,2262
1295,1722
1295,1902
1035,1295
1295,2614
1295,1452
138,1295
3102,4255
1364,3102
842,3102
2067,3102
3102,4218
3102,4410
43,3102
3052,3102
277,3102
1601,3102
2608,3102
138,3102
342,3102
1598,3102
3102,3926
2965,3102
3102,4468
3102,4288
55,3102
719,3102
1214,3102
2375,3102
2408,3102
3102,4259
73,3102
3102,4037
935,3102
1169,3102
161,3102
2273,3102
18,3102
1280,3102
2165,3102
2653,3102
648,3102
2860,3102
2548,3102
209,3102
3102,4504
2109,3102
3102,3723
691,3102
864,3102
3102,3182
3102,4241
58,3102
3102,3883
1684,3102
142,3102
431,3102
3102,3383
1256,3102
943,3102
3102,3731
3102,3843
1868,3102
3102,3903
381,3102
34,3102
855,3102
1266,3102
3102,3220
2347,3102
1737,3102
2922,3102
672,3102
3102,4093
570,3102
2550,3102
1588,3102
2290,3102
2909,3102
2999,3102
929,3102
3102,4402
1212,3102
816,3102
2890,3102
1423,3102
1401,3102
1470,3102
1079,3102
3102,4284
3102,3701
2764,3102
2868,3102
215,3102
3102,4174
1026,3102
3102,4332
2451,3102
3102,3810
3102,3760
802,3102
101,3102
1205,3102
1159,3102
1725,3102
1520,3102
2518,3102
2911,3102
3102,4403
2101,3102
1580,3102
1736,3102
3102,3276
3102,4004
2095,3102
1152,3102
569,3102
3102,4532
923,3102
872,3102
1206,3102
3102,3952
1920,3102
3102,3267
3096,3102
1697,3102
3102,3984
1945,3102
2409,3102
2025,3102
142,282
282,1212
282,2262
282,4301
282,298
250,282
282,4284
282,2601
282,731
282,850
282,3586
282,4506
282,3206
282,1130
282,4359
282,1639
282,433
282,1168
282,2919
1044,1639
1639,2333
1639,3959
1639,2204
1639,4222
1624,1639
1639,2999
1504,1639
1414,1639
1639,2539
1639,1953
1033,1639
731,1639
1639,4313
1639,4212
98,1639
1639,1777
1639,3228
1639,1891
1639,4112
1364,1639
2965,4073
2965,3096
2965,2976
339,2965
2965,3513
2965,3383
2965,3952
569,2965
1152,2965
358,2965
142,2965
853,2965
2550,2965
2965,3760
731,2965
2965,4343
2965,2999
2965,4238
2507,2965
499,2965
2965,3832
2965,3883
2965,3279
1684,2965
672,2965
58,2965
2890,2965
2899,2965
2965,3230
570,2965
2379,2965
1079,2965
1266,2965
2824,2965
855,2965
184,2965
138,2965
486,2965
277,2965
2965,3052
2067,2965
842,2965
433,1562
433,4365
433,2601
433,940
433,895
433,4506
138,433
433,2895
433,2347
433,3651
433,4499
433,2067
433,1467
1152,1307
1307,3954
389,1307
2025,2095
281,2025
559,2025
2025,4249
55,2025
1353,2025
289,2025
1598,2025
2025,3691
569,2025
2025,2233
138,2025
2025,2416
1737,2025
2025,3119
1280,2025
277,2025
2025,3984
3361,3984
2545,3984
1252,3984
3903,3984
1920,3984
802,3984
3984,4094
910,3984
3984,4255
3096,3984
2608,3984
209,3984
2999,3984
183,3984
1206,3984
2860,3984
73,3984
2839,3984
2067,3984
3954,3984
3650,3984
1316,3984
264,3984
1601,3984
1256,3984
1855,3984
3052,3984
2705,3984
1280,3984
2890,3984
277,3984
43,3984
3220,3984
3984,4218
68,3984
1872,3984
2109,3984
1364,3984
1026,3984
381,3984
4034,4090
995,4034
3852,4034
3838,4034
4034,4086
1899,4034
1467,4034
2064,3943
1725,2064
2064,4360
441,2064
313,2064
648,2064
2064,4218
2064,3650
2064,4145
2064,3892
1788,2064
1112,2064
2559,2596
387,2596
441,2596
2596,3832
2375,3448
1161,2375
2148,2375
2375,2976
2375,4526
2375,3693
979,2375
802,2375
2375,3838
2375,2705
2375,4438
1026,2375
2149,2375
2375,3581
2375,4037
1522,2375
1214,2375
2375,4218
2067,2375
1364,2375
610,3903
2976,3903
2045,3903
18,3903
3247,3903
3532,3903
209,3903
2879,3903
3463,3903
3903,4484
3179,3903
340,3903
479,3903
744,3903
3903,3920
802,3903
2095,3903
2880,3903
298,3903
3009,3903
3897,3903
2601,3903
3903,4174
2701,3903
883,3903
652,3903
3892,3903
2507,3903
2896,3903
3348,3903
154,3903
1256,3903
1995,3903
1226,3903
2518,3903
1026,3903
3469,3903
731,3903
1725,3903
631,3903
2800,3903
3903,4092
1265,3903
2066,3903
1401,3903
3903,4362
1510,3903
2860,3903
1972,3903
2080,3903
2408,3903
55,3903
3903,3926
1168,3903
2067,3903
842,3903
3903,4255
281,559
559,2522
432,1169
432,2860
432,734
432,978
432,802
432,4363
432,644
432,1303
432,1861
432,3542
432,648
194,432
277,432
432,2067
432,1364
1364,2608
842,2608
1467,2608
2067,2608
2608,2631
2608,4218
1219,2608
277,2608
2608,4317
381,2608
2080,2608
2608,3331
1558,2608
931,2608
1595,2608
1725,2608
2109,2608
2420,2608
1982,2608
1133,2608
1280,2608
1026,2608
2608,4259
2251,2608
2101,2608
1226,2608
2608,2860
2608,3524
1256,2608
526,2608
2608,2870
2608,4282
1802,2608
2608,4181
2608,3012
2608,3902
2608,2839
802,2608
2608,3013
2608,4174
55,2608
2583,2608
2608,4037
2165,2608
2608,3843
2608,4004
2608,4468
2608,3276
2095,2608
2608,3010
2608,4532
2608,3483
2608,4207
2608,4464
2608,3014
2608,4360
2304,2608
2608,2974
2283,2608
2233,2608
1234,2608
373,2608
2252,2608
2608,3458
209,3377
209,3096
209,404
209,1098
209,4121
209,3834
209,1152
209,4484
209,2095
209,1142
209,340
209,2004
209,792
209,4365
209,4004
209,228
209,3009
209,1149
209,4174
152,209
209,3892
209,3210
209,633
209,1124
209,2481
209,1190
209,2791
209,1995
209,2705
209,1026
209,382
209,288
209,1846
209,4241
209,1887
209,1725
209,533
209,3182
209,2692
209,631
209,970
209,4092
209,663
209,1265
209,1807
209,4551
209,3702
209,4362
209,1401
209,1745
209,1011
209,438
18,209
209,2408
209,2616
209,719
209,1035
209,3463
209,3319
209,342
43,209
2999,4073
2999,3096
281,2999
2999,3513
1152,2999
2999,3217
290,2999
284,2999
1588,2999
499,2999
142,2999
2999,3650
1490,2999
731,2999
2999,4284
640,2999
2999,4241
2379,2999
932,2999
1079,2999
1719,2999
1470,2999
2650,2999
2999,3702
2999,4365
2999,3798
539,2999
244,2999
1736,2999
1684,2999
2999,4559
648,2999
2999,4547
45,2999
2999,3354
2408,2999
55,2999
2999,4468
2974,2999
441,2999
277,2999
2999,3052
842,2999
2553,3833
883,3833
125,3833
475,3833
442,3833
930,3833
640,3833
3607,3833
744,3833
3833,4313
2204,3833
479,3833
645,3833
2095,3833
3833,4534
2601,3833
3009,3833
731,3833
631,3833
1026,3833
3833,4174
1580,3833
665,3833
644,2860
2448,2860
277,2860
2336,2860
2860,3179
70,2860
2860,3588
2860,2998
2798,2860
2860,3009
883,2860
2290,2860
2860,3892
2860,4181
2860,3348
2860,3210
2860,3204
2860,2911
1256,2860
645,2860
2518,2860
1026,2860
2860,3867
2041,2860
631,2860
1265,2860
2109,2860
1829,2860
2860,4362
1401,2860
1972,2860
2080,2860
18,2860
922,2860
2860,2974
2860,3331
1601,2860
2860,4317
1168,2860
2122,2860
43,2860
2860,4218
1112,2860
2860,4255
43,373
43,3096
43,4018
43,3483
43,949
43,3920
43,4532
43,569
43,4259
43,3012
43,3843
43,479
43,4468
43,476
43,3276
43,381
43,1795
43,1214
43,194
43,2101
43,4282
43,1256
43,1995
43,3463
43,1226
43,3166
43,277
43,2541
43,2414
43,2671
43,55
43,2932
43,4317
43,4094
43,1157
43,842
43,1364
43,4255
1234,1256
339,1256
1256,3179
1256,3276
520,1256
802,1256
1256,2095
1256,3089
1256,4367
1256,4332
1256,1530
1256,3521
1256,3457
1256,2781
1256,4282
1256,1694
1256,4232
1256,2960
1226,1256
1256,2764
1256,3830
1256,1725
1256,2834
1256,1858
1256,2109
1026,1256
1256,4004
1256,1982
1256,2499
1256,1972
1256,2080
18,1256
1256,4259
1256,1934
1256,4468
1256,3926
1256,4317
1256,4218
1256,2631
1256,1364
1256,4255
1253,2870
1668,2870
802,2870
2870,4532
2870,3266
2870,3012
417,2870
731,2870
1652,2870
2870,3205
2080,2870
18,2870
1169,2870
55,2870
2870,4317
1640,2870
2870,4218
2870,3077
2067,2870
147,1467
648,1467
912,1467
1467,3147
385,1467
1467,4187
1467,4508
1467,2895
1467,2288
1467,2283
1467,2261
1467,1601
1467,1557
1329,1467
1467,2474
1467,4090
1467,3331
812,1467
810,1467
486,1467
93,1467
1364,1467
3052,3361
3052,4073
321,3052
3052,3096
3052,3625
3052,3920
567,3052
640,3052
858,3052
2559,3052
1492,3052
3052,4004
2122,3052
441,3052
244,3052
2624,3052
3052,3832
3052,3279
1601,3052
731,3052
277,3052
1754,3052
3052,3311
3052,3702
2058,3052
2919,3052
3052,4218
842,3052
3154,3987
1042,3987
1744,3987
866,3987
102,3987
3560,3987
482,3987
1578,3987
2102,3987
2647,3987
731,3361
731,3061
731,4073
731,3657
731,3096
731,1332
731,4329
731,858
731,4542
731,1304
731,3920
731,4295
731,3152
731,4313
731,3075
731,2601
731,2600
643,731
731,4394
731,2689
731,2733
731,792
731,1846
731,4284
640,731
570,731
241,731
731,883
731,4092
731,1429
731,1807
731,855
731,3702
731,4365
731,1833
731,3832
731,2325
731,2930
731,3354
731,1130
184,731
731,2624
277,731
731,4410
731,842
277,1364
277,458
277,842
277,2067
277,2166
277,4218
277,4410
277,2122
277,4317
277,691
277,2575
277,2414
277,4314
277,4316
277,3994
277,2507
277,793
277,1807
277,3279
277,4282
277,2781
277,883
277,2600
277,3927
277,3556
277,3130
277,665
277,4559
277,2974
277,2232
277,2754
277,2839
277,499
277,3208
277,3943
277,4328
277,3920
277,4132
277,2408
277,358
277,4094
277,4512
277,4288
277,4551
277,2493
277,1872
277,4259
277,2548
277,2427
277,4238
244,277
277,1530
277,1266
277,4295
277,2583
277,802
277,479
277,1492
101,277
277,1829
277,3832
138,277
277,2355
277,1168
217,277
277,1806
277,486
277,1462
277,1902
120,277
277,3276
277,2095
277,1152
277,4487
277,4532
277,566
277,671
277,872
277,2877
277,4092
277,4176
277,281
277,1668
277,1618
277,570
277,3096
277,969
277,2451
1112,1945
1112,3377
1112,2176
1112,1664
428,1112
197,1112
1112,3926
1112,2522
1112,1601
1112,4314
1112,1219
1112,4282
1112,1881
1112,3303
1112,1684
1112,2408
1112,1368
570,1112
1112,3220
979,1112
1112,4410
1112,1470
358,1112
852,1112
1112,4004
1112,4317
381,1112
842,1112
1112,4255
1421,3220
1135,1421
1421,4502
1421,1861
1421,2149
1725,3754
1725,1844
340,1725
1725,3274
1198,1725
1522,1725
221,1725
1725,2420
1598,1725
503,1725
566,1725
1384,1725
1725,2705
1236,1725
1725,3469
1355,1725
1725,3471
872,1725
1725,3929
1725,4004
1725,4094
1725,3334
1725,3267
1725,2690
1725,1737
1124,1725
744,1725
1725,2109
1725,2823
1725,3093
1026,1725
1725,4174
1401,1725
648,1725
18,1725
922,1725
73,1725
1725,4218
1725,2631
1725,2067
648,3458
648,3706
648,1855
648,2583
648,3483
281,648
648,3650
648,3327
648,4559
648,3418
648,4365
648,1736
648,883
648,852
348,648
648,1169
648,809
648,4094
73,648
648,2974
441,648
547,648
648,1643
648,906
648,842
