u1,u2
123,144
123,227
123,281
123,490
123,512
123,627
123,628
123,848
123,1080
123,1338
124,557
129,355
129,833
130,134
130,1312
131,375
133,1019
134,153
134,179
134,215
134,318
134,787
134,903
134,966
134,1448
136,1027
139,497
139,1309
140,1484
141,274
141,1170
141,1231
143,242
143,274
143,278
143,327
143,461
143,883
143,1005
143,1065
143,1305
143,1312
143,1329
143,1333
143,1475
144,227
144,490
144,492
144,512
144,627
144,1121
144,1338
144,1350
144,1547
145,1476
146,176
147,160
147,281
147,372
148,566
148,608
153,274
153,473
153,1172
158,313
158,1110
158,1260
163,375
163,1244
164,265
164,321
166,706
169,182
169,1310
171,1129
171,1623
173,989
174,652
176,183
176,222
176,297
176,316
176,321
176,355
176,385
176,452
176,467
176,530
176,531
176,569
176,649
176,652
176,670
176,684
176,716
176,727
176,764
176,773
176,878
176,892
176,923
176,950
176,957
176,982
176,1058
176,1084
176,1087
176,1104
176,1109
176,1170
176,1196
176,1212
176,1237
176,1242
176,1296
176,1342
176,1367
176,1427
176,1438
176,1481
176,1484
176,1486
176,1558
176,1608
176,1614
176,1618
176,1626
178,313
178,450
178,490
178,616
178,823
178,1172
179,1260
179,1277
181,449
182,1170
182,1326
183,1241
184,434
185,453
186,505
189,412
189,839
189,975
189,1268
192,1299
193,292
194,251
194,327
195,1277
197,975
198,449
199,584
200,235
200,297
200,1312
205,383
205,418
205,1296
207,284
207,674
207,1002
207,1399
207,1414
207,1452
209,1609
210,878
214,582
214,1283
215,221
215,292
216,337
216,1399
220,1170
221,245
221,520
221,621
221,839
221,950
221,1312
221,1535
221,1570
222,229
223,263
223,512
224,511
224,656
225,1020
225,1296
225,1359
226,908
227,490
227,627
227,1080
227,1121
227,1338
227,1350
227,1547
229,762
229,1179
229,1255
230,395
231,397
233,520
235,1453
239,380
239,383
239,461
241,616
241,1020
241,1031
242,281
242,497
247,1231
251,354
251,383
251,684
251,1292
251,1296
252,410
252,461
252,880
252,1431
254,1511
255,823
255,1427
256,342
263,512
269,1608
270,609
270,1301
273,838
274,361
274,903
274,1005
274,1027
274,1114
274,1212
274,1296
274,1329
274,1381
278,601
279,281
279,501
281,350
281,432
281,435
281,1080
281,1340
281,1346
284,292
284,557
287,751
287,1168
288,628
291,1168
292,354
294,393
295,317
296,334
297,706
297,1312
301,1558
302,334
302,989
304,961
304,1009
304,1037
304,1084
304,1258
304,1554
305,752
305,887
306,570
310,464
310,1255
310,1274
311,966
313,435
313,501
313,560
313,839
313,1141
313,1392
313,1619
315,1427
316,319
316,320
316,532
316,652
316,670
316,679
316,948
316,950
316,985
316,1220
316,1273
316,1277
316,1312
316,1438
316,1549
317,548
317,704
317,1340
318,412
318,624
318,1580
318,1641
319,466
319,473
319,679
319,700
319,1226
319,1350
319,1438
319,1558
319,1619
320,1589
323,476
323,616
323,821
327,1110
331,876
333,449
334,989
336,1495
337,1091
340,1463
341,779
341,963
341,1400
341,1503
344,677
344,775
344,1335
344,1513
344,1659
350,446
350,1548
352,1092
353,375
353,397
353,490
354,461
354,611
354,821
354,1020
357,593
357,833
361,1083
361,1274
366,923
371,414
373,1542
374,1270
375,394
375,400
375,601
375,706
375,736
375,763
375,884
375,1099
375,1226
375,1244
375,1272
375,1419
375,1463
375,1486
375,1558
375,1587
375,1608
377,794
377,1659
380,516
381,1238
382,395
382,1289
383,1020
383,1296
383,1312
386,1199
388,609
388,812
388,944
392,617
393,1582
395,1215
395,1289
396,544
397,706
400,1367
405,879
406,786
407,805
408,1116
410,1097
412,1312
413,511
417,1037
418,528
418,639
418,1201
418,1296
418,1333
420,1542
422,473
425,612
425,704
425,746
425,1226
427,1084
427,1350
429,704
430,1330
430,1346
431,674
432,1205
432,1282
435,501
435,520
435,616
435,1499
439,1316
450,1333
456,1591
460,1392
461,488
461,1114
464,1309
464,1575
466,1114
466,1527
467,1335
468,901
468,1200
470,1062
471,490
473,1014
479,1535
484,488
488,915
488,1080
488,1350
490,628
490,1020
490,1121
490,1338
492,628
492,1350
493,1558
493,1626
498,508
501,674
501,1392
504,1015
505,813
506,1281
510,1341
511,1008
511,1638
512,1338
512,1350
512,1414
513,1181
516,986
516,1589
520,975
520,997
520,1141
520,1392
521,1309
521,1612
522,703
522,1018
522,1155
525,1229
526,784
528,542
528,543
528,855
528,1086
528,1231
529,689
532,950
532,985
532,1312
536,1477
539,1241
539,1258
539,1612
541,757
541,1280
542,1312
543,950
543,1114
543,1215
543,1480
544,786
552,1271
552,1316
553,1011
553,1657
557,605
557,656
557,1247
557,1283
558,769
558,1638
559,1630
560,751
560,1220
560,1312
560,1333
567,1002
569,801
571,902
574,1226
577,880
578,1431
593,859
599,1626
600,1638
601,626
601,1333
603,1348
605,656
607,969
610,1638
613,1080
616,821
616,997
616,1020
616,1088
616,1260
616,1469
616,1535
616,1619
616,1626
624,633
627,848
627,1121
627,1338
628,791
628,1350
634,900
636,1260
636,1312
638,920
639,1340
642,789
644,1174
645,1305
649,751
649,983
649,1005
649,1141
649,1149
652,1116
654,1638
659,763
663,669
664,954
664,1245
664,1400
669,727
670,853
674,970
674,1002
674,1326
674,1392
675,769
679,1549
681,781
681,789
681,992
681,1054
681,1486
681,1608
684,1292
685,1099
689,1054
689,1101
689,1129
690,727
694,762
694,1158
695,1197
699,1116
700,747
700,822
700,1044
700,1099
700,1418
700,1471
701,961
703,984
704,1248
706,1170
706,1241
710,1540
711,775
720,1531
724,1567
727,1242
728,975
731,1309
746,859
746,1226
746,1260
746,1497
746,1554
747,1129
747,1623
748,794
748,811
750,1226
754,983
757,1620
758,1098
759,975
759,1136
759,1283
762,1561
763,961
763,1418
766,1578
770,807
771,1446
775,1305
777,963
777,1177
777,1400
778,903
778,1309
781,789
781,875
781,1022
781,1134
781,1608
789,875
789,1134
789,1174
794,1532
799,1531
803,1350
803,1361
811,940
812,1036
812,1091
814,1146
814,1471
818,1054
818,1129
818,1486
821,1396
822,1106
822,1156
822,1191
823,896
827,881
837,1346
838,839
838,959
839,1114
839,1340
843,1558
844,1532
848,1350
848,1641
854,1118
855,957
855,1626
856,1008
866,1290
872,946
875,1608
881,1060
881,1664
886,1088
887,1630
892,983
892,1054
892,1114
895,1241
896,1609
899,1245
902,954
903,1014
906,1659
908,1619
912,923
915,1548
920,1084
923,1273
924,1306
924,1387
925,1463
926,1532
936,1201
937,1601
942,1063
942,1219
942,1473
944,1134
944,1290
944,1441
944,1623
946,1054
950,1340
952,1580
954,1400
960,1637
961,1169
963,1177
963,1400
963,1661
965,1175
965,1364
975,997
975,1159
975,1209
975,1295
975,1499
975,1535
983,1255
983,1273
985,1414
989,1558
991,1201
1000,1630
1005,1141
1005,1282
1005,1468
1008,1014
1014,1626
1022,1054
1024,1192
1027,1232
1032,1535
1041,1610
1054,1106
1054,1226
1054,1418
1054,1438
1054,1486
1054,1608
1056,1657
1066,1618
1078,1618
1080,1121
1080,1151
1080,1338
1080,1350
1088,1326
1088,1427
1088,1619
1099,1528
1099,1610
1099,1641
1105,1618
1106,1486
1114,1212
1114,1381
1118,1430
1118,1531
1121,1350
1125,1469
1126,1558
1133,1450
1134,1608
1136,1630
1136,1638
1140,1154
1147,1245
1151,1350
1157,1638
1170,1231
1177,1602
1200,1204
1200,1629
1201,1296
1204,1274
1208,1625
1232,1659
1241,1269
1242,1414
1243,1266
1245,1400
1245,1535
1258,1482
1260,1350
1260,1381
1271,1316
1272,1612
1273,1282
1282,1626
1290,1664
1298,1387
1311,1630
1312,1329
1312,1513
1316,1434
1326,1348
1336,1520
1338,1350
1338,1547
1347,1415
1350,1547
1367,1623
1381,1626
1400,1602
1418,1608
1494,1598
1515,1593
1524,1626
1531,1606
1542,1638
1558,1623
1589,1619
1610,1641
