venue_id,name,category,locality,region,description,poi_idx,latitude,longitude
3fd66200f964a5203eea1ee3,,Food>American Restaurant,"40.7000,-74.0200",NYC,,112,40.703471,-74.011298
3fd66200f964a5203eeb1ee3,,Food>Bagel Shop,"40.7300,-73.9800",NYC,,113,40.736031,-73.979359
3fd66200f964a5203fe41ee3,,Nightlife Spot>Lounge,"40.7300,-73.9900",NYC,,114,40.732841,-73.985863
3fd66200f964a5203fea1ee3,,Food>Breakfast Spot,"40.7800,-73.9800",NYC,,115,40.785903,-73.976483
3fd66200f964a52040e71ee3,,Food>American Restaurant>New American Restaurant,"40.7300,-74.0100",NYC,,116,40.734081,-74.004268
3fd66200f964a52040e81ee3,,Food>Burger Joint,"40.7800,-73.9900",NYC,,117,40.782317,-73.981113
3fd66200f964a52041e51ee3,,Nightlife Spot>Lounge,"40.7200,-73.9900",NYC,,118,40.727655,-73.985342
3fd66200f964a52041eb1ee3,,Food>Steakhouse,"40.7500,-73.9800",NYC,,119,40.755143,-73.971005
3fd66200f964a52042e31ee3,,Food>Steakhouse,"40.7500,-73.9900",NYC,,120,40.750866,-73.986644
3fd66200f964a52042e81ee3,,Nightlife Spot>Bar>Dive Bar,"40.7800,-73.9800",NYC,,121,40.784271,-73.977513
3fd66200f964a52044e31ee3,,Food>Mexican Restaurant,"40.7200,-74.0000",NYC,,122,40.721661,-73.997365
3fd66200f964a52044e51ee3,,Nightlife Spot>Bar,"40.7200,-73.9900",NYC,,123,40.727252,-73.985422
3fd66200f964a52044e61ee3,,Food>American Restaurant,"40.7200,-74.0100",NYC,,124,40.727177,-74.000484
3fd66200f964a52044e71ee3,,Nightlife Spot>Bar>Pub,"40.7400,-73.9800",NYC,,125,40.741876,-73.97807
3fd66200f964a52044e81ee3,,Nightlife Spot>Bar>Sports Bar,"40.7800,-73.9800",NYC,,126,40.783453,-73.979126
3fd66200f964a52044e91ee3,,Food>French Restaurant,"40.7200,-74.0100",NYC,,127,40.722077,-74.003571
3fd66200f964a52044ea1ee3,,Food>Burger Joint,"40.7700,-73.9600",NYC,,128,40.771068,-73.959646
3fd66200f964a52044eb1ee3,,Food>Mexican Restaurant>Burrito Place,"40.7400,-73.9800",NYC,,129,40.74531,-73.978421
3fd66200f964a52046e71ee3,,Nightlife Spot>Bar,"40.7400,-73.9800",NYC,,130,40.745949,-73.977803
3fd66200f964a52047e51ee3,,Nightlife Spot>Bar,"40.7200,-73.9800",NYC,,131,40.72975,-73.97846
3fd66200f964a52047e71ee3,,Nightlife Spot>Bar>Sports Bar,"40.7400,-73.9800",NYC,,132,40.746245,-73.977551
3fd66200f964a52048e81ee3,,Food>Coffee Shop,"40.7800,-73.9800",NYC,,133,40.785889,-73.976859
3fd66200f964a52048ee1ee3,,Food>Diner,"40.7100,-73.9600",NYC,,134,40.71386,-73.951577
3fd66200f964a52049e31ee3,,Nightlife Spot>Bar>Whisky Bar,"40.7100,-73.9900",NYC,,135,40.719677,-73.98769
3fd66200f964a52049e81ee3,,Food>Latin American Restaurant,"40.7800,-73.9800",NYC,,136,40.7828,-73.973415
3fd66200f964a5204ceb1ee3,,Food>Asian Restaurant>Japanese Restaurant>Sushi Restaurant,"40.7300,-73.9900",NYC,,137,40.738116,-73.987964
3fd66200f964a5204de41ee3,,Food>Italian Restaurant,"40.7200,-73.9900",NYC,,138,40.72696,-73.989061
3fd66200f964a5204de61ee3,,Food>Pizza Place,"40.7200,-74.0000",NYC,,139,40.721971,-73.996406
3fd66200f964a5204de71ee3,,Food>Mexican Restaurant,"40.7400,-73.9800",NYC,,140,40.748241,-73.976681
3fd66200f964a5204deb1ee3,,Caf�,"40.7600,-73.9800",NYC,,141,40.76047,-73.974328
3fd66200f964a5204ee41ee3,,Food>Diner,"40.7300,-74.0000",NYC,,142,40.736532,-73.990828
3fd66200f964a5204ef11ee3,,Food>Asian Restaurant>Thai Restaurant,"40.7400,-73.9000",NYC,,143,40.746369,-73.899219
3fd66200f964a5204fe71ee3,,Food>French Restaurant,"40.7400,-73.9900",NYC,,144,40.743644,-73.983888
3fd66200f964a52051e41ee3,,Nightlife Spot>Bar,"40.7300,-73.9900",NYC,,145,40.734668,-73.987763
3fd66200f964a52051e61ee3,,Arts & Entertainment>Comedy Club,"40.7300,-74.0100",NYC,,146,40.73007,-74.000354
3fd66200f964a52052e61ee3,,Food>Coffee Shop,"40.7200,-74.0000",NYC,,147,40.729684,-73.999758
3fd66200f964a52053e31ee3,,Food>Mexican Restaurant,"40.7700,-73.9600",NYC,,148,40.779649,-73.950588
3fd66200f964a52053e61ee3,,Shop & Service>Bike Shop,"40.7200,-74.0000",NYC,,149,40.722875,-73.996834
3fd66200f964a52053e71ee3,,Nightlife Spot>Bar,"40.7400,-73.9800",NYC,,150,40.742022,-73.977642
3fd66200f964a52053eb1ee3,,Travel & Transport>Hotel,"40.7200,-74.0100",NYC,,151,40.722011,-74.004303
3fd66200f964a52054e51ee3,,Food>Mexican Restaurant>Burrito Place,"40.7200,-73.9900",NYC,,152,40.725461,-73.984077
3fd66200f964a52054e91ee3,,Food>American Restaurant>New American Restaurant,"40.7200,-74.0000",NYC,,153,40.727119,-73.993104
3fd66200f964a52055e41ee3,,Food>American Restaurant,"40.7200,-73.9900",NYC,,154,40.723602,-73.989571
3fd66200f964a52056e31ee3,,Food>Fish & Chips Shop,"40.7300,-74.0100",NYC,,155,40.738262,-74.002265
3fd66200f964a52056e71ee3,,Nightlife Spot>Bar,"40.7400,-73.9800",NYC,,156,40.745212,-73.978328
3fd66200f964a52056ea1ee3,,Food>Breakfast Spot,"40.7600,-73.9800",NYC,,157,40.764259,-73.978758
3fd66200f964a52056ee1ee3,,Food>Pizza Place,"40.7100,-73.9600",NYC,,158,40.718833,-73.956621
3fd66200f964a52057e91ee3,,Nightlife Spot>Lounge,"40.7200,-73.9900",NYC,,159,40.72947,-73.987985
3fd66200f964a52058e41ee3,,Nightlife Spot>Bar>Pub,"40.7200,-73.9900",NYC,,160,40.728602,-73.989962
3fd66200f964a52059ea1ee3,,Food>American Restaurant,"40.7500,-73.9800",NYC,,161,40.752213,-73.977613
3fd66200f964a5205ae31ee3,,Food>Mexican Restaurant,"40.7200,-73.9900",NYC,,162,40.726743,-73.989037
3fd66200f964a5205ae91ee3,,Food>American Restaurant>New American Restaurant,"40.7400,-74.0000",NYC,,163,40.740659,-73.998266
3fd66200f964a5205be41ee3,,Nightlife Spot>Bar>Sports Bar,"40.7200,-73.9900",NYC,,164,40.72952,-73.989779
3fd66200f964a5205ce81ee3,,Nightlife Spot>Bar>Dive Bar,"40.7900,-73.9800",NYC,,165,40.793829,-73.970488
3fd66200f964a5205ce91ee3,,Food>Sandwich Place,"40.7200,-74.0100",NYC,,166,40.726041,-74.001433
3fd66200f964a5205de41ee3,,Food>French Restaurant,"40.7300,-73.9900",NYC,,167,40.738216,-73.98785
3fd66200f964a5205de91ee3,,Nightlife Spot>Bar>Pub,"40.7500,-73.9900",NYC,,168,40.759031,-73.984131
3fd66200f964a5205dea1ee3,,Food>Vegetarian / Vegan Restaurant,"40.7200,-74.0000",NYC,,169,40.722186,-73.997124
3fd66200f964a5205deb1ee3,,Nightlife Spot>Brewery,"40.7200,-73.9600",NYC,,170,40.72158,-73.957637
3fd66200f964a5205fe41ee3,,Shop & Service>Electronics Store,"40.7300,-74.0000",NYC,,171,40.730928,-73.991353
3fd66200f964a5205fe91ee3,,Food>Hot Dog Joint,"40.7300,-74.0000",NYC,,172,40.733522,-73.999626
3fd66200f964a52061e41ee3,,Ramen /  Noodle House,"40.7300,-74.0000",NYC,,173,40.736828,-73.990645
3fd66200f964a52061e51ee3,,Arts & Entertainment>Music Venue,"40.7200,-73.9800",NYC,,174,40.723974,-73.978844
3fd66200f964a52062e41ee3,,Food>American Restaurant,"40.7300,-74.0000",NYC,,175,40.736869,-73.991345
3fd66200f964a52062e61ee3,,Food>Pizza Place,"40.7200,-74.0000",NYC,,176,40.721567,-73.995591
3fd66200f964a52063e31ee3,,Nightlife Spot>Bar,"40.7400,-74.0000",NYC,,177,40.745039,-73.997717
3fd66200f964a52063e61ee3,,Nightlife Spot>Bar,"40.7200,-74.0000",NYC,,178,40.722104,-73.996693
3fd66200f964a52064e91ee3,,Nightlife Spot>Bar,"40.7800,-73.9800",NYC,,179,40.788547,-73.976968
3fd66200f964a52065ea1ee3,,Caf�,"40.7200,-73.9900",NYC,,180,40.727454,-73.984766
3fd66200f964a52065eb1ee3,,Nightlife Spot>Bar>Pub,"40.7100,-73.9600",NYC,,181,40.719434,-73.955927
3fd66200f964a52066e81ee3,,Food>Southern / Soul Food Restaurant,"40.8000,-73.9600",NYC,,182,40.802375,-73.950463
3fd66200f964a52066ea1ee3,,Food>American Restaurant,"40.7300,-74.0100",NYC,,183,40.736982,-74.002197
3fd66200f964a52067e41ee3,,Nightlife Spot>Bar>Hookah Bar,"40.7200,-73.9900",NYC,,184,40.72932,-73.987965
3fd66200f964a52067e61ee3,,Food>Chinese Restaurant,"40.7100,-74.0000",NYC,,185,40.714642,-73.997642
3fd66200f964a52067e71ee3,,Food>Mexican Restaurant,"40.7400,-73.9900",NYC,,186,40.742355,-73.985032
3fd66200f964a52067e91ee3,,Nightlife Spot>Bar,"40.7300,-73.9900",NYC,,187,40.737216,-73.989348
3fd66200f964a52068e31ee3,,Nightlife Spot>Bar>Pub,"40.7300,-73.9900",NYC,,188,40.736522,-73.986949
3fd66200f964a52069e71ee3,,Food>BBQ Joint,"40.7400,-73.9900",NYC,,189,40.742334,-73.983855
3fd66200f964a52069e81ee3,,Food>Southern / Soul Food Restaurant,"40.8000,-73.9500",NYC,,190,40.808753,-73.944601
3fd66200f964a5206ae51ee3,,Arts & Entertainment>Music Venue,"40.7600,-73.9600",NYC,,191,40.768369,-73.955709
3fd66200f964a5206beb1ee3,,Nightlife Spot>Bar,"40.6800,-73.9900",NYC,,192,40.685887,-73.988337
3fd66200f964a5206bf11ee3,,Food>Chinese Restaurant,"40.7100,-73.9600",NYC,,193,40.713031,-73.957551
3fd66200f964a5206ce41ee3,,Food>Seafood Restaurant,"40.7300,-73.9900",NYC,,194,40.737716,-73.988223
3fd66200f964a5206cea1ee3,,Food>American Restaurant,"40.7000,-74.0100",NYC,,195,40.708747,-74.000814
3fd66200f964a5206ceb1ee3,,Nightlife Spot>Bar,"40.7100,-73.9600",NYC,,196,40.718042,-73.957579
3fd66200f964a5206deb1ee3,,Nightlife Spot>Bar>Dive Bar,"40.7200,-73.9600",NYC,,197,40.720665,-73.954779
3fd66200f964a5206ee61ee3,,Nightlife Spot>Bar>Dive Bar,"40.7200,-73.9900",NYC,,198,40.727243,-73.982702
3fd66200f964a5206ee91ee3,,Food>Vegetarian / Vegan Restaurant,"40.7300,-73.9900",NYC,,199,40.730972,-73.985514
3fd66200f964a5206fe91ee3,,Food>Italian Restaurant,"40.7300,-74.0000",NYC,,200,40.732381,-73.999191
3fd66200f964a52070e91ee3,,Food>French Restaurant,"40.7200,-74.0000",NYC,,201,40.722705,-73.998199
3fd66200f964a52071e61ee3,,Nightlife Spot>Bar>Pub,"40.7200,-74.0100",NYC,,202,40.726075,-74.00937
3fd66200f964a52071e71ee3,,Nightlife Spot>Bar>Cocktail Bar,"40.7500,-73.9800",NYC,,203,40.752726,-73.977711
3fd66200f964a52072e61ee3,,Nightlife Spot>Lounge,"40.7200,-74.0100",NYC,,204,40.727146,-74.000211
3fd66200f964a52073e81ee3,,Nightlife Spot>Bar>Pub,"40.7700,-73.9600",NYC,,205,40.776167,-73.956152
3fd66200f964a52074e51ee3,,Nightlife Spot>Bar,"40.7300,-73.9900",NYC,,206,40.736988,-73.98458
3fd66200f964a52074e71ee3,,Food>Seafood Restaurant,"40.7500,-73.9800",NYC,,207,40.752505,-73.97758
3fd66200f964a52074e91ee3,,Food>Italian Restaurant,"40.7200,-74.0100",NYC,,208,40.729308,-74.002469
3fd66200f964a52077e41ee3,,Nightlife Spot>Bar,"40.7200,-74.0000",NYC,,209,40.726387,-73.990007
3fd66200f964a52077e51ee3,,Food>Seafood Restaurant,"40.7400,-73.9900",NYC,,210,40.740892,-73.988339
3fd66200f964a52077e91ee3,,Food>American Restaurant,"40.7200,-74.0100",NYC,,211,40.729346,-74.003717
3fd66200f964a52079e91ee3,,Food>Asian Restaurant>Japanese Restaurant>Sushi Restaurant,"40.7200,-74.0000",NYC,,212,40.726806,-73.994455
3fd66200f964a5207ae51ee3,,Food>German Restaurant,"40.7300,-73.9900",NYC,,213,40.73821,-73.983649
3fd66200f964a5207ae61ee3,,Nightlife Spot>Bar,"40.7100,-74.0100",NYC,,214,40.714899,-74.00957
3fd66200f964a5207ce31ee3,,Nightlife Spot>Bar>Karaoke Bar,"40.7300,-73.9900",NYC,,215,40.730144,-73.980719
3fd66200f964a5207cf11ee3,,Food>Diner,"40.6900,-73.9900",NYC,,216,40.690141,-73.981977
3fd66200f964a5207de91ee3,,Food>American Restaurant,"40.7500,-73.9900",NYC,,217,40.753221,-73.983293
3fd66200f964a5207dea1ee3,,Food>Cajun / Creole Restaurant,"40.7600,-74.0000",NYC,,218,40.761981,-73.990025
3fd66200f964a5207ee51ee3,,Nightlife Spot>Bar>Sports Bar,"40.7400,-73.9900",NYC,,219,40.74303,-73.988414
3fd66200f964a5207ee71ee3,,Food>Steakhouse,"40.7500,-73.9800",NYC,,220,40.753265,-73.97214
3fd66200f964a5207eea1ee3,,Food>BBQ Joint,"40.7300,-73.9900",NYC,,221,40.73761,-73.987941
3fd66200f964a5207fe71ee3,,Food>Mexican Restaurant,"40.7400,-73.9800",NYC,,222,40.749995,-73.97225
3fd66200f964a5207feb1ee3,,Food>American Restaurant,"40.7100,-73.9700",NYC,,223,40.710632,-73.965575
