constructed_group_id,user_id,regime
occ_000048,12841,occasional
occ_000048,17845,occasional
occ_000049,1920,occasional
occ_000049,2033,occasional
occ_000050,1591,occasional
occ_000050,1592,occasional
occ_000051,2363,occasional
occ_000051,2369,occasional
occ_000052,14829,occasional
occ_000052,15469,occasional
occ_000053,16807,occasional
occ_000053,17964,occasional
occ_000053,18414,occasional
occ_000054,227,occasional
occ_000054,2379,occasional
occ_000054,20044,occasional
occ_000055,994,occasional
occ_000055,3795,occasional
occ_000056,308,occasional
occ_000056,315,occasional
occ_000057,994,occasional
occ_000057,3795,occasional
occ_000057,3798,occasional
occ_000058,19625,occasional
occ_000058,19768,occasional
occ_000059,26914,occasional
occ_000059,27562,occasional
occ_000060,6412,occasional
occ_000060,20777,occasional
occ_000061,1634,occasional
occ_000061,2134,occasional
occ_000062,1055,occasional
occ_000062,1056,occasional
occ_000063,7208,occasional
occ_000063,7302,occasional
occ_000064,9497,occasional
occ_000064,9501,occasional
occ_000064,11234,occasional
occ_000065,2767,occasional
occ_000065,8191,occasional
occ_000065,9763,occasional
occ_000066,25622,occasional
occ_000066,26200,occasional
occ_000067,2314,occasional
occ_000067,3566,occasional
occ_000068,20124,occasional
occ_000068,31389,occasional
occ_000069,8040,occasional
occ_000069,13003,occasional
occ_000070,1107,occasional
occ_000070,1359,occasional
occ_000071,1107,occasional
occ_000071,1920,occasional
occ_000072,154,occasional
occ_000072,331,occasional
occ_000073,9037,occasional
occ_000073,15643,occasional
occ_000074,24642,occasional
occ_000074,27003,occasional
occ_000075,1634,occasional
occ_000075,2134,occasional
occ_000075,3750,occasional
occ_000076,395,occasional
occ_000076,435,occasional
occ_000077,3053,occasional
occ_000077,3190,occasional
occ_000078,3954,occasional
occ_000078,8191,occasional
occ_000078,9763,occasional
occ_000079,8191,occasional
occ_000079,9763,occasional
occ_000079,11174,occasional
occ_000080,9037,occasional
occ_000080,12336,occasional
occ_000080,15643,occasional
occ_000081,1173,occasional
occ_000081,10888,occasional
occ_000082,579,occasional
occ_000082,4193,occasional
occ_000083,5797,occasional
occ_000083,7025,occasional
occ_000084,423,occasional
occ_000084,1107,occasional
occ_000085,19845,occasional
occ_000085,24085,occasional
occ_000086,227,occasional
occ_000086,3375,occasional
occ_000086,3376,occasional
occ_000087,2402,occasional
occ_000087,2667,occasional
occ_000087,13813,occasional
occ_000088,9348,occasional
occ_000088,11336,occasional
occ_000089,5129,occasional
occ_000089,16807,occasional
occ_000089,17964,occasional
occ_000089,18414,occasional
occ_000090,2365,occasional
occ_000090,2511,occasional
occ_000091,3869,occasional
occ_000091,25093,occasional
occ_000092,11644,occasional
occ_000092,15713,occasional
occ_000093,145,occasional
occ_000093,189,occasional
occ_000094,2033,occasional
occ_000094,2270,occasional
occ_000095,7200,occasional
occ_000095,17085,occasional
occ_000096,8837,occasional
occ_000096,19494,occasional
occ_000096,20027,occasional
occ_000097,9687,occasional
occ_000097,27933,occasional
occ_000098,24642,occasional
occ_000098,27003,occasional
occ_000098,31048,occasional
occ_000099,5766,occasional
occ_000099,7563,occasional
occ_000100,18628,occasional
occ_000100,18856,occasional
occ_000101,227,occasional
occ_000101,3375,occasional
occ_000101,20044,occasional
occ_000102,6007,occasional
occ_000102,8764,occasional
occ_000103,6672,occasional
occ_000103,14766,occasional
occ_000104,955,occasional
occ_000104,2012,occasional
occ_000105,8705,occasional
occ_000105,23728,occasional
occ_000105,23784,occasional
occ_000106,1379,occasional
occ_000106,1799,occasional
occ_000106,1940,occasional
occ_000107,3190,occasional
occ_000107,3238,occasional
occ_000108,3535,occasional
occ_000108,16677,occasional
occ_000108,21056,occasional
occ_000109,3971,occasional
occ_000109,5915,occasional
occ_000109,6125,occasional
occ_000110,1379,occasional
occ_000110,1799,occasional
occ_000110,1940,occasional
occ_000110,3541,occasional
occ_000111,8911,occasional
occ_000111,15713,occasional
occ_000112,11424,occasional
occ_000112,12355,occasional
occ_000113,236,occasional
occ_000113,4196,occasional
occ_000114,867,occasional
occ_000114,11361,occasional
occ_000115,5853,occasional
occ_000115,7838,occasional
occ_000116,459,occasional
occ_000116,10238,occasional
occ_000117,497,occasional
occ_000117,8644,occasional
occ_000118,1585,occasional
occ_000118,3503,occasional
occ_000119,1463,occasional
occ_000119,1467,occasional
occ_000120,20800,occasional
occ_000120,21495,occasional
occ_000120,23899,occasional
occ_000121,227,occasional
occ_000121,20044,occasional
occ_000121,22443,occasional
occ_000122,581,occasional
occ_000122,5089,occasional
occ_000122,5755,occasional
occ_000122,11987,occasional
occ_000123,3954,occasional
occ_000123,4837,occasional
occ_000124,227,occasional
occ_000124,2379,occasional
occ_000124,3375,occasional
occ_000125,359,occasional
occ_000125,2740,occasional
occ_000126,20659,occasional
occ_000126,26491,occasional
occ_000127,4389,occasional
occ_000127,4391,occasional
occ_000128,9497,occasional
occ_000128,9501,occasional
occ_000128,9779,occasional
occ_000129,1173,occasional
occ_000129,4011,occasional
occ_000129,10171,occasional
occ_000130,8837,occasional
occ_000130,19494,occasional
occ_000131,10084,occasional
occ_000131,10356,occasional
occ_000132,11739,occasional
occ_000132,11741,occasional
occ_000133,23907,occasional
occ_000133,24567,occasional
occ_000134,459,occasional
occ_000134,1291,occasional
occ_000135,867,occasional
occ_000135,6604,occasional
occ_000135,11654,occasional
occ_000136,2033,occasional
occ_000136,8084,occasional
occ_000137,154,occasional
occ_000137,197,occasional
occ_000137,331,occasional
occ_000138,4196,occasional
occ_000138,7722,occasional
occ_000139,1107,occasional
occ_000139,2270,occasional
occ_000140,1920,occasional
occ_000140,7722,occasional
occ_000141,3375,occasional
occ_000141,3376,occasional
occ_000142,9887,occasional
occ_000142,11234,occasional
occ_000142,22274,occasional
occ_000143,16807,occasional
occ_000143,17964,occasional
occ_000144,3954,occasional
occ_000144,7200,occasional
occ_000144,17085,occasional
occ_000145,4837,occasional
occ_000145,7200,occasional
occ_000146,5123,occasional
occ_000146,5159,occasional
occ_000146,13386,occasional
occ_000147,236,occasional
occ_000147,15596,occasional
occ_000148,2369,occasional
occ_000148,3285,occasional
occ_000148,3640,occasional
occ_000148,6457,occasional
occ_000148,9901,occasional
occ_000149,2971,occasional
occ_000149,3795,occasional
occ_000149,3798,occasional
occ_000150,3954,occasional
occ_000150,6059,occasional
occ_000150,7200,occasional
occ_000150,17085,occasional
occ_000151,4502,occasional
occ_000151,13176,occasional
occ_000152,5123,occasional
occ_000152,13386,occasional
occ_000153,5970,occasional
occ_000153,6393,occasional
occ_000154,23765,occasional
occ_000154,24455,occasional
occ_000154,27799,occasional
occ_000155,7045,occasional
occ_000155,19861,occasional
occ_000156,955,occasional
occ_000156,1487,occasional
occ_000156,2012,occasional
occ_000157,6294,occasional
occ_000157,10238,occasional
occ_000158,18861,occasional
occ_000158,24332,occasional
occ_000159,14991,occasional
occ_000159,22873,occasional
occ_000160,581,occasional
occ_000160,3726,occasional
occ_000160,5089,occasional
occ_000160,5755,occasional
occ_000160,11987,occasional
occ_000161,5888,occasional
occ_000161,8191,occasional
occ_000161,9763,occasional
occ_000162,227,occasional
occ_000162,3375,occasional
occ_000163,1376,occasional
occ_000163,26502,occasional
occ_000164,459,occasional
occ_000164,581,occasional
occ_000165,3954,occasional
occ_000165,4837,occasional
occ_000165,7160,occasional
occ_000165,7200,occasional
occ_000166,7208,occasional
occ_000166,7302,occasional
occ_000166,7696,occasional
occ_000167,59,occasional
occ_000167,2780,occasional
occ_000167,12554,occasional
occ_000167,12629,occasional
occ_000168,955,occasional
occ_000168,1487,occasional
occ_000169,6214,occasional
occ_000169,7722,occasional
occ_000170,227,occasional
occ_000170,2379,occasional
occ_000170,3375,occasional
occ_000170,3720,occasional
occ_000171,7264,occasional
occ_000171,11234,occasional
occ_000171,22274,occasional
occ_000172,13046,occasional
occ_000172,29130,occasional
occ_000173,26061,occasional
occ_000173,26062,occasional
occ_000174,459,occasional
occ_000174,4111,occasional
occ_000175,2379,occasional
occ_000175,4196,occasional
occ_000176,3488,occasional
occ_000176,7405,occasional
occ_000177,4142,occasional
occ_000177,6775,occasional
occ_000178,96,occasional
occ_000178,2033,occasional
occ_000179,1531,occasional
occ_000179,3586,occasional
occ_000180,2511,occasional
occ_000180,2546,occasional
occ_000181,9497,occasional
occ_000181,11234,occasional
occ_000181,22274,occasional
occ_000182,11836,occasional
occ_000182,13077,occasional
occ_000182,13448,occasional
occ_000183,14397,occasional
occ_000183,15319,occasional
occ_000183,15327,occasional
occ_000183,25119,occasional
occ_000184,17277,occasional
occ_000184,21143,occasional
occ_000185,994,occasional
occ_000185,3795,occasional
occ_000185,7140,occasional
occ_000186,1291,occasional
occ_000186,1417,occasional
occ_000186,1585,occasional
occ_000186,1608,occasional
occ_000186,15619,occasional
occ_000187,4511,occasional
occ_000187,18059,occasional
occ_000188,11836,occasional
occ_000188,13448,occasional
occ_000189,43,occasional
occ_000189,6607,occasional
occ_000189,11891,occasional
occ_000190,292,occasional
occ_000190,295,occasional
occ_000190,7140,occasional
occ_000191,2412,occasional
occ_000191,16670,occasional
occ_000192,59,occasional
occ_000192,1463,occasional
occ_000193,3954,occasional
occ_000193,4837,occasional
occ_000193,7200,occasional
occ_000193,23157,occasional
occ_000194,6007,occasional
occ_000194,8574,occasional
occ_000194,8764,occasional
occ_000195,13580,occasional
occ_000195,14766,occasional
occ_000196,75,occasional
occ_000196,8593,occasional
occ_000197,3954,occasional
occ_000197,7200,occasional
occ_000197,9763,occasional
occ_000198,4159,occasional
occ_000198,5282,occasional
occ_000199,7722,occasional
occ_000199,11949,occasional
occ_000200,59,occasional
occ_000200,2780,occasional
occ_000200,5147,occasional
occ_000200,12564,occasional
occ_000201,157,occasional
occ_000201,2033,occasional
occ_000202,2314,occasional
occ_000202,3566,occasional
occ_000202,8347,occasional
occ_000203,3795,occasional
occ_000203,3798,occasional
occ_000204,6458,occasional
occ_000204,6460,occasional
occ_000205,20044,occasional
occ_000205,22443,occasional
occ_000206,2667,occasional
occ_000206,3685,occasional
occ_000207,3798,occasional
occ_000207,8142,occasional
occ_000208,8705,occasional
occ_000208,23784,occasional
occ_000209,9497,occasional
occ_000209,11234,occasional
occ_000209,16078,occasional
occ_000210,423,occasional
occ_000210,3685,occasional
occ_000211,1944,occasional
occ_000211,16817,occasional
occ_000212,2402,occasional
occ_000212,2667,occasional
occ_000212,20353,occasional
occ_000213,2584,occasional
occ_000213,3954,occasional
occ_000213,7200,occasional
occ_000214,2876,occasional
occ_000214,3007,occasional
occ_000214,3145,occasional
occ_000215,3145,occasional
occ_000215,3317,occasional
occ_000215,7208,occasional
occ_000215,7302,occasional
occ_000216,7722,occasional
occ_000216,9916,occasional
occ_000217,21767,occasional
occ_000217,23124,occasional
occ_000218,59,occasional
occ_000218,5147,occasional
occ_000218,12564,occasional
occ_000219,236,occasional
occ_000219,4280,occasional
occ_000220,423,occasional
occ_000220,4787,occasional
occ_000221,2288,occasional
occ_000221,2511,occasional
occ_000222,2379,occasional
occ_000222,20044,occasional
occ_000223,5843,occasional
occ_000223,15713,occasional
occ_000224,6412,occasional
occ_000224,20777,occasional
occ_000224,21548,occasional
occ_000225,7722,occasional
occ_000225,9398,occasional
occ_000226,9501,occasional
occ_000226,9687,occasional
occ_000227,11083,occasional
occ_000227,11161,occasional
occ_000228,16807,occasional
occ_000228,18414,occasional
occ_000229,17277,occasional
occ_000229,22796,occasional
occ_000230,50,occasional
occ_000230,53,occasional
occ_000231,227,occasional
occ_000231,2379,occasional
occ_000232,955,occasional
occ_000232,10238,occasional
occ_000233,2681,occasional
occ_000233,3551,occasional
occ_000234,3640,occasional
occ_000234,6719,occasional
occ_000235,3954,occasional
occ_000235,4837,occasional
occ_000235,7200,occasional
occ_000235,24956,occasional
occ_000236,5395,occasional
occ_000236,5782,occasional
occ_000237,2369,occasional
occ_000237,3640,occasional
occ_000237,6457,occasional
occ_000238,3375,occasional
occ_000238,3376,occasional
occ_000238,18463,occasional
occ_000239,16112,occasional
occ_000239,19845,occasional
occ_000239,24085,occasional
occ_000240,2892,occasional
occ_000240,3484,occasional
occ_000241,7766,occasional
occ_000241,8593,occasional
occ_000242,9470,occasional
occ_000242,11424,occasional
occ_000242,12355,occasional
occ_000243,353,occasional
occ_000243,1463,occasional
occ_000244,478,occasional
occ_000244,6011,occasional
occ_000245,240,occasional
occ_000245,1167,occasional
occ_000245,22279,occasional
occ_000246,5797,occasional
occ_000246,7025,occasional
occ_000246,10625,occasional
occ_000247,8191,occasional
occ_000247,8837,occasional
occ_000247,9763,occasional
occ_000248,8758,occasional
occ_000248,9066,occasional
occ_000249,12281,occasional
occ_000249,22446,occasional
occ_000249,22941,occasional
occ_000250,1028,occasional
occ_000250,1241,occasional
occ_000250,5794,occasional
occ_000251,2365,occasional
occ_000251,2379,occasional
occ_000252,11174,occasional
occ_000252,11302,occasional
occ_000253,12281,occasional
occ_000253,22941,occasional
occ_000254,15481,occasional
occ_000254,16315,occasional
occ_000255,17989,occasional
occ_000255,17990,occasional
occ_000256,18279,occasional
occ_000256,20248,occasional
occ_000257,236,occasional
occ_000257,1107,occasional
occ_000258,694,occasional
occ_000258,699,occasional
occ_000259,10888,occasional
occ_000259,23107,occasional
occ_000260,23765,occasional
occ_000260,24455,occasional
occ_000260,26437,occasional
occ_000261,867,occasional
occ_000261,6604,occasional
occ_000262,3566,occasional
occ_000262,16687,occasional
occ_000262,17256,occasional
occ_000262,19810,occasional
occ_000263,43,occasional
occ_000263,11891,occasional
occ_000264,581,occasional
occ_000264,5755,occasional
occ_000264,14967,occasional
occ_000265,1055,occasional
occ_000265,1056,occasional
occ_000265,1416,occasional
occ_000266,2288,occasional
occ_000266,2314,occasional
occ_000266,3566,occasional
occ_000267,2314,occasional
occ_000267,3566,occasional
occ_000267,3729,occasional
occ_000267,5370,occasional
occ_000268,4392,occasional
occ_000268,5329,occasional
occ_000269,26794,occasional
occ_000269,28957,occasional
occ_000270,1592,occasional
occ_000270,27011,occasional
occ_000271,459,occasional
occ_000271,8537,occasional
occ_000272,2511,occasional
occ_000272,2681,occasional
occ_000273,3346,occasional
occ_000273,9497,occasional
occ_000273,9501,occasional
occ_000274,6457,occasional
occ_000274,9037,occasional
occ_000275,6817,occasional
occ_000275,11917,occasional
occ_000276,8837,occasional
occ_000276,20027,occasional
occ_000277,8929,occasional
occ_000277,14795,occasional
occ_000277,16260,occasional
occ_000278,9497,occasional
occ_000278,9779,occasional
occ_000278,9899,occasional
occ_000278,10047,occasional
occ_000278,16078,occasional
occ_000279,13576,occasional
occ_000279,14608,occasional
occ_000279,14850,occasional
occ_000280,14209,occasional
occ_000280,15860,occasional
occ_000281,1107,occasional
occ_000281,2365,occasional
occ_000282,2526,occasional
occ_000282,11696,occasional
occ_000283,2794,occasional
occ_000283,22941,occasional
occ_000284,11336,occasional
occ_000284,17421,occasional
occ_000285,1105,occasional
occ_000285,1890,occasional
occ_000286,1167,occasional
occ_000286,16432,occasional
occ_000287,5037,occasional
occ_000287,10084,occasional
occ_000288,5443,occasional
occ_000288,9389,occasional
occ_000289,353,occasional
occ_000289,12346,occasional
occ_000290,12673,occasional
occ_000290,14313,occasional
occ_000291,18698,occasional
occ_000291,21767,occasional
occ_000292,22,occasional
occ_000292,2314,occasional
occ_000292,3566,occasional
occ_000293,108,occasional
occ_000293,1591,occasional
occ_000293,11174,occasional
occ_000294,2379,occasional
occ_000294,3375,occasional
occ_000295,4045,occasional
occ_000295,15481,occasional
occ_000296,5089,occasional
occ_000296,11987,occasional
occ_000297,7471,occasional
occ_000297,8312,occasional
occ_000297,8585,occasional
occ_000298,955,occasional
occ_000298,7838,occasional
occ_000299,9497,occasional
occ_000299,11234,occasional
occ_000300,24756,occasional
occ_000300,27863,occasional
occ_000301,25622,occasional
occ_000301,26130,occasional
occ_000301,26200,occasional
occ_000302,59,occasional
occ_000302,3091,occasional
occ_000302,4884,occasional
occ_000302,5444,occasional
occ_000303,75,occasional
occ_000303,7766,occasional
occ_000303,8593,occasional
occ_000303,11940,occasional
occ_000304,867,occasional
occ_000304,4502,occasional
occ_000304,11361,occasional
occ_000305,1871,occasional
occ_000305,2282,occasional
occ_000305,4089,occasional
occ_000306,2456,occasional
occ_000306,16085,occasional
occ_000307,5123,occasional
occ_000307,6575,occasional
occ_000307,11879,occasional
occ_000308,7838,occasional
occ_000308,12393,occasional
occ_000308,17351,occasional
occ_000309,9005,occasional
occ_000309,17258,occasional
occ_000310,9497,occasional
occ_000310,10362,occasional
occ_000311,26414,occasional
occ_000311,26425,occasional
occ_000312,694,occasional
occ_000312,699,occasional
occ_000312,3875,occasional
occ_000313,1379,occasional
occ_000313,1799,occasional
occ_000314,3375,occasional
occ_000314,18463,occasional
occ_000315,4636,occasional
occ_000315,19779,occasional
occ_000316,6182,occasional
occ_000316,20714,occasional
occ_000317,7326,occasional
occ_000317,7766,occasional
occ_000318,7838,occasional
occ_000318,12393,occasional
occ_000319,14397,occasional
occ_000319,14430,occasional
occ_000319,28814,occasional
occ_000320,14430,occasional
occ_000320,19222,occasional
occ_000321,25080,occasional
occ_000321,29012,occasional
occ_000321,29016,occasional
occ_000322,64,occasional
occ_000322,294,occasional
occ_000323,108,occasional
occ_000323,1591,occasional
occ_000323,11174,occasional
occ_000323,11765,occasional
occ_000324,265,occasional
occ_000324,7563,occasional
occ_000325,4066,occasional
occ_000325,4568,occasional
occ_000326,9895,occasional
occ_000326,23214,occasional
occ_000327,11336,occasional
occ_000327,13494,occasional
occ_000327,16178,occasional
occ_000328,11644,occasional
occ_000328,16693,occasional
occ_000329,13270,occasional
occ_000329,19134,occasional
occ_000330,13273,occasional
occ_000330,14802,occasional
occ_000331,13295,occasional
occ_000331,21191,occasional
occ_000332,23386,occasional
occ_000332,24846,occasional
occ_000333,22,occasional
occ_000333,2314,occasional
occ_000333,3566,occasional
occ_000333,5370,occasional
occ_000334,1371,occasional
occ_000334,8390,occasional
occ_000335,1463,occasional
occ_000335,3990,occasional
occ_000336,1920,occasional
occ_000336,6830,occasional
occ_000337,2033,occasional
occ_000337,2767,occasional
occ_000338,2288,occasional
occ_000338,3566,occasional
occ_000339,4196,occasional
occ_000339,24275,occasional
occ_000340,4902,occasional
occ_000340,5296,occasional
occ_000341,6095,occasional
occ_000341,9038,occasional
occ_000342,6457,occasional
occ_000342,9130,occasional
occ_000343,8537,occasional
occ_000343,13576,occasional
occ_000343,14608,occasional
occ_000344,9323,occasional
occ_000344,9348,occasional
occ_000345,9474,occasional
occ_000345,10536,occasional
occ_000346,9895,occasional
occ_000346,12084,occasional
occ_000346,23214,occasional
occ_000347,10494,occasional
occ_000347,10569,occasional
occ_000347,10570,occasional
occ_000348,16413,occasional
occ_000348,16467,occasional
occ_000349,181,occasional
occ_000349,9130,occasional
occ_000350,292,occasional
occ_000350,295,occasional
occ_000351,435,occasional
occ_000351,1608,occasional
occ_000352,643,occasional
occ_000352,9419,occasional
occ_000353,967,occasional
occ_000353,6457,occasional
occ_000353,8990,occasional
occ_000354,2314,occasional
occ_000354,3566,occasional
occ_000354,5370,occasional
occ_000355,2380,occasional
occ_000355,17910,occasional
occ_000355,18046,occasional
occ_000356,2425,occasional
occ_000356,9556,occasional
occ_000357,2876,occasional
occ_000357,3007,occasional
occ_000358,4106,occasional
occ_000358,5452,occasional
occ_000359,6457,occasional
occ_000359,9331,occasional
occ_000359,10059,occasional
occ_000360,10869,occasional
occ_000360,10918,occasional
occ_000361,13576,occasional
occ_000361,14747,occasional
occ_000361,14850,occasional
occ_000362,13576,occasional
occ_000362,14608,occasional
occ_000363,20601,occasional
occ_000363,22423,occasional
occ_000364,24756,occasional
occ_000364,27863,occasional
occ_000364,28937,occasional
occ_000365,25,occasional
occ_000365,2033,occasional
occ_000366,59,occasional
occ_000366,1135,occasional
occ_000367,1261,occasional
occ_000367,2336,occasional
occ_000367,15363,occasional
occ_000368,2369,occasional
occ_000368,3640,occasional
occ_000368,6457,occasional
occ_000368,9901,occasional
occ_000369,4320,occasional
occ_000369,4452,occasional
occ_000370,16374,occasional
occ_000370,17187,occasional
occ_000370,18895,occasional
occ_000370,18896,occasional
occ_000371,16687,occasional
occ_000371,19810,occasional
occ_000372,18274,occasional
occ_000372,29591,occasional
occ_000373,21767,occasional
occ_000373,23357,occasional
occ_000374,75,occasional
occ_000374,7766,occasional
occ_000374,8593,occasional
occ_000375,89,occasional
occ_000375,5541,occasional
occ_000376,743,occasional
occ_000376,7376,occasional
occ_000377,837,occasional
occ_000377,10412,occasional
occ_000378,955,occasional
occ_000378,4138,occasional
occ_000379,1883,occasional
occ_000379,14927,occasional
occ_000380,2778,occasional
occ_000380,9689,occasional
occ_000381,3145,occasional
occ_000381,3317,occasional
occ_000382,3954,occasional
occ_000382,6059,occasional
occ_000382,7200,occasional
occ_000383,4289,occasional
occ_000383,8868,occasional
occ_000384,10224,occasional
occ_000384,18018,occasional
occ_000385,11599,occasional
occ_000385,19462,occasional
occ_000386,15713,occasional
occ_000386,24142,occasional
occ_000387,16178,occasional
occ_000387,16182,occasional
occ_000388,3566,occasional
occ_000388,16687,occasional
occ_000388,19810,occasional
occ_000389,25042,occasional
occ_000389,25587,occasional
occ_000390,26975,occasional
occ_000390,27035,occasional
occ_000391,2033,occasional
occ_000391,9226,occasional
occ_000392,2569,occasional
occ_000392,7110,occasional
occ_000393,3375,occasional
occ_000393,3376,occasional
occ_000393,20044,occasional
occ_000394,8911,occasional
occ_000394,10263,occasional
occ_000394,15713,occasional
occ_000395,12394,occasional
occ_000395,14361,occasional
occ_000396,1591,occasional
occ_000396,9331,occasional
occ_000397,2314,occasional
occ_000397,3566,occasional
occ_000397,7766,occasional
occ_000398,2780,occasional
occ_000398,3091,occasional
occ_000399,2946,occasional
occ_000399,3142,occasional
occ_000400,7535,occasional
occ_000400,27403,occasional
occ_000401,9223,occasional
occ_000401,10356,occasional
occ_000402,18464,occasional
occ_000402,18547,occasional
occ_000403,59,occasional
occ_000403,5147,occasional
occ_000403,7162,occasional
occ_000404,108,occasional
occ_000404,11174,occasional
occ_000405,324,occasional
occ_000405,677,occasional
occ_000405,683,occasional
occ_000405,2497,occasional
occ_000406,2546,occasional
occ_000406,11949,occasional
occ_000407,4334,occasional
occ_000407,8412,occasional
occ_000407,21983,occasional
occ_000408,5123,occasional
occ_000408,6575,occasional
occ_000409,6557,occasional
occ_000409,14314,occasional
occ_000410,9500,occasional
occ_000410,11644,occasional
occ_000411,10494,occasional
occ_000411,10569,occasional
occ_000412,14795,occasional
occ_000412,16260,occasional
occ_000413,4045,occasional
occ_000413,15481,occasional
occ_000413,16315,occasional
occ_000414,24869,occasional
occ_000414,24871,occasional
occ_000415,0,occasional
occ_000415,1,occasional
occ_000415,14462,occasional
occ_000415,16262,occasional
occ_000416,89,occasional
occ_000416,5541,occasional
occ_000416,12878,occasional
occ_000417,96,occasional
occ_000417,1107,occasional
occ_000418,193,occasional
occ_000418,2402,occasional
occ_000419,1379,occasional
occ_000419,1940,occasional
occ_000420,4816,occasional
occ_000420,22634,occasional
occ_000420,26813,occasional
occ_000420,27236,occasional
occ_000421,6762,occasional
occ_000421,6764,occasional
occ_000422,9497,occasional
occ_000422,16078,occasional
occ_000423,14397,occasional
occ_000423,15319,occasional
occ_000423,15327,occasional
occ_000424,14608,occasional
occ_000424,14850,occasional
occ_000425,16252,occasional
occ_000425,17276,occasional
occ_000426,25718,occasional
occ_000426,28936,occasional
occ_000427,22,occasional
occ_000427,2314,occasional
occ_000428,59,occasional
occ_000428,2780,occasional
occ_000428,12554,occasional
occ_000429,364,occasional
occ_000429,2852,occasional
occ_000429,17563,occasional
occ_000430,909,occasional
occ_000430,910,occasional
occ_000431,2852,occasional
occ_000431,5783,occasional
occ_000432,3729,occasional
occ_000432,7766,occasional
occ_000432,8593,occasional
occ_000432,8595,occasional
occ_000432,11940,occasional
occ_000433,4196,occasional
occ_000433,17085,occasional
occ_000434,4347,occasional
occ_000434,6883,occasional
occ_000435,5888,occasional
occ_000435,27977,occasional
occ_000436,7400,occasional
occ_000436,7447,occasional
occ_000437,7711,occasional
occ_000437,22621,occasional
occ_000438,9470,occasional
occ_000438,11424,occasional
occ_000439,10538,occasional
occ_000439,12292,occasional
occ_000440,10888,occasional
occ_000440,24950,occasional
occ_000440,25908,occasional
occ_000441,2346,occasional
occ_000441,11336,occasional
occ_000441,13012,occasional
occ_000441,13117,occasional
occ_000441,16328,occasional
occ_000442,13977,occasional
occ_000442,14431,occasional
occ_000443,19641,occasional
occ_000443,19899,occasional
occ_000444,22,occasional
occ_000444,2314,occasional
occ_000444,3566,occasional
occ_000444,7766,occasional
occ_000445,77,occasional
occ_000445,6457,occasional
occ_000446,240,occasional
occ_000446,1167,occasional
occ_000447,497,occasional
occ_000447,4253,occasional
occ_000448,581,occasional
occ_000448,5755,occasional
occ_000448,11987,occasional
occ_000449,1014,occasional
occ_000449,1291,occasional
occ_000450,1055,occasional
occ_000450,1056,occasional
