from_group,to_group,from_poi,to_poi,gap_min,n_shared,jaccard,members
1078,80,77,11,64,2,1.0,3954|7200
1078,6870,77,290,15,2,1.0,3954|7200
1078,13317,77,1213,119,2,1.0,3954|7200
1078,30397,77,17984,14,2,1.0,3954|7200
1078,31602,77,21517,14,2,1.0,3954|7200
1078,31754,77,21989,89,2,1.0,3954|7200
1078,34391,77,30413,62,2,1.0,3954|7200
1154,8904,78,465,26,2,1.0,3954|7200
1154,11501,78,709,45,2,1.0,3954|7200
1154,12996,78,1110,98,2,1.0,3954|7200
1154,17458,78,2952,195,2,1.0,3954|7200
1154,17475,78,2965,146,2,1.0,3954|7200
1154,18569,78,3439,200,2,1.0,3954|7200
1154,32313,78,23355,141,2,1.0,3954|7200
1168,8140,78,382,103,2,0.6667,3954|7200
1168,13894,78,1396,114,2,0.6667,3954|7200
1168,13918,78,1406,147,2,0.6667,3954|7200
1168,13926,78,1414,168,2,0.6667,3954|7200
1168,17584,78,3017,229,2,0.6667,3954|7200
1168,30917,78,19499,93,2,0.6667,3954|7200
1168,33715,78,27775,82,2,0.6667,3954|7200
1168,33716,78,27780,142,2,0.6667,3954|7200
1169,1005,78,73,75,2,1.0,3954|7200
1169,2841,78,105,85,2,1.0,3954|7200
1169,7886,78,352,65,2,1.0,3954|7200
1169,8132,78,378,31,2,1.0,3954|7200
1169,15239,78,1869,25,2,1.0,3954|7200
1169,17584,78,3017,5,2,1.0,3954|7200
1169,23223,78,7525,55,2,1.0,3954|7200
1169,33403,78,26667,57,2,1.0,3954|7200
1347,26214,81,10893,8,2,1.0,3954|7200
1470,33151,85,25777,4,2,1.0,3954|25851
1560,3141,88,174,70,2,1.0,3954|7200
1560,3319,88,175,40,2,1.0,3954|7200
1560,3334,88,177,33,2,1.0,3954|7200
1560,3357,88,178,30,2,1.0,3954|7200
1560,3376,88,180,30,2,1.0,3954|7200
1560,3390,88,181,26,2,1.0,3954|7200
1560,3555,88,184,15,2,1.0,3954|7200
1560,3677,88,185,5,2,1.0,3954|7200
1560,3703,88,186,3,2,1.0,3954|7200
1560,3714,88,187,2,2,1.0,3954|7200
1560,4317,88,207,20,2,1.0,3954|7200
1560,8620,88,450,11,2,1.0,3954|7200
1560,8673,88,453,44,2,1.0,3954|7200
1560,22233,88,6429,12,2,1.0,3954|7200
1560,25308,88,9978,13,2,1.0,3954|7200
1560,26059,88,10708,6,2,1.0,3954|7200
1560,26068,88,10709,4,2,1.0,3954|7200
1560,27215,88,12545,21,2,1.0,3954|7200
1565,20198,88,4673,121,2,1.0,3954|7200
1620,1565,91,88,198,2,0.6667,3954|7200
1620,7230,91,331,43,2,0.6667,3954|7200
1620,10811,91,555,146,2,0.6667,3954|7200
1620,12590,91,981,176,2,0.6667,3954|7200
1620,24301,91,8654,27,2,0.6667,3954|7200
1620,26854,91,11873,70,2,0.6667,3954|7200
1620,27241,91,12554,155,2,0.6667,3954|7200
1620,27244,91,12556,174,2,0.6667,3954|7200
1620,27248,91,12557,190,2,0.6667,3954|7200
1620,31347,91,20698,157,2,0.6667,3954|7200
1620,31971,91,22331,163,2,0.6667,3954|7200
1620,31985,91,22335,176,2,0.6667,3954|7200
1620,31990,91,22338,183,2,0.6667,3954|7200
1647,6598,91,257,53,2,1.0,3954|7200
1647,31227,91,20266,21,2,1.0,3954|7200
1647,31229,91,20267,23,2,1.0,3954|7200
1647,32534,91,24131,6,2,1.0,3954|7200
1647,33889,91,28439,42,2,1.0,3954|7200
1836,1560,95,88,82,2,1.0,3954|7200
1836,3141,95,174,152,2,1.0,3954|7200
1836,3319,95,175,122,2,1.0,3954|7200
1836,3334,95,177,115,2,1.0,3954|7200
1836,3357,95,178,112,2,1.0,3954|7200
1836,3376,95,180,112,2,1.0,3954|7200
1836,3390,95,181,108,2,1.0,3954|7200
1836,3555,95,184,97,2,1.0,3954|7200
1836,3677,95,185,87,2,1.0,3954|7200
1836,3703,95,186,85,2,1.0,3954|7200
1836,3714,95,187,84,2,1.0,3954|7200
1836,3750,95,190,48,2,1.0,3954|7200
1836,3765,95,191,48,2,1.0,3954|7200
1836,3779,95,192,62,2,1.0,3954|7200
1836,4006,95,194,59,2,1.0,3954|7200
1836,4317,95,207,102,2,1.0,3954|7200
1836,4482,95,209,77,2,1.0,3954|7200
1836,5643,95,221,13,2,0.6667,3954|7200
1836,7363,95,332,13,2,1.0,3954|7200
1836,8620,95,450,93,2,1.0,3954|7200
1836,8673,95,453,126,2,1.0,3954|7200
1836,22233,95,6429,94,2,1.0,3954|7200
1836,24741,95,9227,50,2,1.0,3954|7200
1836,25308,95,9978,95,2,1.0,3954|7200
1836,26059,95,10708,88,2,1.0,3954|7200
1836,26068,95,10709,86,2,1.0,3954|7200
1836,27215,95,12545,103,2,1.0,3954|7200
2988,3059,152,165,38,2,1.0,3954|7200
2988,3066,152,166,65,2,1.0,3954|7200
2988,4434,152,208,44,2,1.0,3954|7200
2988,5832,152,225,200,2,1.0,3954|7200
2988,7776,152,347,48,2,1.0,3954|7200
2988,7784,152,348,40,2,1.0,3954|7200
2988,7787,152,349,33,2,1.0,3954|7200
2988,19844,152,4348,32,2,1.0,3954|7200
2988,22242,152,6431,186,2,1.0,3954|7200
2988,22246,152,6433,192,2,1.0,3954|7200
2988,24613,152,9068,25,2,1.0,3954|7200
2988,27128,152,12446,26,2,1.0,3954|7200
2988,27534,152,12892,7,2,1.0,3954|7200
2988,27537,152,12894,9,2,1.0,3954|7200
2988,27564,152,12934,185,2,1.0,3954|7200
2988,27568,152,12936,180,2,1.0,3954|7200
2988,27573,152,12937,175,2,1.0,3954|7200
2988,27729,152,13279,32,2,1.0,3954|7200
2988,28142,152,13993,4,2,1.0,3954|7200
2988,28144,152,13996,8,2,1.0,3954|7200
2988,29172,152,16230,188,2,1.0,3954|7200
2988,33381,152,26629,33,2,1.0,3954|7200
2988,33388,152,26631,43,2,1.0,3954|7200
2988,33391,152,26632,51,2,1.0,3954|7200
3050,13937,163,1422,19,2,1.0,3954|7200
3059,3066,165,166,27,2,1.0,3954|7200
3059,4434,165,208,6,2,1.0,3954|7200
3059,5832,165,225,162,2,1.0,3954|7200
3059,7776,165,347,10,2,1.0,3954|7200
3059,7784,165,348,2,2,1.0,3954|7200
3059,22242,165,6431,148,2,1.0,3954|7200
3059,22246,165,6433,154,2,1.0,3954|7200
3059,27564,165,12934,147,2,1.0,3954|7200
3059,27568,165,12936,142,2,1.0,3954|7200
3059,27573,165,12937,137,2,1.0,3954|7200
3059,29172,165,16230,150,2,1.0,3954|7200
3059,33388,165,26631,5,2,1.0,3954|7200
3059,33391,165,26632,13,2,1.0,3954|7200
3059,33478,165,26946,238,2,1.0,3954|7200
3066,5832,166,225,135,2,1.0,3954|7200
3066,22242,166,6431,121,2,1.0,3954|7200
3066,22246,166,6433,127,2,1.0,3954|7200
3066,27564,166,12934,120,2,1.0,3954|7200
3066,27568,166,12936,115,2,1.0,3954|7200
3066,27573,166,12937,110,2,1.0,3954|7200
3066,29172,166,16230,123,2,1.0,3954|7200
3066,33478,166,26946,211,2,1.0,3954|7200
3172,2988,174,152,57,2,0.6667,3954|7200
3172,3059,174,165,95,2,0.6667,3954|7200
3172,3066,174,166,122,2,0.6667,3954|7200
3172,4434,174,208,101,2,0.6667,3954|7200
3172,7776,174,347,105,2,0.6667,3954|7200
3172,7784,174,348,97,2,0.6667,3954|7200
3172,7787,174,349,90,2,0.6667,3954|7200
3172,19844,174,4348,89,2,0.6667,3954|7200
3172,24613,174,9068,82,2,0.6667,3954|7200
3172,27128,174,12446,83,2,0.6667,3954|7200
3172,27534,174,12892,64,2,0.6667,3954|7200
3172,27537,174,12894,66,2,0.6667,3954|7200
3172,27568,174,12936,237,2,0.6667,3954|7200
3172,27573,174,12937,232,2,0.6667,3954|7200
3172,27729,174,13279,89,2,0.6667,3954|7200
3172,28142,174,13993,61,2,0.6667,3954|7200
3172,28144,174,13996,65,2,0.6667,3954|7200
3172,33374,174,26628,39,2,0.6667,3954|7200
3172,33381,174,26629,90,2,0.6667,3954|7200
3172,33388,174,26631,100,2,0.6667,3954|7200
3172,33391,174,26632,108,2,0.6667,3954|7200
3319,3141,175,174,30,2,1.0,3954|7200
3319,8673,175,453,4,2,1.0,3954|7200
3334,3141,177,174,37,2,1.0,3954|7200
3334,3319,177,175,7,2,1.0,3954|7200
3334,8673,177,453,11,2,1.0,3954|7200
3357,3141,178,174,40,2,1.0,3954|7200
3357,3319,178,175,10,2,1.0,3954|7200
3357,3334,178,177,3,2,1.0,3954|7200
3357,8673,178,453,14,2,1.0,3954|7200
3376,3141,180,174,40,2,1.0,3954|7200
3376,3319,180,175,10,2,1.0,3954|7200
3376,3334,180,177,3,2,1.0,3954|7200
3376,8673,180,453,14,2,1.0,3954|7200
3390,3141,181,174,44,2,1.0,3954|7200
3390,3319,181,175,14,2,1.0,3954|7200
3390,3334,181,177,7,2,1.0,3954|7200
3390,3357,181,178,4,2,1.0,3954|7200
3390,3376,181,180,4,2,1.0,3954|7200
3390,8673,181,453,18,2,1.0,3954|7200
3555,3141,184,174,55,2,1.0,3954|7200
3555,3319,184,175,25,2,1.0,3954|7200
3555,3334,184,177,18,2,1.0,3954|7200
3555,3357,184,178,15,2,1.0,3954|7200
3555,3376,184,180,15,2,1.0,3954|7200
3555,3390,184,181,11,2,1.0,3954|7200
3555,4317,184,207,5,2,1.0,3954|7200
3555,8673,184,453,29,2,1.0,3954|7200
3555,27215,184,12545,6,2,1.0,3954|7200
3677,3141,185,174,65,2,1.0,3954|7200
3677,3319,185,175,35,2,1.0,3954|7200
3677,3334,185,177,28,2,1.0,3954|7200
3677,3357,185,178,25,2,1.0,3954|7200
3677,3376,185,180,25,2,1.0,3954|7200
3677,3390,185,181,21,2,1.0,3954|7200
3677,3555,185,184,10,2,1.0,3954|7200
3677,4317,185,207,15,2,1.0,3954|7200
3677,8620,185,450,6,2,1.0,3954|7200
3677,8673,185,453,39,2,1.0,3954|7200
3677,22233,185,6429,7,2,1.0,3954|7200
3677,25308,185,9978,8,2,1.0,3954|7200
3677,26059,185,10708,1,2,1.0,3954|7200
3677,27215,185,12545,16,2,1.0,3954|7200
3703,3141,186,174,67,2,1.0,3954|7200
3703,3319,186,175,37,2,1.0,3954|7200
3703,3334,186,177,30,2,1.0,3954|7200
3703,3357,186,178,27,2,1.0,3954|7200
3703,3376,186,180,27,2,1.0,3954|7200
3703,3390,186,181,23,2,1.0,3954|7200
3703,3555,186,184,12,2,1.0,3954|7200
3703,3677,186,185,2,2,1.0,3954|7200
3703,4317,186,207,17,2,1.0,3954|7200
3703,8620,186,450,8,2,1.0,3954|7200
3703,8673,186,453,41,2,1.0,3954|7200
3703,22233,186,6429,9,2,1.0,3954|7200
3703,25308,186,9978,10,2,1.0,3954|7200
3703,26059,186,10708,3,2,1.0,3954|7200
3703,26068,186,10709,1,2,1.0,3954|7200
3703,27215,186,12545,18,2,1.0,3954|7200
3714,3141,187,174,68,2,1.0,3954|7200
3714,3319,187,175,38,2,1.0,3954|7200
3714,3334,187,177,31,2,1.0,3954|7200
3714,3357,187,178,28,2,1.0,3954|7200
3714,3376,187,180,28,2,1.0,3954|7200
3714,3390,187,181,24,2,1.0,3954|7200
3714,3555,187,184,13,2,1.0,3954|7200
3714,3677,187,185,3,2,1.0,3954|7200
3714,3703,187,186,1,2,1.0,3954|7200
3714,4317,187,207,18,2,1.0,3954|7200
3714,8620,187,450,9,2,1.0,3954|7200
3714,8673,187,453,42,2,1.0,3954|7200
3714,22233,187,6429,10,2,1.0,3954|7200
3714,25308,187,9978,11,2,1.0,3954|7200
3714,26059,187,10708,4,2,1.0,3954|7200
3714,26068,187,10709,2,2,1.0,3954|7200
3714,27215,187,12545,19,2,1.0,3954|7200
3750,1560,190,88,34,2,1.0,3954|7200
3750,3141,190,174,104,2,1.0,3954|7200
3750,3319,190,175,74,2,1.0,3954|7200
3750,3334,190,177,67,2,1.0,3954|7200
3750,3357,190,178,64,2,1.0,3954|7200
3750,3376,190,180,64,2,1.0,3954|7200
3750,3390,190,181,60,2,1.0,3954|7200
3750,3555,190,184,49,2,1.0,3954|7200
3750,3677,190,185,39,2,1.0,3954|7200
3750,3703,190,186,37,2,1.0,3954|7200
3750,3714,190,187,36,2,1.0,3954|7200
3750,3779,190,192,14,2,1.0,3954|7200
3750,4006,190,194,11,2,1.0,3954|7200
3750,4317,190,207,54,2,1.0,3954|7200
3750,4482,190,209,29,2,1.0,3954|7200
3750,8620,190,450,45,2,1.0,3954|7200
3750,8673,190,453,78,2,1.0,3954|7200
3750,22233,190,6429,46,2,1.0,3954|7200
3750,24741,190,9227,2,2,1.0,3954|7200
3750,25308,190,9978,47,2,1.0,3954|7200
3750,26059,190,10708,40,2,1.0,3954|7200
3750,26068,190,10709,38,2,1.0,3954|7200
3750,27215,190,12545,55,2,1.0,3954|7200
3765,1560,191,88,34,2,1.0,3954|7200
3765,3141,191,174,104,2,1.0,3954|7200
3765,3319,191,175,74,2,1.0,3954|7200
3765,3334,191,177,67,2,1.0,3954|7200
3765,3357,191,178,64,2,1.0,3954|7200
3765,3376,191,180,64,2,1.0,3954|7200
3765,3390,191,181,60,2,1.0,3954|7200
3765,3555,191,184,49,2,1.0,3954|7200
3765,3677,191,185,39,2,1.0,3954|7200
3765,3703,191,186,37,2,1.0,3954|7200
3765,3714,191,187,36,2,1.0,3954|7200
3765,3779,191,192,14,2,1.0,3954|7200
