u1,u2
769,5700
802,5700
5133,5700
1056,5700
940,5701
1487,5934
185,1487
1487,1937
509,1487
1487,4362
128,1487
1487,5258
1185,1487
49,1491
533,1493
1493,4742
903,1493
3184,5706
1494,1614
1494,1921
1494,2558
1494,2892
1494,3225
372,1494
1494,3924
1494,4125
1494,5151
1211,1494
1249,1495
5707,5821
2654,5707
1936,5708
5708,6511
2465,5708
3037,5710
1496,6822
5712,5963
3967,5712
2764,5713
1499,1660
1499,3639
1499,4824
1107,1499
568,1500
1501,2059
1501,6428
1501,2509
1501,2926
76,1501
833,1501
117,1501
1185,1501
171,637
171,892
171,951
130,171
140,171
2065,5714
5714,6387
1502,1995
1502,2227
1502,4111
697,1502
1502,4825
856,1502
144,1502
1503,2763
1138,1503
3871,5717
4498,5717
2137,5718
708,5718
1029,1505
1506,1625
195,1506
1506,3563
379,1506
664,1506
865,1506
143,1506
1185,1506
4745,5719
201,1507
1774,5720
5290,5720
1508,2845
828,1508
2676,5721
5722,5817
1509,1688
1509,2101
1287,1509
1510,6784
286,1510
577,1510
89,1510
1510,4489
95,1510
1083,1510
1125,1510
5065,5723
1512,3721
1512,5129
3904,5726
1622,5727
1306,5727
5728,6189
1239,1513
1514,2558
1514,6761
1514,2899
449,1514
1514,4125
85,1514
1353,1515
1516,6838
2628,5732
227,1519
233,1519
1519,3498
1519,4178
572,1519
778,1519
1520,2137
1522,2185
117,1523
236,5737
5501,5737
2879,5739
3064,5739
3757,5739
1525,2587
1525,3531
697,1525
915,1525
18,5741
5435,5741
2038,5742
25,1527
1527,6099
1527,6387
1527,2400
325,1527
856,1527
1527,5307
96,5744
1529,6193
1529,2637
1303,1530
3990,5747
142,5747
1997,5748
4936,5748
1548,5749
5749,6404
3060,5749
1531,1937
4497,5751
2631,5752
3249,5752
3606,5752
2124,5753
3096,5753
5755,6477
2080,5756
204,5757
5757,6457
4832,5757
1533,5934
1533,2753
5762,5763
1536,5763
1543,5763
1565,5763
1692,5763
1747,5763
1759,5763
1798,5763
1918,5763
1940,5763
2071,5763
2115,5763
2156,5763
2340,5763
2413,5763
254,5763
2806,5763
2892,5763
2924,5763
3134,5763
3141,5763
3164,5763
3203,5763
3214,5763
3254,5763
3283,5763
3287,5763
3419,5763
3456,5763
397,5763
3787,5763
3935,5763
3993,5763
3998,5763
4082,5763
4184,5763
4430,5763
91,5763
653,5763
673,5763
674,5763
4696,5763
776,5763
848,5763
955,5763
5072,5763
5090,5763
989,5763
140,5763
141,5763
1186,5763
5377,5763
5415,5763
5426,5763
5463,5763
1343,5763
1534,1785
1534,4144
1534,4754
1535,1625
213,1535
1535,2196
323,1535
356,1535
576,1535
611,1535
667,1535
734,1535
842,1535
4,1535
5764,6154
1537,4254
853,1537
1537,5046
341,1538
449,1538
599,1538
1538,4545
708,1538
10,1538
1538,5258
140,1538
5765,6125
5765,6484
3585,5765
3699,5765
5077,5765
5767,6221
913,5770
3244,5771
245,5772
1540,5081
1836,5774
3247,5774
3403,5774
4082,5774
530,5774
697,5774
1606,5776
2496,5776
2892,5776
3406,5776
3517,5776
4125,5776
561,5776
1542,1724
1542,1739
1542,2258
1542,2435
1542,2439
1542,2466
1542,3700
1542,3996
529,1542
769,1542
1542,4824
865,1542
1542,4985
1002,1542
1057,1542
1059,1542
19,1542
1543,1670
1543,6616
246,1543
254,1543
1543,6769
43,1543
1543,3569
1543,3671
673,1543
718,1543
791,1543
1543,4976
1543,5248
5777,5812
1544,2585
1545,2899
449,1545
1547,1821
1547,3640
1548,2165
1548,3534
1548,3590
601,1548
1548,4606
190,1549
1185,5780
1291,5780
1552,2367
279,1552
697,1552
655,1553
3612,5781
579,5781
172,2324
95,1554
778,1554
1555,5863
2443,5782
1557,5129
769,1558
1136,5785
1616,5786
1968,5787
2201,5788
5788,6774
2871,5788
2880,5788
982,1559
1185,1559
1764,5791
429,5792
4820,5793
1561,1988
1561,2240
1561,2664
45,1561
1561,3934
457,1561
89,1561
1562,5531
173,1682
173,187
173,6493
173,231
173,2410
173,2447
33,173
173,302
173,3171
173,3650
173,3721
173,380
53,173
173,475
173,4530
173,4537
173,822
173,974
173,1014
4,173
173,1122
138,173
149,173
152,173
623,5795
1563,4510
1564,1619
1564,2552
1565,2871
1566,6127
1566,6222
1566,2542
466,1566
665,1566
697,1566
1566,5432
186,1567
1568,1642
1568,1661
1568,1917
1568,2183
1568,2243
1568,2873
1568,4125
1568,4729
1568,5523
3423,5799
5532,5799
1570,2258
1571,2514
1571,6714
1571,4485
697,1571
1571,4665
111,1571
1571,5555
1572,6616
174,1887
1573,6658
4980,5801
3471,5802
1576,1832
1576,3905
1576,4221
1577,2326
1577,2458
1577,2619
1577,3057
1577,3110
1577,3533
1577,4072
543,1577
1577,4387
700,1577
857,1577
1577,5341
2794,5804
196,1578
1578,4744
5805,6375
1580,3450
1580,4107
467,1582
144,1582
1584,6029
1089,1584
1585,2949
1586,2208
1587,2703
1590,3272
542,1590
5807,6138
5807,6506
1591,2891
548,1591
1591,5116
1592,5953
1592,1895
1592,6225
1592,2024
1592,2173
1592,2357
1592,2371
1592,2439
1592,2551
1592,2644
1592,3498
1592,3996
1592,4029
478,1592
1592,4037
529,1592
562,1592
1592,4362
1592,4400
1592,4618
778,1592
893,1592
983,1592
1002,1592
1009,1592
1053,1592
1059,1592
1155,1592
1280,1592
1593,1768
1593,2028
1594,3931
1594,4599
1594,4894
922,1594
1595,6748
1596,1649
1596,1762
1596,2922
1596,3103
1596,3686
1596,3700
478,1596
95,1596
764,1596
113,1596
1596,4911
1340,1596
2306,5811
3437,5811
890,5811
4980,5811
2021,5812
5313,5813
1598,3991
1598,4471
1598,5539
1224,5814
2354,5815
2655,5815
405,5815
482,5815
4445,5815
936,5815
1599,6363
1599,3077
962,1599
3634,5817
3945,5817
697,5817
2254,5818
2806,5818
1600,5820
1600,1625
1600,1629
1600,2119
1600,2400
285,1600
1600,3006
1600,3078
1600,3286
1600,3570
356,1600
370,1600
379,1600
1600,3924
460,1600
478,1600
1600,4040
577,1600
1600,4424
97,1600
769,1600
865,1600
965,1600
1002,1600
1059,1600
1155,1600
1307,1600
1600,5515
3078,5820
478,5820
4037,5820
4040,5820
689,5820
97,5820
769,5820
1307,5820
5515,5820
4801,5822
376,1602
862,1602
1603,1884
1604,1829
1604,1922
462,1604
528,1604
603,1604
608,1604
640,1604
769,1604
897,1604
126,1604
1205,1604
1230,1604
1605,2848
1606,1642
1606,1768
1606,1801
191,1606
1606,1917
1606,2066
1606,2137
213,1606
1606,6387
1606,6616
1606,2496
1606,6790
286,1606
414,1606
449,1606
1606,4125
1606,4196
76,1606
598,1606
1606,4414
814,1606
828,1606
849,1606
894,1606
963,1606
988,1606
1023,1606
1148,1606
1186,1606
1294,1606
3333,5823
1607,1637
1608,6194
1608,2352
1608,2438
1608,2528
1608,3395
1156,1608
1264,1608
2028,5825
1609,6735
1610,2222
1610,3161
1610,4971
3236,5827
1170,5827
5828,6019
5235,5828
1611,5915
1611,6106
1611,6258
1611,2049
1611,6333
1611,2306
1611,2443
1611,2458
1611,2606
1611,3437
1611,3670
1611,4980
1613,6632
1614,1682
1614,2185
992,1614
1614,5151
144,1614
4717,5831
1615,1994
1616,1678
1616,1896
1616,6461
1616,2474
1616,3195
1616,3384
1270,1616
1617,2114
449,1617
543,1617
769,1617
1617,5096
1618,1834
1619,1963
1619,2357
1619,2674
1619,2775
1619,2919
1619,3203
369,1619
697,1619
885,1619
1009,1619
5834,6227
2183,5834
1621,2058
1621,2616
634,1621
637,1621
942,1621
1037,1621
3678,5835
1622,4228
5836,6326
111,5836
1623,2008
1623,2787
1623,6834
285,1623
1623,3498
1623,3542
352,1623
1623,4004
865,1623
1155,1623
1624,2969
1625,1742
1625,1873
1625,2022
1625,2119
1625,2200
1625,2294
1625,2319
1625,2359
285,1625
1625,3078
356,1625
1625,3670
379,1625
460,1625
478,1625
577,1625
592,1625
1625,4424
1625,4536
97,1625
769,1625
865,1625
920,1625
965,1625
1307,1625
1625,5515
1626,3039
410,1627
1627,4182
1662,5842
1629,3103
1631,1658
356,1631
1632,6790
5843,6646
5846,6012
1845,5846
195,5846
2231,5846
3633,5846
478,5846
815,5846
111,5846
2173,5847
5848,5856
3096,5848
3892,5848
4442,5848
1064,5849
1633,1762
1633,2035
1633,6522
1633,2335
1633,2945
1633,3022
1633,3182
1633,3570
1633,3666
1633,4742
1048,1633
423,1634
5851,6012
2231,5851
1286,1636
1637,2519
608,1638
769,1638
1638,4729
1641,5929
1641,1831
1641,1968
1641,6460
1641,2533
1641,2822
1641,2944
1641,3247
397,1641
1641,3892
528,1641
117,1641
1641,4956
1641,4996
1641,5024
195,1642
1642,2246
1642,2346
247,1642
1642,2576
1642,2837
1642,2892
1642,3023
1642,3409
708,1642
840,1642
1642,4956
1643,3375
5856,5929
530,5856
651,5856
899,5856
3005,5857
1644,6805
1658,5858
1994,5858
2970,5858
4037,5858
4400,5858
826,5858
1645,2997
1647,4626
2302,5860
5861,5896
2220,5861
697,1648
111,1648
1037,1648
1649,4220
1650,2780
429,1650
1651,6693
498,1651
1651,4165
1651,4281
1651,4765
1121,1651
1652,2983
1653,1710
1653,2367
555,1653
697,1653
178,383
2948,5863
3109,5863
5298,5863
1654,2261
1654,3078
330,1654
478,1654
1654,5460
2942,5864
871,1657
1657,5255
1185,1657
1224,1657
3130,5865
1658,2265
1658,4817
1658,4911
1658,5067
1194,1659
1660,6548
1660,2496
1660,2719
561,1660
1660,4530
1660,4824
1107,1660
2889,5867
842,5867
4923,5867
5288,5867
3078,5869
217,5871
4926,5872
1663,3651
1663,4557
4681,5873
5389,5873
1664,2021
1083,1664
3347,5875
1665,1968
1665,2592
1665,6784
1665,2915
1665,3721
1665,3998
1665,4445
1665,4489
1665,4496
718,1665
1665,5248
156,1666
1667,3739
445,1667
2241,5876
5491,5877
1192,5879
1670,3826
478,1670
712,1670
1209,1670
1671,1918
1671,2765
293,1672
449,1672
1672,5258
1345,1672
1674,3758
1675,1956
4264,5884
1676,6397
1676,2973
317,1676
438,1676
1676,3939
1214,5886
303,1678
836,1678
1083,1678
1232,1678
1679,2436
4928,5888
5238,5888
1682,1759
1682,3171
1124,1682
1684,2197
5890,6704
1685,4545
2333,5893
2429,5893
2719,5893
5893,6804
3498,5893
3947,5893
4276,5893
4911,5893
965,5893
1185,5893
1306,5893
18,5894
697,5895
4911,5895
2502,5897
1335,5898
1689,3026
561,1689
2054,5899
726,5899
184,1690
1691,3057
5901,6489
5065,5902
3688,5904
24,6193
24,311
24,1000
24,164
2570,5906
220,1693
281,1693
694,1693
5381,5909
1694,6609
5910,6336
25,3117
25,562
25,873
25,895
25,963
25,1059
3547,5911
697,5913
4873,5913
752,1696
1697,5280
5918,6136
1698,3962
1699,2308
1699,2359
2936,5920
3545,5921
1701,1732
3705,5922
1702,2260
1703,3241
1704,3116
3122,5923
1705,2732
2894,5924
4219,5924
5925,6530
4953,5925
1706,6315
1706,4496
1353,1706
5926,6001
831,5927
1707,6586
1707,4207
1337,1707
1708,1711
1708,5934
1708,1878
1708,6239
1708,6387
1708,2486
1708,2753
1708,4333
857,1708
922,1708
1708,5364
1709,5932
1709,5961
1709,2764
1709,4841
240,1710
321,1710
365,1710
697,1710
132,1710
1138,1710
1711,6387
1711,2357
828,1711
1002,1711
1009,1711
1059,1711
5929,6023
1968,5929
3892,5929
3993,5929
4996,5929
4873,5930
3192,5931
3270,5931
1715,1886
1715,2288
1715,2517
1715,4305
131,1715
1715,5281
5932,5961
4841,5932
5449,5932
5933,6068
5934,5946
1741,5934
5934,6001
1878,5934
2117,5934
2753,5934
2837,5934
5934,6841
5934,6856
2994,5934
3280,5934
3598,5934
396,5934
3802,5934
448,5934
478,5934
4037,5934
529,5934
579,5934
633,5934
726,5934
4738,5934
4826,5934
871,5934
4903,5934
922,5934
5133,5934
1138,5934
1202,5934
5364,5934
5544,5934
5555,5934
1717,5961
1717,3787
451,1717
1718,2980
5937,6836
3420,5939
1720,4695
697,5940
4832,5940
1721,5952
1721,5960
1721,2606
1721,2780
332,1721
1721,3498
1721,3515
408,1721
460,1721
478,1721
725,1721
865,1721
1029,1721
1306,1721
181,1758
181,4545
97,181
187,5943
5258,5943
5944,6575
1195,1723
5946,5962
4729,5946
1724,2606
267,1724
1724,4037
579,1724
1057,1724
1351,1724
1725,2224
1726,1880
1726,2002
1726,2224
1726,6581
1726,2998
1726,3128
675,1726
1726,4629
917,1726
1726,5008
1293,1726
1360,1727
1728,4624
36,182
182,457
182,492
594,1729
183,1968
183,2214
183,2592
183,4733
5948,6813
1730,1907
4,1730
1733,4856
184,2183
184,4429
185,2183
185,291
185,370
185,512
95,185
10,185
102,185
185,815
111,185
185,871
185,1056
144,185
1795,5950
91,1734
141,1734
1734,5440
1785,5951
2258,5951
5951,6485
2672,5951
4119,5951
4729,5951
965,5951
5952,6012
5952,6548
5952,6743
3037,5952
1340,5952
1107,1735
1736,3526
2466,5953
3389,5953
352,5953
562,5953
4559,5953
2373,5954
5460,5954
5515,5954
1737,6541
766,1737
598,1738
822,1738
5956,6080
1739,1785
1739,1826
1739,2258
324,1739
1739,4119
1169,1739
1183,1739
1359,1739
1741,6100
1741,1994
1741,2401
1741,6841
299,1741
1741,4502
98,1741
1741,4683
922,1741
2305,5958
186,2565
186,761
186,1211
1742,2522
1742,3078
1277,5959
1743,2619
1743,3995
676,1743
1251,1743
2551,5960
4841,5961
5449,5961
352,5962
562,5962
4449,5962
2719,5963
353,5963
499,5963
1745,2206
136,1745
1306,1746
3078,5965
3321,5965
352,5965
460,5965
769,5965
813,5965
111,5965
1748,2071
1748,3570
82,1748
2314,5966
1750,5987
1750,1991
1750,3274
1750,4448
763,1750
5967,6154
2009,5967
5967,6415
1751,4308
5200,5968
2587,5969
697,5969
1752,6519
1752,2466
1752,2889
562,1752
828,1752
1752,4839
1754,3639
420,1754
2459,5971
334,5972
3528,5973
4381,5974
1755,3529
1756,6888
1758,3500
323,1760
356,1760
627,1760
734,1760
2216,5978
1850,5979
5979,6387
2765,5979
2775,5979
4276,5979
828,5979
967,5979
1059,5979
352,1761
1762,3019
465,1762
82,1762
1763,3370
1306,5980
341,1766
2520,5981
5981,6727
3249,5981
420,1767
332,1768
1768,3504
95,1768
10,1768
111,1768
1185,1768
1238,1768
1294,1768
1358,1768
3955,5982
2674,5984
1770,3639
1771,2558
413,1771
1772,2525
1773,6231
1773,6246
239,1773
1773,2978
578,1773
1773,4442
1773,4489
1773,4797
815,1773
117,1773
1773,5084
985,1773
1773,5103
1124,1773
1776,6643
121,1777
1778,6017
1778,6031
1778,6180
1778,6394
1778,3329
1778,3435
391,1778
822,5987
1780,3432
1781,1892
1781,3952
467,1781
1781,4043
1334,1781
3250,5988
5367,5988
1782,3392
187,222
187,2262
187,6493
187,2346
187,240
187,288
187,365
187,410
51,187
187,478
66,187
76,187
80,187
86,187
95,187
10,187
187,764
113,187
126,187
187,1169
187,1231
3240,5990
1785,6012
1785,2319
1785,2344
1785,2400
1785,2558
1785,6790
1785,3272
1785,3575
1785,3690
1785,4040
561,1785
634,1785
97,1785
965,1785
1246,1785
1785,5515
5992,6135
1043,5992
1787,4134
518,1787
1154,1787
1191,1787
5993,6762
1788,1917
2165,5994
5994,6500
601,5994
4873,5994
5531,5994
373,1790
1819,5998
5998,6405
1792,1873
285,1792
1792,3078
1792,3267
1185,1793
1794,6002
1794,2388
1794,3104
1794,3347
1794,4148
1794,4153
1794,4582
805,1794
842,1794
1794,5544
1794,5555
1795,1801
1795,4062
1796,2621
1796,3544
449,1796
1796,4167
89,1796
778,1796
141,1796
1797,6784
2033,6000
277,1798
1799,6525
1799,6857
550,1799
1799,4545
1821,6001
2507,6001
3019,6001
2388,6002
2786,6002
4233,6002
4727,6002
2817,6004
2172,6006
448,6006
1802,6248
826,1802
1802,4971
1050,1802
6007,6535
4485,6008
4915,6008
697,1803
1804,6120
1804,6662
1804,2606
820,6010
2475,6011
3382,6011
4918,6011
2119,6012
6012,6414
2231,6012
6012,6464
2258,6012
2327,6012
6012,6743
332,6012
3633,6012
3690,6012
4037,6012
4119,6012
579,6012
743,6012
111,6012
865,6012
1019,6012
5360,6012
1306,6012
6016,6395
1807,6309
1807,6427
478,1807
579,1807
1807,5302
1808,1962
1808,5123
239,1809
566,1809
6017,6382
2986,6017
239,1811
399,1811
1811,5068
1211,1811
1270,1811
1812,1921
1812,5077
1813,2028
209,1813
1813,2496
1813,3318
1813,4368
101,1813
1185,1813
1815,2407
580,1816
6019,6024
2581,6019
2915,6019
3167,6019
3412,6019
4433,6019
843,6019
1335,6019
3824,6020
1165,1818
202,1820
1820,3019
410,6022
1821,6187
1821,2312
1821,2800
1821,2999
1821,3019
1821,3640
1821,4106
579,1821
1821,4662
1821,4894
1821,5029
1821,5349
1968,6023
2577,6023
947,6023
5185,6024
1306,6024
1335,6024
4540,6028
3656,6030
623,1825
690,1825
6032,6524
1828,4881
2680,6034
4299,6035
298,1829
640,1829
4193,6036
979,6037
1830,2119
6038,6831
1831,3946
4706,6039
6040,6178
1970,6040
4463,6040
5348,6040
3907,6041
404,1833
1833,4252
305,6042
1834,3959
1834,4161
1834,4240
117,189
189,1059
4303,6044
0,1836
1118,6045
5448,6048
1837,2372
1837,3672
1838,3339
1839,2225
1840,2163
1840,2719
1840,4006
497,1840
1840,4155
940,1840
6049,6099
828,6049
6052,6154
2333,6052
3412,6052
4082,6052
4153,6052
5102,6052
5286,6052
6053,6309
2719,6053
3103,6053
1842,2048
1842,4578
2362,6055
4348,6055
1845,2231
1075,1845
1845,5293
1138,1845
190,2542
190,329
190,3834
190,460
63,190
190,608
190,857
140,190
190,1236
1922,6057
3961,6057
1846,6502
796,1846
1847,2183
230,1847
1847,2465
37,1847
1847,3498
478,1847
93,1847
865,1847
1339,1847
2201,6058
2268,6058
2643,6058
2880,6058
2894,6058
3686,6058
753,6058
1034,1848
1849,3371
2183,6059
1850,6225
1850,2137
1850,6387
1850,2189
1850,2775
410,1850
1850,4106
828,1850
1059,1850
1850,5323
2343,6060
2201,6062
2519,6062
2643,6062
2880,6062
2894,6062
3169,6062
3420,6062
618,6062
753,6062
2284,6063
4974,6063
1852,2076
1853,2002
1853,2113
1853,2606
675,1853
3171,6065
1292,6066
2222,6067
4514,6067
1211,6067
6070,6355
1854,6793
1855,2528
6072,6811
2924,6072
3456,6072
3498,6072
856,6072
2154,6073
3250,6073
4316,6073
391,1857
697,1858
191,291
191,758
191,4911
191,1321
192,2126
192,553
1859,2058
1859,2716
1859,4222
637,1859
942,1859
1037,1859
1860,1890
1860,1937
37,1860
410,1860
865,1860
1021,1860
1860,5281
4971,6074
4258,6075
5210,6075
76,1862
697,1863
781,1863
6078,6418
6078,6744
193,1141
1868,2422
1869,2962
1869,3498
633,1869
143,1869
1870,3335
85,1871
122,1871
947,1871
1873,2137
1873,2242
226,1873
1873,2294
1873,2320
1873,2373
285,1873
1873,3078
1873,3392
1873,3562
1873,3670
460,1873
490,1873
1873,4132
1873,4424
1873,4536
700,1873
769,1873
865,1873
965,1873
1874,3418
1875,2229
1875,2434
6082,6540
6082,6634
6082,6826
361,6082
4156,6082
4585,6082
4914,6082
4997,6082
561,6083
1877,6422
63,1877
1877,5084
1878,6519
1878,3685
1878,4390
194,1994
3218,6084
4899,6084
1880,2113
1880,2606
939,1880
1230,1880
2687,6085
562,6085
4384,6085
5110,6085
4751,6086
5363,6086
865,1881
195,2393
195,2436
195,564
195,608
195,679
97,195
195,767
195,1138
144,195
195,1185
195,1320
1882,2532
261,1885
1885,3933
15,1885
5138,6089
943,1886
2793,6090
3195,6090
3509,6090
4679,6090
196,2516
196,2619
196,287
197,1233
2266,6092
320,6093
2161,6096
397,1890
1890,3949
1890,4085
689,1890
707,1890
1334,1890
3990,6098
225,1892
237,1892
354,1892
1892,3710
1892,3806
541,1892
992,1892
1895,6099
6099,6219
2065,6099
6099,6387
2214,6099
6099,6519
2371,6099
6099,6605
2466,6099
2674,6099
2775,6099
2868,6099
2951,6099
3280,6099
3544,6099
3883,6099
3931,6099
3996,6099
4029,6099
4132,6099
562,6099
4362,6099
593,6099
828,6099
4839,6099
885,6099
4971,6099
5067,6099
963,6099
1009,6099
1059,6099
1280,6099
6100,6841
4121,6100
4502,6100
1893,6348
1893,2746
1893,3037
1894,4592
198,3739
198,5418
1895,2066
1895,6331
1895,2137
1895,2214
1895,2371
1895,2466
1895,2674
1895,2696
1895,2859
1895,2919
1895,2999
1895,4029
1895,4132
562,1895
1895,4362
697,1895
828,1895
1895,4918
1895,5036
963,1895
1059,1895
1280,1895
6102,6373
6102,6415
5554,6103
3103,6106
4980,6106
3296,6107
