u1,u2
3896,5664
169,1942
169,917
23,2115
23,1108
23,149
1453,6104
1454,1602
1454,3601
665,1455
1456,2137
583,1457
1011,5671
5673,5912
1458,1460
1458,5700
1458,4037
1458,4875
1459,6099
828,1459
112,1459
1459,5362
1246,1459
1344,1459
1460,5675
192,5675
3467,5675
4337,5675
1053,5675
1460,1654
1460,1893
1460,1975
1460,2079
1460,2147
1460,2225
1460,6645
1460,2938
1460,6874
1460,3182
1460,3942
1460,4090
1460,4354
1169,1460
1460,5380
1460,5512
1461,6294
865,1461
5678,6857
1462,2225
5679,6069
1463,5052
4481,5681
1464,5724
1464,5738
1464,1525
1464,1552
1464,5912
1464,1742
1464,6006
1464,1971
1464,2147
1464,6367
1464,2199
1464,2216
1464,6496
1464,6555
1464,2347
1464,6632
1464,6636
1464,2475
1464,2626
1464,6786
1464,2741
1464,2748
1464,2853
1464,2917
1464,2929
1464,3366
330,1464
331,1464
1464,3551
1464,3805
1464,4055
1464,4060
526,1464
1464,4225
1464,4389
1464,4462
1464,4485
653,1464
1464,4787
1464,4797
110,1464
1464,4881
1464,5065
1464,5123
1464,5342
378,5684
725,5684
1300,5684
634,5685
857,5685
719,5686
2787,5688
1466,5763
1466,6867
1466,3075
1469,2028
98,1469
778,1470
833,1470
1471,2623
1473,5943
1473,1983
1473,2472
947,1473
1473,5167
1474,6788
1185,1474
1652,5696
190,5696
2147,5696
5696,6485
2291,5696
4073,5696
4211,5696
562,5696
572,5696
603,5696
953,5696
1117,5696
5344,5696
1476,6625
5364,5697
1479,3073
1479,3601
376,1479
1480,6267
1480,2113
1480,2780
1480,2998
1480,4629
1480,4769
1230,1480
1293,1480
1482,5302
1484,2000
1484,2004
1484,4869
369,5699
4202,5699
1592,5700
5700,5962
1844,5700
5700,6074
5700,6348
2333,5700
5700,6580
5700,6631
2439,5700
2444,5700
2542,5700
3000,5700
3947,5700
3966,5700
3971,5700
4400,5700
4559,5700
4611,5700
870,5700
1340,5700
1351,5700
4806,5701
62,1491
84,1491
697,1492
1493,1532
1493,5141
30,1494
1494,2923
325,1494
1494,3935
812,1494
947,1494
992,1494
1494,5166
1494,5258
1125,1494
1495,2606
2391,5707
1771,5708
1921,5708
1977,5708
3806,5708
822,5708
4877,5708
1017,5708
1498,3293
5712,6387
2183,5712
1304,5712
838,1499
1499,5164
1083,1500
26,171
171,736
1502,1606
1502,6387
1502,2183
1502,3212
1502,3747
1502,4364
865,1502
944,1502
1502,5084
1206,1502
697,1503
1504,4644
5394,5717
1721,5718
5718,6111
1019,5718
5450,5718
191,1506
1506,2247
5719,5720
1507,5950
687,1507
5720,5855
5720,5974
4381,5720
1508,6735
603,1508
5722,5867
5722,6632
2721,5722
2929,5722
4056,5722
1509,5072
1272,1509
5724,6624
1511,3579
815,1511
1512,2367
1512,3134
1512,3628
2931,5725
5729,5855
1514,6830
553,1515
826,1515
1516,5863
1522,2435
1523,6460
1130,1523
5738,5953
1750,5738
5738,6525
5738,6553
2416,5738
2872,5738
3059,5738
4135,5738
4399,5738
5238,5738
1276,5738
161,5738
1524,3760
5739,6791
1527,5953
1527,1752
1527,6012
1527,1935
1527,2765
1527,2979
1527,2981
1527,3544
1527,4132
1059,1527
1527,5397
5743,6027
5747,6692
3031,5747
4606,5749
1531,2764
2184,5753
1532,2159
1532,4742
903,1532
1532,5141
5755,6154
5755,6162
410,5757
4188,5757
697,5757
998,5757
1209,5757
1842,5763
1999,5763
5763,6359
5763,6480
2307,5763
2319,5763
2635,5763
2675,5763
5763,6769
2701,5763
2817,5763
2995,5763
3000,5763
3001,5763
317,5763
3370,5763
396,5763
3886,5763
485,5763
4144,5763
556,5763
4321,5763
4343,5763
4373,5763
4390,5763
89,5763
651,5763
727,5763
774,5763
107,5763
827,5763
993,5763
1019,5763
1061,5763
1153,5763
5414,5763
1534,2124
1535,1606
1535,2748
273,1535
1535,6842
911,1535
944,1535
2042,5765
3698,5765
3433,5767
4379,5768
5770,6001
3851,5770
4307,5771
348,5773
2257,5774
325,5774
993,5774
4397,5775
1642,5776
1721,5776
1921,5776
4604,5776
865,5776
1059,5776
1279,1542
424,1543
1545,3225
1547,1565
1547,6387
1547,3509
1547,4251
633,1547
1547,5536
1548,4272
1551,3060
1552,5459
1553,6371
277,1553
2333,5781
5781,6692
325,1554
747,1554
1555,3200
5783,6700
91,1556
5265,5786
2339,5788
5789,6284
1559,1869
4795,5790
2012,5791
2333,5792
1235,5792
1561,3348
1562,3044
173,1826
173,6065
173,2319
173,6693
173,2704
173,2827
173,3845
173,598
173,715
173,998
173,1097
144,173
173,1206
1028,1564
1565,1821
1565,3116
1566,2995
1566,3079
1566,3124
1566,4443
1567,4300
186,1568
1568,2882
1568,3575
936,1568
1569,3055
448,1571
1289,1571
123,1573
1606,5803
379,5803
4056,5803
4339,5803
697,5803
865,5803
1211,5803
1224,5803
1576,6724
390,1576
1577,2884
285,1577
1577,3269
360,1577
1577,3995
1577,4536
872,1577
1821,5804
2027,5804
451,1580
870,1580
225,1582
1582,4222
993,1582
1584,2132
1584,2351
1584,2656
1584,3419
598,1584
331,1585
1585,4686
1586,4050
1589,1921
410,1589
765,1589
1589,5258
1216,1589
1590,6387
5807,6785
1591,5564
1592,6519
1592,6605
1592,2521
1592,3396
1592,4229
1592,5233
261,1593
1593,3971
833,1593
865,1593
1185,1593
1594,6387
1594,2647
1594,2970
983,1594
1595,4875
1236,1596
1597,3000
1611,5813
1598,1968
449,1598
3628,5817
1600,1660
1600,1873
1600,1921
1600,2719
1600,3452
1600,3680
464,1600
612,1600
662,1600
708,1600
718,1600
1600,4650
1600,4824
936,1600
1600,5069
1099,1600
1600,5537
1625,5820
251,5820
379,5820
577,5820
865,5820
965,5820
1359,5820
1043,1601
1602,3601
1604,4400
1606,1788
189,1606
1606,6174
1606,2016
1606,2116
1606,6438
1606,2702
325,1606
634,1606
768,1606
883,1606
944,1606
1608,3624
1608,4010
487,1608
5828,6679
2944,5828
3498,5828
3686,5828
4400,5828
1611,3562
1611,4977
2654,5830
189,1614
1614,1921
1614,2033
1614,2524
53,1614
1614,4670
812,1614
1614,5166
1614,5333
1617,6294
726,1619
1074,1621
1623,6545
828,1623
1625,1654
1625,1792
217,1625
1625,6616
1625,2542
1625,3008
323,1625
1625,3680
1625,3755
603,1625
1625,4410
1625,4729
780,1625
1625,4911
1625,4971
944,1625
1059,1625
1141,1625
142,1625
1358,1625
1629,1945
1629,2626
1630,6387
1630,6501
1630,3405
2988,5843
2719,5846
3498,5846
3629,5846
870,5846
1306,5846
530,5848
158,5848
473,5849
1633,1816
1633,6022
1633,2386
1633,3916
1303,1633
1634,4524
1025,1634
5851,6545
2485,5851
144,5851
1246,5851
1637,6616
1638,5212
5854,6093
625,5854
4875,5854
1642,2183
1642,2396
1642,2742
1642,2882
1642,2923
579,1642
771,1642
1642,4797
936,1642
1642,5040
1642,5515
4381,5855
1643,6387
5857,5987
3808,5857
822,5857
5858,5953
2148,5858
1306,5858
791,1646
4800,5861
1648,3803
1650,2113
325,1651
1651,4175
1651,5405
1652,4330
865,1652
178,5888
178,1994
178,2199
178,2961
178,3563
178,3690
178,4119
178,696
178,5238
178,5364
925,5863
141,5863
1654,1661
1654,1782
1654,2225
1654,6616
1654,2735
285,1654
1654,4604
708,1654
865,1654
1655,3805
5864,6329
1656,2742
1657,1905
1658,5979
1658,4774
1659,1727
367,1660
1660,3844
56,1660
579,1660
1660,4720
1661,2601
778,1661
865,1661
4412,5867
4398,5868
201,5871
51,1663
1664,5303
1664,5390
1665,3654
1665,3770
1665,4035
89,1665
710,1665
1665,5121
1192,1665
1667,2333
1668,2631
355,1669
411,1670
53,1670
89,1670
1670,4696
1670,5103
1083,1670
668,1672
1676,6239
2765,5886
1677,4634
739,1678
1292,1680
1994,5888
2199,5888
94,5888
4952,5888
4962,5888
1682,6065
1682,1936
1682,1998
1682,2410
89,1682
1083,1682
1206,1682
1683,5425
4069,5893
562,5893
1224,5897
1056,5898
1689,5265
555,1690
981,1690
5904,6830
751,5904
24,529
24,873
24,885
1692,3690
1693,4188
25,6099
25,6387
25,6519
25,2616
25,2647
25,2674
25,2775
25,357
25,754
25,828
25,885
25,1025
25,1096
25,5322
1695,6267
3531,5912
1311,5912
1922,5913
5012,5913
5916,6791
1699,6318
3666,5919
179,608
1332,1706
3880,5928
1708,2652
1708,2679
1709,3811
1710,2093
1710,2212
1710,2216
1710,2233
1710,2455
1710,2721
1710,2805
466,1710
98,1710
1710,4683
1195,1710
1710,5366
2410,5929
2577,5929
4343,5929
4465,5930
1712,2402
180,2344
10,180
2721,5931
3138,5931
3912,5933
1717,2285
3619,5937
1719,2009
1721,6111
1721,6387
1721,2259
1721,6743
1721,3686
378,1721
181,2613
181,401
3839,5943
4530,5943
1722,5978
2200,5945
5945,6821
4342,5945
4400,5945
665,5945
769,5945
564,5946
5203,5946
1724,2674
1724,2719
1725,6472
1725,4967
1726,6120
1726,6267
1726,2123
1726,3182
332,1726
1726,3515
408,1726
1726,5438
1728,3461
182,6347
182,2558
182,581
183,5450
1730,2259
974,1730
1730,5192
160,1730
1731,4174
1733,2410
184,697
184,981
184,1306
185,3650
185,380
185,3869
53,185
185,4119
747,5950
727,1734
791,1734
1284,1734
828,5951
3966,5952
603,5952
827,5952
936,5952
1169,5952
1736,5077
2333,5953
5953,6631
2472,5953
2551,5953
3401,5953
3996,5953
593,5953
4464,5953
4611,5953
4729,5953
1340,5953
1351,5953
1785,5954
5954,6863
3669,5954
662,1737
715,1738
1738,5333
1739,3563
1741,6597
1741,2476
1741,3685
1741,4794
186,189
186,1942
186,2319
186,239
186,2613
186,325
186,3523
186,410
186,4318
1742,3347
478,1742
649,1742
865,1742
1742,4875
965,1742
573,5959
247,5961
3773,5961
2183,5962
4037,5962
579,5962
4729,5962
3967,5963
697,5963
111,5963
1306,5963
1746,2493
1746,4400
9,1746
2078,5964
697,1747
2333,5965
5965,6821
3008,5965
3037,5965
3679,5965
4037,5965
763,5965
965,5965
5364,5965
1748,3575
743,1748
1749,3497
1750,6485
1750,2472
1750,4073
1750,4082
1750,4625
867,1750
1750,4911
1750,5250
1750,5258
1750,5549
1751,5979
1751,3005
321,1751
534,1751
94,1751
828,1751
933,1751
3945,5970
4415,5970
4511,5970
1752,6472
695,1754
285,5971
2629,5972
449,5972
4911,5972
2703,5973
2921,5973
1755,4037
5975,6571
5975,6751
5975,6774
4648,5975
1182,1756
5976,6344
5194,5976
944,1757
3766,5977
5065,5978
5979,6876
3723,5979
1761,6517
1761,4037
1765,3131
875,1765
1766,2601
1767,3639
687,1768
778,1768
126,1768
983,1768
1280,1768
1237,5982
5984,6125
1770,2074
1770,4177
1771,5997
1771,1921
1771,2236
225,1771
1771,6523
1771,2923
1771,3027
1771,3212
325,1771
467,1771
1771,4283
1214,1771
1338,1771
30,1772
1773,1877
1773,4294
564,1773
679,1773
106,1773
947,1773
993,1773
1246,1773
2120,5986
2652,5986
279,5986
4918,5986
631,1778
1180,1779
5225,5987
637,1781
697,1781
697,5988
1782,3546
1783,6695
1783,2657
187,4234
187,605
187,1128
1785,6124
1785,2481
1785,2621
1785,2672
1785,6786
1785,6816
1785,2923
1785,3188
1785,3669
1785,3755
1785,3869
1785,3892
10,1785
780,1785
822,1785
1163,1785
1307,1785
1326,1785
1359,1785
53,1786
72,1786
1788,6438
747,1788
906,1788
1788,5240
1186,1788
4953,5994
4950,5995
697,1790
556,5997
697,5997
943,1791
188,197
188,2366
188,2910
188,580
188,778
151,188
188,1278
1794,5163
132,1794
1794,5229
1795,3649
53,1795
1795,4294
1023,1795
1796,6208
1796,4294
1224,1796
697,1797
1797,5344
1799,3431
497,1799
1799,4668
745,1799
6001,6612
6001,6808
2985,6001
3698,6001
4023,6001
4839,6001
5283,6001
3139,6002
4895,6002
2826,6003
220,1800
2653,6006
3159,6006
4056,6006
4060,6006
4263,6006
697,6006
1802,1812
1802,6387
1802,2503
1802,4875
1332,1802
6009,6722
1804,6267
1804,2224
1804,6581
1804,4583
4374,6010
3869,6012
5086,6013
2794,6016
1808,4085
1809,1892
391,6017
5199,6017
4729,6018
133,1811
1812,2027
1812,3376
1813,1921
213,1813
1813,2214
1813,6519
1813,2436
245,1813
325,1813
1813,3450
407,1813
76,1813
697,1813
833,1813
114,1813
922,1813
132,1813
1325,1813
1816,3919
598,1816
1224,1816
277,6019
3443,6019
4892,6019
1820,2083
1820,2250
325,1820
1820,4144
712,1820
3666,6022
1275,6022
1821,2687
1821,3280
1821,4446
1821,5283
6024,6371
2389,6024
277,6024
4433,6024
2208,6031
6031,6740
2986,6031
391,6031
631,6031
0,1826
1233,1826
1829,2390
1829,6692
348,1829
1829,3739
1829,3948
462,1829
9,1829
1829,4784
1137,1829
1830,2407
4587,6038
6039,6340
6039,6733
1833,1998
1833,1999
729,1833
6042,6565
1834,3523
189,2119
189,2137
189,213
189,2573
189,283
189,325
189,3852
189,3993
189,3996
189,4604
6045,6754
1289,6045
1123,6046
1837,6251
929,1838
1838,5504
1839,2261
1839,6616
1840,6360
1840,6842
1840,3005
1840,3680
472,1840
1840,4073
1840,4150
583,1840
603,1840
1840,4429
769,1840
965,1840
1011,1840
1020,1840
5067,6049
6052,6477
2882,6052
759,6052
6053,6348
6053,6433
6053,6553
6053,6821
142,6053
5488,6053
1842,3292
1202,6055
1845,3103
442,1845
190,1930
3010,6057
5364,6057
1846,6409
6058,6062
1849,3876
1849,4454
1849,5117
1849,5167
1849,5188
1850,2579
6063,6468
1853,6387
1853,2998
1025,1853
204,6065
2236,6065
3770,6065
2543,6067
936,6067
6070,6798
6071,6430
1855,2742
449,6072
1083,1856
1857,2208
191,1892
191,1921
191,2112
191,6497
191,3498
191,449
191,564
191,4604
191,833
191,1170
144,191
192,3453
778,1860
1059,1860
3450,6074
1863,1877
1865,2485
1867,2391
1867,5515
1868,2765
1868,3715
1868,4119
195,1869
295,1869
1872,5322
439,1873
1875,4918
6082,6481
2387,6082
6083,6804
3461,6083
279,1877
1877,3493
1877,4166
1877,5351
1877,5405
1878,2741
1878,3643
6085,6099
6085,6519
6085,6866
2985,6085
3450,6085
885,6085
1230,6085
4093,6086
1323,6086
217,1881
1881,2771
1881,3027
130,1881
195,2342
195,2892
195,3678
195,410
195,687
195,705
195,974
195,988
4,195
195,5258
195,1246
2033,6087
5490,6087
253,1885
1885,5529
2426,6089
1887,6616
1888,6768
1888,3634
2386,6093
1890,1907
1890,4192
1892,6503
1892,2465
302,1892
1892,3935
467,1892
475,1892
1892,4318
566,1892
637,1892
1892,4604
715,1892
105,1892
896,1892
1892,5351
1892,5361
1999,6099
2066,6099
6099,6447
6099,6450
2579,6099
2616,6099
290,6099
3078,6099
3167,6099
3401,6099
3450,6099
3616,6099
3723,6099
3924,6099
4482,6099
743,6099
4817,6099
856,6099
865,6099
967,6099
1025,6099
5362,6099
5397,6099
1267,6099
5536,6099
922,6100
1894,3727
1895,6183
1895,6219
1895,6519
757,1895
1895,4817
856,1895
1895,4971
1157,6103
3437,6106
111,6106
865,6107
3073,6110
6111,6318
6111,6387
6111,6553
34,6111
332,6111
3498,6111
378,6111
399,6111
3786,6111
4362,6111
965,6111
1901,4221
865,1901
6117,6616
3669,6118
1902,2192
6120,6267
2113,6120
6120,6604
2606,6120
3735,6120
408,6120
4769,6120
2606,6123
1230,6123
5515,6123
1906,4875
1907,2259
1910,2465
566,1910
1910,5405
26,2663
26,4491
26,5292
3585,6125
1911,6367
1911,6725
14,6128
2705,6132
164,1912
200,6519
200,4052
1919,2551
1919,4449
1919,5171
553,1920
953,1920
1921,2043
1921,2185
1921,2637
1921,2714
1921,6790
285,1921
1921,3006
1921,3163
1921,3212
356,1921
1921,3703
1921,3755
1921,3880
442,1921
467,1921
475,1921
1921,4040
486,1921
556,1921
564,1921
598,1921
1921,4604
1921,4623
1921,4765
822,1921
944,1921
1921,5090
992,1921
1000,1921
1029,1921
132,1921
1125,1921
1138,1921
1163,1921
1211,1921
1224,1921
1246,1921
1268,1921
1922,1954
1922,2097
1922,4400
1924,4119
997,6141
1928,6616
1929,2013
201,2319
201,263
201,365
201,1214
5258,6146
1338,6146
1932,1938
342,1932
1932,4511
1934,6519
1934,6605
1934,2772
1934,3702
1935,6519
963,1935
1936,2631
53,1936
1936,4963
1070,1936
1206,1936
6154,6522
1303,6154
1937,2430
577,1937
3900,6156
3323,6160
1313,6160
1942,6546
1942,4830
917,1942
1154,1942
1330,1942
3180,6162
1943,5236
1945,4604
1059,1945
1946,2855
1946,3921
1947,3135
744,1947
1342,6172
1950,5100
202,3718
5175,6174
2333,6176
5348,6178
1952,2363
403,1953
2986,6180
4283,6181
6183,6387
6183,6519
2616,6183
2674,6183
2859,6183
2919,6183
562,6183
1025,6183
4331,6186
1963,3962
1966,5367
6190,6517
1968,6784
1968,3892
889,1968
2333,6192
4400,6192
2943,6193
6194,6346
3602,6194
4033,6194
1264,6194
4932,6195
1969,5079
1971,3787
6203,6412
6203,6725
4961,6203
697,1975
62,6204
1977,2112
475,1977
566,1977
888,1977
1023,1977
1977,5361
1977,5405
1978,4562
6209,6519
4756,6209
1982,5004
1983,6509
1983,3820
1304,6214
2710,6216
251,6219
2616,6219
2775,6219
3167,6219
3544,6219
593,6219
885,6219
818,6221
1989,2770
5345,6222
4225,6223
1991,2310
283,1991
94,1994
1994,4928
1994,5238
1995,4629
1997,3843
1998,3770
1998,3845
1998,3866
53,1998
1998,4430
883,1998
916,1998
1999,2065
1999,2413
1999,3456
1999,4424
1999,5036
967,1999
144,1999
1999,5362
1999,5403
1259,1999
2000,2363
239,2000
133,2000
2001,2014
2001,6519
675,2002
2004,4323
648,2004
965,2004
6230,6387
2005,6647
2005,5240
757,2006
28,141
204,2410
204,2435
204,3477
204,410
204,541
204,598
204,664
204,715
204,778
204,830
204,4956
204,5068
2183,6231
2371,6231
2551,6231
2719,6231
3008,6231
3498,6231
3776,6231
3964,6231
5302,6231
2009,2734
2009,3930
2009,4486
2010,2634
2010,3945
2010,4275
2010,4415
2010,5143
4445,6234
4460,6234
6236,6629
2809,6236
3093,6236
4307,6236
6237,6738
6237,6830
3075,6237
3225,6237
3541,6237
3666,6237
3859,6237
117,6237
4729,6238
4029,6239
4400,6239
3215,6240
2011,3896
2012,6686
2012,3471
2013,3498
2013,3880
2016,2671
2016,3288
6245,6295
205,2248
205,1057
2018,4155
2018,4174
2183,6246
2410,6251
3770,6251
3993,6251
4884,6251
883,6251
2020,4820
2022,6294
39,2022
2472,6255
2023,3035
443,2024
3598,6256
3685,6256
3936,6256
4011,6256
965,6257
4977,6258
4980,6258
2028,3493
406,2028
2028,4368
98,2028
6260,6529
2029,4859
1335,2029
2033,2118
2033,2120
2033,3246
2033,3300
2033,3700
2033,4183
2033,4835
1246,2033
2034,2690
524,6267
4583,6267
4779,6268
2762,6269
697,2036
463,6272
697,2037
2039,4399
821,2039
520,2040
2041,3064
2041,3277
6274,6625
3151,6274
2043,3649
2043,3715
2043,3806
67,2043
123,2043
2043,5258
1211,2043
2044,6519
2044,2773
2044,3094
2044,3996
2044,4229
965,2044
1230,2044
1335,2044
1029,2045
4875,6284
98,2054
2055,5491
247,2056
922,2058
6294,6784
2059,6497
2059,6830
2059,4553
929,2064
885,2065
1025,2065
2066,2230
2066,6519
2066,5091
6304,6519
730,2067
566,6310
896,6310
5361,6310
5405,6310
209,1320
2070,2305
2071,4128
601,2071
2071,5143
2072,3700
3493,6315
2649,6317
1211,6317
67,2075
247,6318
6318,6743
2882,6318
708,6318
865,6318
5515,6318
778,6319
285,6320
2079,2606
2079,2780
1230,2079
410,2082
697,2082
2083,6406
2083,3776
1013,2083
1152,2088
2089,2563
2095,3955
2096,5111
2097,5364
2103,6350
2103,6601
2103,6647
2103,3896
601,2103
857,2103
2103,4875
2103,4953
6331,6367
2741,6331
4366,6331
697,6331
821,6331
2429,6335
2882,6337
3266,6337
1157,6337
1264,6337
326,2111
888,2112
1023,2112
1293,2113
2114,2911
543,2114
2114,5096
2115,2177
2115,2231
2115,2319
283,2115
2115,3039
325,2115
793,2115
865,2115
2115,5235
1332,2115
2116,2944
2116,3830
2116,4560
747,2116
828,2116
2117,2649
2117,3936
1212,2117
449,2118
2118,5258
2119,4073
2119,4424
743,2119
865,2119
1059,2119
1185,2119
2119,5380
2120,6788
279,2120
2120,3649
2120,4294
2120,4742
6344,6385
1230,2123
2124,3044
3350,6346
5239,6346
492,6347
755,6347
2746,6348
3498,6348
667,6348
697,6348
6350,6596
2385,6350
2458,6350
6350,6861
3903,6350
601,6350
1095,6350
1017,6351
2129,3159
2132,2656
2132,2892
577,2133
76,2133
396,2136
1077,2136
1212,2136
2137,2644
2137,4604
708,2137
2137,4651
828,2137
2139,4422
3498,6360
4066,6360
2147,3053
448,2147
2212,6367
6367,6714
279,6367
3224,6367
3826,6367
4345,6367
697,6367
1150,6367
1224,6367
213,2872
213,1294
3788,6368
2155,3319
277,6371
1335,6371
6372,6880
875,2162
2163,6433
2163,6519
2163,3269
2163,3680
472,2163
2163,4320
2163,4400
603,2163
2163,4424
2163,4526
936,2163
1170,2163
1258,2163
6374,6827
5503,6374
2164,5054
2164,5265
2165,6861
326,2165
428,2165
2165,3903
601,2165
2166,2310
424,2166
321,6378
2168,2189
5284,6381
215,3453
1309,2172
1123,6385
6387,6447
6387,6475
6387,6551
6387,6568
2371,6387
2559,6387
2598,6387
2616,6387
6387,6744
2701,6387
2765,6387
2981,6387
6387,6888
3167,6387
3396,6387
3428,6387
3450,6387
3513,6387
404,6387
423,6387
3912,6387
3981,6387
4102,6387
4482,6387
4599,6387
4611,6387
747,6387
757,6387
4750,6387
898,6387
5067,6387
5132,6387
4,6387
1053,6387
1126,6387
1179,6387
5362,6387
5397,6387
1267,6387
5528,6387
719,6388
1228,6388
2593,6389
908,6389
2175,2354
2175,2389
2175,2581
277,2175
2175,3167
2175,3443
2175,3737
491,2175
2175,4433
89,2175
778,2175
2175,4892
2175,5105
1097,2175
1335,2175
4214,6395
2926,6397
438,6397
1209,2180
2181,6784
2181,2978
2181,5177
2183,2266
2183,6491
2183,6548
2183,2496
2183,2601
2183,2605
2183,6804
2183,6830
2183,3353
2183,3461
56,2183
2183,4178
2183,4530
747,2183
2183,4824
872,2183
2183,4967
2183,5047
975,2183
988,2183
2183,5103
1294,2183
2183,5525
2184,6750
2185,2892
454,2185
2185,3979
54,2185
2185,4765
106,2185
2185,5258
2185,5333
1206,2185
239,2187
3238,6405
2188,2829
2188,3959
697,2189
865,2189
895,2189
3552,6409
3572,6409
6411,6863
2815,6414
127,2193
719,2196
1228,2196
217,251
217,2739
217,6830
217,413
2199,2370
2199,2475
94,2199
2199,5238
2201,2318
2201,2770
2201,3277
2201,3488
883,6422
697,2203
332,2206
587,2206
2207,3869
2208,3435
2208,4050
631,2208
4629,6433
963,6433
5461,6433
6439,6451
6439,6519
4594,6439
963,6439
5397,6439
577,2209
2209,4436
2210,6519
2211,2473
4284,6443
3166,6444
2214,2579
2214,2919
326,2214
562,2214
1025,2214
6447,6519
2215,2786
2215,4148
2216,2475
218,3319
94,218
218,1114
218,1121
6450,6497
6450,6819
3544,6450
4796,6450
5278,6450
5323,6450
983,2219
2221,3101
697,2221
144,219
219,1246
6453,6723
1163,2223
1293,2224
31,220
220,2599
220,338
220,583
84,220
220,4978
220,5423
220,1259
2225,6616
2225,6786
2225,4090
2225,4532
2225,4648
2225,5273
1230,2225
1273,2225
2967,6455
2227,3440
707,2228
2229,6464
3654,6457
4,6457
1216,6457
2231,2473
2231,4040
917,2231
2231,5081
2233,4485
132,2233
2235,3690
2235,4119
2236,2373
356,2236
2236,3770
461,2236
2236,5054
1023,2236
3575,6464
76,223
2242,2938
2242,4729
2243,4797
2245,2389
2245,3167
348,2245
2245,3737
2245,4433
1205,2245
1335,2245
224,4052
114,224
224,963
736,6467
754,6467
963,6467
2246,6816
2246,2923
1185,2246
2247,3089
442,2247
6472,6519
2333,6472
931,6472
1179,6472
1108,2249
2251,6866
2251,2976
2251,5082
2253,2475
2253,6857
4387,6475
2256,3359
141,2256
2258,2672
2258,2874
2258,3690
78,2258
2258,4388
608,2258
2258,4522
2258,4864
2258,5238
1121,2258
2668,6479
6480,6616
615,6480
