venue_id,name,category,locality,region,description,poi_idx,latitude,longitude
3fd66200f964a52008e81ee3,,Food>Dessert Shop,New York,NY,,19,40.761769,-73.965173
3fd66200f964a52008e91ee3,,Caf�,New York,NY,,20,40.736827,-73.986909
3fd66200f964a52008eb1ee3,,Nightlife Spot>Bar,New York,NY,,21,40.783732,-73.950443
3fd66200f964a52008f01ee3,,Nightlife Spot>Bar>Whisky Bar,Los Angeles,CA,,22,,
3fd66200f964a52008f11ee3,,Nightlife Spot>Bar>Beer Garden,New York,NY,,23,40.773007,-73.915886
3fd66200f964a52009e61ee3,,Nightlife Spot>Bar,New York,NY,,24,40.721941,-73.996259
3fd66200f964a5200ae51ee3,,Nightlife Spot>Bar,New York,NY,,25,40.726072,-73.983479
3fd66200f964a5200ae61ee3,,Nightlife Spot>Bar,New York,NY,,26,40.729888,-74.000613
3fd66200f964a5200ae71ee3,,Nightlife Spot>Bar>Sports Bar,New York,NY,,27,40.73258,-74.00256
3fd66200f964a5200ae91ee3,,Arts & Entertainment>Bowling Alley,New York,NY,,28,40.757394,-73.993301
3fd66200f964a5200be51ee3,,Nightlife Spot>Bar,New York,NY,,29,40.722536,-73.986174
3fd66200f964a5200ce41ee3,,Nightlife Spot>Lounge,New York,NY,,30,40.718838,-73.992383
3fd66200f964a5200ce61ee3,,Nightlife Spot>Bar,New York,NY,,31,40.726068,-74.001571
3fd66200f964a5200ce91ee3,,Nightlife Spot>Bar>Pub,New York,NY,,32,,
3fd66200f964a5200cee1ee3,,Food>Asian Restaurant,Chicago,IL,,33,,
3fd66200f964a5200de71ee3,,Nightlife Spot>Bar,New York,NY,,34,40.73233,-74.00164
3fd66200f964a5200deb1ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,35,40.720933,-73.987901
3fd66200f964a5200df01ee3,,Arts & Entertainment>Music Venue,Los Angeles,CA,,36,,
3fd66200f964a5200ee51ee3,,Nightlife Spot>Bar,New York,NY,,37,40.726974,-73.984047
3fd66200f964a5200ee71ee3,,Food>American Restaurant,New York,NY,,38,40.733102,-74.003006
3fd66200f964a5200fe41ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,39,40.7211,-73.987924
3fd66200f964a5200fe91ee3,,Nightlife Spot>Bar>Pub,New York,NY,,40,40.74753,-73.993164
3fd66200f964a52010e41ee3,,Food>Molecular Gastronomy Restaurant,New York,NY,,41,40.719649,-73.984607
3fd66200f964a52010e81ee3,,Professional & Other Places>Office,New York,NY,,42,40.759153,-73.97473
3fd66200f964a52010f11ee3,,Nightlife Spot>Bar,Chicago,IL,,43,,
3fd66200f964a52011e91ee3,,Shop & Service>Record Shop,New York,NY,,44,40.730641,-74.002705
3fd66200f964a52012e41ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,45,40.721049,-73.983172
3fd66200f964a52013f01ee3,,Nightlife Spot>Bar>Pub,Los Angeles,CA,,46,,
3fd66200f964a52014e71ee3,,Food>Mexican Restaurant,New York,NY,,47,40.737557,-74.008188
3fd66200f964a52014eb1ee3,,Arts & Entertainment>Music Venue,New York,NY,,48,40.763315,-73.984165
3fd66200f964a52014f01ee3,,Food>Mexican Restaurant,Los Angeles,CA,,49,,
3fd66200f964a52015e31ee3,,Nightlife Spot>Bar,New York,NY,,50,,
3fd66200f964a52015e91ee3,,Food>Seafood Restaurant,New York,NY,,51,40.736627,-73.990885
3fd66200f964a52016e51ee3,,Nightlife Spot>Bar>Pub,New York,NY,,52,40.723067,-73.988504
3fd66200f964a52017e31ee3,,Food>Restaurant,New York,NY,,53,,
3fd66200f964a52017e61ee3,,Nightlife Spot>Bar,New York,NY,,54,40.72534,-73.992491
3fd66200f964a52018e41ee3,,Food>Italian Restaurant,New York,NY,,55,40.720071,-73.988231
3fd66200f964a52018e51ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,56,40.72511,-73.981301
3fd66200f964a52018eb1ee3,,Food>Deli / Bodega,New York,NY,,57,40.764135,-73.981192
3fd66200f964a52018f01ee3,,Nightlife Spot>Bar,Los Angeles,CA,,58,,
3fd66200f964a52019e61ee3,,Nightlife Spot>Bar>Hotel Bar,New York,NY,,59,40.736549,-73.989279
3fd66200f964a52019eb1ee3,,Nightlife Spot>Bar>Pub,New York,NY,,60,40.724622,-73.995861
3fd66200f964a5201be71ee3,,Food>Mexican Restaurant,New York,NY,,61,40.731996,-74.003582
3fd66200f964a5201cf01ee3,,Nightlife Spot>Bar>Gay Bar,Los Angeles,CA,,62,,
3fd66200f964a5201de61ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,63,40.728378,-73.99954
3fd66200f964a5201dea1ee3,,Food>BBQ Joint,New York,NY,,64,40.756929,-73.985453
3fd66200f964a5201deb1ee3,,Nightlife Spot>Bar,New York,NY,,65,40.738783,-73.98894
3fd66200f964a5201ee31ee3,,Food>American Restaurant>New American Restaurant,New York,NY,,66,40.719698,-73.987696
3fd66200f964a5201ee51ee3,,Nightlife Spot>Bar,New York,NY,,67,40.728156,-73.981262
3fd66200f964a5201ee71ee3,,Food>American Restaurant,New York,NY,,68,40.733942,-74.002547
3fd66200f964a5201ef01ee3,,Nightlife Spot>Bar>Pub,Los Angeles,CA,,69,,
3fd66200f964a5201fe51ee3,,Caf�,New York,NY,,70,40.725472,-73.983783
3fd66200f964a5201ff01ee3,,Arts & Entertainment>Music Venue>Piano Bar,Los Angeles,CA,,71,,
3fd66200f964a52020e31ee3,,Food>Dessert Shop>Donut Shop,New York,NY,,72,40.716347,-73.988543
3fd66200f964a52020e61ee3,,Shop & Service>Bookstore,New York,NY,,73,40.724846,-73.996664
3fd66200f964a52020e71ee3,,Food>BBQ Joint,New York,NY,,74,40.744557,-73.99065
3fd66200f964a52020e81ee3,,Arts & Entertainment>Concert Hall,New York,NY,,75,,
3fd66200f964a52021e41ee3,,Nightlife Spot>Bar,New York,NY,,76,40.719854,-73.988492
3fd66200f964a52021ea1ee3,,Food>Burger Joint,New York,NY,,77,40.719775,-74.006713
3fd66200f964a52022e41ee3,,Food>Mexican Restaurant,New York,NY,,78,40.718152,-73.990002
3fd66200f964a52022e51ee3,,Food>German Restaurant,New York,NY,,79,40.72417,-73.978871
3fd66200f964a52023e41ee3,,Nightlife Spot>Bar,New York,NY,,80,,
3fd66200f964a52023e81ee3,,Arts & Entertainment>Performing Arts Venue,New York,NY,,81,40.772531,-73.983442
3fd66200f964a52024e41ee3,,Nightlife Spot>Bar>Cocktail Bar,New York,NY,,82,40.72,-73.987832
3fd66200f964a52025e41ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,83,40.72488,-73.994685
3fd66200f964a52027e51ee3,,Nightlife Spot>Bar,New York,NY,,84,40.722898,-73.983235
3fd66200f964a52028e41ee3,,Nightlife Spot>Brewery,New York,NY,,85,40.73695,-73.990839
3fd66200f964a52029e61ee3,,Nightlife Spot>Bar,New York,NY,,86,40.730832,-74.000951
3fd66200f964a5202aeb1ee3,,Caf�,New York,NY,,87,40.758357,-73.970546
3fd66200f964a5202be41ee3,,Nightlife Spot>Bar>Gay Bar,New York,NY,,88,40.726104,-73.989213
3fd66200f964a5202bf01ee3,,Food>Gastropub,Los Angeles,CA,,89,,
3fd66200f964a5202ce71ee3,,Arts & Entertainment>Movie Theater>Indie Movie Theater,New York,NY,,90,40.728449,-74.004532
3fd66200f964a5202ee41ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,91,40.728543,-73.984699
3fd66200f964a5202ee61ee3,,Food>Falafel Restaurant,New York,NY,,92,40.730178,-74.000322
3fd66200f964a5202ee71ee3,,Nightlife Spot>Bar,New York,NY,,93,40.738658,-74.005542
3fd66200f964a5202ee81ee3,,Shop & Service>Food & Drink Shop>Grocery Store,New York,NY,,94,,
3fd66200f964a5202fe41ee3,,Nightlife Spot>Bar,New York,NY,,95,40.724297,-73.988056
3fd66200f964a5202fe81ee3,,Food>Hot Dog Joint,New York,NY,,96,,
3fd66200f964a52031f01ee3,,Nightlife Spot>Nightclub,Los Angeles,CA,,97,,
3fd66200f964a52032e91ee3,,Arts & Entertainment>Bowling Alley,New York,NY,,98,40.73429,-73.992556
3fd66200f964a52032f01ee3,,Nightlife Spot>Bar>Gay Bar,Los Angeles,CA,,99,,
3fd66200f964a52033eb1ee3,,Food>Dessert Shop>Ice Cream Shop,New York,NY,,100,40.715594,-73.998234
3fd66200f964a52034e81ee3,,Food>Mexican Restaurant,New York,NY,,101,40.771142,-73.983464
3fd66200f964a52034e91ee3,,Food>Asian Restaurant,New York,NY,,102,40.760781,-73.984337
3fd66200f964a52034ea1ee3,,Food>Burger Joint,New York,NY,,103,40.760268,-73.975126
3fd66200f964a52034eb1ee3,,Food>Asian Restaurant>Vietnamese Restaurant,New York,NY,,104,40.719455,-73.996361
3fd66200f964a52035e41ee3,,Arts & Entertainment>Music Venue,New York,NY,,105,40.731698,-73.989227
3fd66200f964a52035eb1ee3,,Nightlife Spot>Bar>Wine Bar,New York,NY,,106,40.736181,-73.992217
3fd66200f964a52036e31ee3,,Food>Burger Joint,New York,NY,,107,40.728533,-73.987809
3fd66200f964a52036e41ee3,,Nightlife Spot>Bar,New York,NY,,108,40.729617,-73.989798
3fd66200f964a52036e71ee3,,Nightlife Spot>Bar,New York,NY,,109,40.730465,-74.00426
3fd66200f964a52036ea1ee3,,Food>Breakfast Spot,New York,NY,,110,40.728425,-73.987276
3fd66200f964a52036eb1ee3,,Nightlife Spot>Bar,New York,NY,,111,40.74789,-74.004466
3fd66200f964a52036f01ee3,,Nightlife Spot>Nightclub,Los Angeles,CA,,112,,
3fd66200f964a52037e31ee3,,Food>Chinese Restaurant,New York,NY,,113,40.714464,-73.999116
3fd66200f964a52037eb1ee3,,Travel & Transport>Hotel,New York,NY,,114,40.75563,-73.98234
3fd66200f964a52037f01ee3,,Nightlife Spot>Bar,Los Angeles,CA,,115,,
3fd66200f964a52038e41ee3,,Shop & Service>Hobby Shop,New York,NY,,116,40.733548,-73.991029
3fd66200f964a52038eb1ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,117,40.724494,-73.993347
3fd66200f964a52038f01ee3,,Nightlife Spot>Bar,Los Angeles,CA,,118,,
3fd66200f964a52039e31ee3,,Food>Middle Eastern Restaurant,New York,NY,,119,40.722555,-73.987872
3fd66200f964a52039eb1ee3,,Nightlife Spot>Bar>Pub,New York,NY,,120,40.735808,-74.005989
3fd66200f964a52039f01ee3,,Food>BBQ Joint,Los Angeles,CA,,121,,
3fd66200f964a5203ae31ee3,,Food>Mexican Restaurant,New York,NY,,122,40.727869,-73.985672
3fd66200f964a5203ae81ee3,,Food>American Restaurant,New York,NY,,123,,
3fd66200f964a5203be71ee3,,Food>Dessert Shop>Cupcake Shop,New York,NY,,124,40.735893,-74.005204
3fd66200f964a5203be81ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,125,,
3fd66200f964a5203de31ee3,,Food>Italian Restaurant,New York,NY,,126,40.760683,-73.98998
3fd66200f964a5203de71ee3,,Nightlife Spot>Bar>Pub,New York,NY,,127,40.732431,-74.001749
3fd66200f964a5203ee41ee3,,Nightlife Spot>Lounge,New York,NY,,128,40.72707,-73.991906
3fd66200f964a5203ee71ee3,,Shop & Service>Food & Drink Shop>Cheese Shop,New York,NY,,129,40.731081,-74.002805
3fd66200f964a5203ee91ee3,,Nightlife Spot>Bar,New York,NY,,130,40.723286,-73.988443
3fd66200f964a5203eea1ee3,,Food>American Restaurant,New York,NY,,131,40.703471,-74.011298
3fd66200f964a5203eeb1ee3,,Food>Bagel Shop,New York,NY,,132,40.736031,-73.979359
3fd66200f964a5203ef01ee3,,Nightlife Spot>Bar>Gay Bar,Los Angeles,CA,,133,,
3fd66200f964a5203fe41ee3,,Nightlife Spot>Lounge,New York,NY,,134,40.732841,-73.985863
3fd66200f964a5203fea1ee3,,Food>Breakfast Spot,New York,NY,,135,,
3fd66200f964a5203fef1ee3,,Nightlife Spot>Bar,Los Angeles,CA,,136,,
3fd66200f964a52040e71ee3,,Food>American Restaurant>New American Restaurant,New York,NY,,137,40.734081,-74.004268
3fd66200f964a52040e81ee3,,Food>Burger Joint,New York,NY,,138,,
3fd66200f964a52040ef1ee3,,Nightlife Spot>Bar>Pub,Los Angeles,CA,,139,,
3fd66200f964a52040f01ee3,,Nightlife Spot>Bar>Gay Bar,Los Angeles,CA,,140,,
3fd66200f964a52041e51ee3,,Nightlife Spot>Lounge,New York,NY,,141,40.727655,-73.985342
3fd66200f964a52041eb1ee3,,Food>Steakhouse,New York,NY,,142,40.755143,-73.971005
3fd66200f964a52041ef1ee3,,Nightlife Spot>Nightclub,Los Angeles,CA,,143,,
3fd66200f964a52042e31ee3,,Food>Steakhouse,New York,NY,,144,40.750866,-73.986644
3fd66200f964a52042e81ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,145,,
3fd66200f964a52044e31ee3,,Food>Mexican Restaurant,New York,NY,,146,40.721661,-73.997365
3fd66200f964a52044e51ee3,,Nightlife Spot>Bar,New York,NY,,147,40.727252,-73.985422
3fd66200f964a52044e61ee3,,Food>American Restaurant,New York,NY,,148,40.727177,-74.000484
3fd66200f964a52044e71ee3,,Nightlife Spot>Bar>Pub,New York,NY,,149,40.741876,-73.97807
3fd66200f964a52044e81ee3,,Nightlife Spot>Bar>Sports Bar,New York,NY,,150,,
3fd66200f964a52044e91ee3,,Food>French Restaurant,New York,NY,,151,40.722077,-74.003571
3fd66200f964a52044ea1ee3,,Food>Burger Joint,New York,NY,,152,40.771068,-73.959646
3fd66200f964a52044eb1ee3,,Food>Mexican Restaurant>Burrito Place,New York,NY,,153,40.74531,-73.978421
3fd66200f964a52046e71ee3,,Nightlife Spot>Bar,New York,NY,,154,40.745949,-73.977803
3fd66200f964a52046ef1ee3,,Food>Mexican Restaurant,Los Angeles,CA,,155,,
3fd66200f964a52047e51ee3,,Nightlife Spot>Bar,New York,NY,,156,40.72975,-73.97846
3fd66200f964a52047e71ee3,,Nightlife Spot>Bar>Sports Bar,New York,NY,,157,40.746245,-73.977551
3fd66200f964a52048e81ee3,,Food>Coffee Shop,New York,NY,,158,,
3fd66200f964a52048ee1ee3,,Food>Diner,New York,NY,,159,40.71386,-73.951577
3fd66200f964a52049e31ee3,,Nightlife Spot>Bar>Whisky Bar,New York,NY,,160,40.719677,-73.98769
3fd66200f964a52049e81ee3,,Food>Latin American Restaurant,New York,NY,,161,,
3fd66200f964a5204bef1ee3,,Nightlife Spot>Bar>Dive Bar,Los Angeles,CA,,162,,
3fd66200f964a5204de41ee3,,Food>Italian Restaurant,New York,NY,,163,40.72696,-73.989061
3fd66200f964a5204de61ee3,,Food>Pizza Place,New York,NY,,164,40.721971,-73.996406
3fd66200f964a5204de71ee3,,Food>Mexican Restaurant,New York,NY,,165,40.748241,-73.976681
3fd66200f964a5204deb1ee3,,Caf�,New York,NY,,166,40.76047,-73.974328
3fd66200f964a5204ee41ee3,,Food>Diner,New York,NY,,167,40.736532,-73.990828
3fd66200f964a5204ef11ee3,,Food>Asian Restaurant>Thai Restaurant,New York,NY,,168,40.746369,-73.899219
3fd66200f964a5204fe71ee3,,Food>French Restaurant,New York,NY,,169,40.743644,-73.983888
3fd66200f964a52051e41ee3,,Nightlife Spot>Bar,New York,NY,,170,40.734668,-73.987763
3fd66200f964a52051e61ee3,,Arts & Entertainment>Comedy Club,New York,NY,,171,40.73007,-74.000354
3fd66200f964a52052e61ee3,,Food>Coffee Shop,New York,NY,,172,40.729684,-73.999758
3fd66200f964a52053e31ee3,,Food>Mexican Restaurant,New York,NY,,173,40.779649,-73.950588
3fd66200f964a52053e61ee3,,Shop & Service>Bike Shop,New York,NY,,174,40.722875,-73.996834
3fd66200f964a52053e71ee3,,Nightlife Spot>Bar,New York,NY,,175,40.742022,-73.977642
3fd66200f964a52053eb1ee3,,Travel & Transport>Hotel,New York,NY,,176,40.722011,-74.004303
3fd66200f964a52054e51ee3,,Food>Mexican Restaurant>Burrito Place,New York,NY,,177,40.725461,-73.984077
3fd66200f964a52054e91ee3,,Food>American Restaurant>New American Restaurant,New York,NY,,178,40.727119,-73.993104
3fd66200f964a52055e41ee3,,Food>American Restaurant,New York,NY,,179,40.723602,-73.989571
3fd66200f964a52056e31ee3,,Food>Fish & Chips Shop,New York,NY,,180,40.738262,-74.002265
3fd66200f964a52056e71ee3,,Nightlife Spot>Bar,New York,NY,,181,40.745212,-73.978328
3fd66200f964a52056ea1ee3,,Food>Breakfast Spot,New York,NY,,182,40.764259,-73.978758
3fd66200f964a52056ee1ee3,,Food>Pizza Place,New York,NY,,183,40.718833,-73.956621
3fd66200f964a52057e91ee3,,Nightlife Spot>Lounge,New York,NY,,184,40.72947,-73.987985
3fd66200f964a52057ef1ee3,,Nightlife Spot>Bar,Los Angeles,CA,,185,,
3fd66200f964a52058e41ee3,,Nightlife Spot>Bar>Pub,New York,NY,,186,40.728602,-73.989962
3fd66200f964a52058ef1ee3,,Arts & Entertainment>Music Venue>Rock Club,Los Angeles,CA,,187,,
3fd66200f964a52059ea1ee3,,Food>American Restaurant,New York,NY,,188,40.752213,-73.977613
3fd66200f964a5205ae31ee3,,Food>Mexican Restaurant,New York,NY,,189,40.726743,-73.989037
3fd66200f964a5205ae91ee3,,Food>American Restaurant>New American Restaurant,New York,NY,,190,40.740659,-73.998266
3fd66200f964a5205be41ee3,,Nightlife Spot>Bar>Sports Bar,New York,NY,,191,40.72952,-73.989779
3fd66200f964a5205ce81ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,192,,
3fd66200f964a5205ce91ee3,,Food>Sandwich Place,New York,NY,,193,40.726041,-74.001433
3fd66200f964a5205de41ee3,,Food>French Restaurant,New York,NY,,194,40.738216,-73.98785
3fd66200f964a5205de91ee3,,Nightlife Spot>Bar>Pub,New York,NY,,195,40.759031,-73.984131
3fd66200f964a5205dea1ee3,,Food>Vegetarian / Vegan Restaurant,New York,NY,,196,40.722186,-73.997124
3fd66200f964a5205deb1ee3,,Nightlife Spot>Brewery,New York,NY,,197,40.72158,-73.957637
3fd66200f964a5205fe41ee3,,Shop & Service>Electronics Store,New York,NY,,198,40.730928,-73.991353
3fd66200f964a5205fe91ee3,,Food>Hot Dog Joint,New York,NY,,199,40.733522,-73.999626
3fd66200f964a52061e41ee3,,Ramen /  Noodle House,New York,NY,,200,40.736828,-73.990645
3fd66200f964a52061e51ee3,,Arts & Entertainment>Music Venue,New York,NY,,201,40.723974,-73.978844
3fd66200f964a52062e41ee3,,Food>American Restaurant,New York,NY,,202,40.736869,-73.991345
3fd66200f964a52062e61ee3,,Food>Pizza Place,New York,NY,,203,40.721567,-73.995591
3fd66200f964a52063e31ee3,,Nightlife Spot>Bar,New York,NY,,204,40.745039,-73.997717
3fd66200f964a52064e91ee3,,Nightlife Spot>Bar,New York,NY,,205,,
3fd66200f964a52065ea1ee3,,Caf�,New York,NY,,206,40.727454,-73.984766
3fd66200f964a52065eb1ee3,,Nightlife Spot>Bar>Pub,New York,NY,,207,40.719434,-73.955927
3fd66200f964a52066e81ee3,,Food>Southern / Soul Food Restaurant,New York,NY,,208,,
3fd66200f964a52066ea1ee3,,Food>American Restaurant,New York,NY,,209,40.736982,-74.002197
3fd66200f964a52066ee1ee3,,Food>Gastropub,Los Angeles,CA,,210,,
3fd66200f964a52067e41ee3,,Nightlife Spot>Bar>Hookah Bar,New York,NY,,211,40.72932,-73.987965
3fd66200f964a52067e61ee3,,Food>Chinese Restaurant,New York,NY,,212,40.714642,-73.997642
3fd66200f964a52067e71ee3,,Food>Mexican Restaurant,New York,NY,,213,40.742355,-73.985032
3fd66200f964a52067e91ee3,,Nightlife Spot>Bar,New York,NY,,214,40.737216,-73.989348
3fd66200f964a52068e31ee3,,Nightlife Spot>Bar>Pub,New York,NY,,215,40.736522,-73.986949
3fd66200f964a52068ee1ee3,,Arts & Entertainment>Music Venue>Rock Club,Los Angeles,CA,,216,,
3fd66200f964a52069e71ee3,,Food>BBQ Joint,New York,NY,,217,40.742334,-73.983855
3fd66200f964a52069e81ee3,,Food>Southern / Soul Food Restaurant,New York,NY,,218,,
3fd66200f964a52069ee1ee3,,Nightlife Spot>Bar,Los Angeles,CA,,219,,
3fd66200f964a5206ae51ee3,,Arts & Entertainment>Music Venue,New York,NY,,220,40.768369,-73.955709
3fd66200f964a5206aee1ee3,,Food>Hot Dog Joint,Los Angeles,CA,,221,,
3fd66200f964a5206aef1ee3,,Nightlife Spot>Bar>Pub,Los Angeles,CA,,222,,
3fd66200f964a5206bf11ee3,,Food>Chinese Restaurant,New York,NY,,223,40.713031,-73.957551
3fd66200f964a5206ce41ee3,,Food>Seafood Restaurant,New York,NY,,224,40.737716,-73.988223
3fd66200f964a5206cea1ee3,,Food>American Restaurant,New York,NY,,225,40.708747,-74.000814
3fd66200f964a5206ceb1ee3,,Nightlife Spot>Bar,New York,NY,,226,40.718042,-73.957579
3fd66200f964a5206deb1ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,227,40.720665,-73.954779
3fd66200f964a5206dee1ee3,,Nightlife Spot>Bar>Karaoke Bar,Los Angeles,CA,,228,,
3fd66200f964a5206ee61ee3,,Nightlife Spot>Bar>Dive Bar,New York,NY,,229,40.727243,-73.982702
3fd66200f964a5206ee91ee3,,Food>Vegetarian / Vegan Restaurant,New York,NY,,230,40.730972,-73.985514
3fd66200f964a5206fe91ee3,,Food>Italian Restaurant,New York,NY,,231,40.732381,-73.999191
3fd66200f964a52070e91ee3,,Food>French Restaurant,New York,NY,,232,40.722705,-73.998199
3fd66200f964a52070f01ee3,,Nightlife Spot>Bar>Dive Bar,Los Angeles,CA,,233,,
3fd66200f964a52071e61ee3,,Nightlife Spot>Bar>Pub,New York,NY,,234,40.726075,-74.00937
3fd66200f964a52071e71ee3,,Nightlife Spot>Bar>Cocktail Bar,New York,NY,,235,40.752726,-73.977711
3fd66200f964a52071ee1ee3,,Nightlife Spot>Bar,Los Angeles,CA,,236,,
3fd66200f964a52072e61ee3,,Nightlife Spot>Lounge,New York,NY,,237,40.727146,-74.000211
3fd66200f964a52073e81ee3,,Nightlife Spot>Bar>Pub,New York,NY,,238,40.776167,-73.956152
3fd66200f964a52074e51ee3,,Nightlife Spot>Bar,New York,NY,,239,40.736988,-73.98458
3fd66200f964a52074e71ee3,,Food>Seafood Restaurant,New York,NY,,240,40.752505,-73.97758
3fd66200f964a52074e91ee3,,Food>Italian Restaurant,New York,NY,,241,40.729308,-74.002469
3fd66200f964a52075ee1ee3,,Nightlife Spot>Bar>Dive Bar,Los Angeles,CA,,242,,
3fd66200f964a52077e41ee3,,Nightlife Spot>Bar,New York,NY,,243,40.726387,-73.990007
3fd66200f964a52077e51ee3,,Food>Seafood Restaurant,New York,NY,,244,40.740892,-73.988339
3fd66200f964a52077e91ee3,,Food>American Restaurant,New York,NY,,245,40.729346,-74.003717
3fd66200f964a52077ee1ee3,,Food>American Restaurant,Los Angeles,CA,,246,,
3fd66200f964a52078ee1ee3,,Arts & Entertainment>Music Venue>Rock Club,Los Angeles,CA,,247,,
3fd66200f964a52079e91ee3,,Food>Asian Restaurant>Japanese Restaurant>Sushi Restaurant,New York,NY,,248,40.726806,-73.994455
3fd66200f964a5207ae51ee3,,Food>German Restaurant,New York,NY,,249,40.73821,-73.983649
3fd66200f964a5207ae61ee3,,Nightlife Spot>Bar,New York,NY,,250,40.714899,-74.00957
3fd66200f964a5207aee1ee3,,Travel & Transport>Hotel,Los Angeles,CA,,251,,
3fd66200f964a5207af01ee3,,Nightlife Spot>Bar,Los Angeles,CA,,252,,
3fd66200f964a5207bee1ee3,,Arts & Entertainment>Music Venue,Los Angeles,CA,,253,,
3fd66200f964a5207ce31ee3,,Nightlife Spot>Bar>Karaoke Bar,New York,NY,,254,40.730144,-73.980719
3fd66200f964a5207cf11ee3,,Food>Diner,New York,NY,,255,40.690141,-73.981977
3fd66200f964a5207de91ee3,,Food>American Restaurant,New York,NY,,256,40.753221,-73.983293
3fd66200f964a5207dea1ee3,,Food>Cajun / Creole Restaurant,New York,NY,,257,40.761981,-73.990025
3fd66200f964a5207ee51ee3,,Nightlife Spot>Bar>Sports Bar,New York,NY,,258,40.74303,-73.988414
3fd66200f964a5207eea1ee3,,Food>BBQ Joint,New York,NY,,259,40.73761,-73.987941
3fd66200f964a5207eef1ee3,,Nightlife Spot>Bar>Karaoke Bar,Los Angeles,CA,,260,,
3fd66200f964a5207fe71ee3,,Food>Mexican Restaurant,New York,NY,,261,40.749995,-73.97225
3fd66200f964a5207feb1ee3,,Food>American Restaurant,New York,NY,,262,40.710632,-73.965575
3fd66200f964a52080e41ee3,,Food>American Restaurant,New York,NY,,263,40.738063,-73.988751
3fd66200f964a52080e81ee3,,Food>American Restaurant,New York,NY,,264,,
3fd66200f964a52080ee1ee3,,Arts & Entertainment>Music Venue>Rock Club,Los Angeles,CA,,265,,
3fd66200f964a52081ea1ee3,,Food>American Restaurant,New York,NY,,266,40.737049,-73.992906
3fd66200f964a52081ee1ee3,,Food>American Restaurant,Los Angeles,CA,,267,,
3fd66200f964a52083e61ee3,,Food>Restaurant,New York,NY,,268,40.717013,-74.008123
3fd66200f964a52084e41ee3,,Food>American Restaurant,New York,NY,,269,40.737033,-73.991947
3fd66200f964a52084e51ee3,,Food>Diner,New York,NY,,270,40.740884,-73.98983
3fd66200f964a52084ea1ee3,,Arts & Entertainment>Music Venue>Rock Club,New York,NY,,271,40.74133,-73.981209
3fd66200f964a52085e41ee3,,Shop & Service>Salon / Barbershop,New York,NY,,272,40.730399,-73.992733
3fd66200f964a52085f11ee3,,Nightlife Spot>Bar>Beer Garden,New York,NY,,273,40.680939,-73.994244
