group_id,venue_id,poi_idx,span_min,size,start_time,end_time,members
43,3fd66200f964a52035e41ee3,48,23,2,2012-05-03 23:39:00+00:00,2012-05-04 00:02:00+00:00,230|334
44,3fd66200f964a52035e41ee3,48,32,3,2012-05-05 04:15:00+00:00,2012-05-05 04:47:00+00:00,534|689|1049
45,3fd66200f964a52035e41ee3,48,51,2,2012-05-12 04:15:00+00:00,2012-05-12 05:06:00+00:00,534|689
46,3fd66200f964a52035e41ee3,48,38,2,2012-05-12 05:06:00+00:00,2012-05-12 05:44:00+00:00,534|978
47,3fd66200f964a52035e41ee3,48,37,2,2012-05-19 03:38:00+00:00,2012-05-19 04:15:00+00:00,534|689
48,3fd66200f964a52035e41ee3,48,5,2,2012-05-27 02:13:00+00:00,2012-05-27 02:18:00+00:00,65|230
49,3fd66200f964a52035e41ee3,48,27,2,2012-06-09 03:48:00+00:00,2012-06-09 04:15:00+00:00,534|689
50,3fd66200f964a52035e41ee3,48,43,2,2012-06-17 03:32:00+00:00,2012-06-17 04:15:00+00:00,78|689
51,3fd66200f964a52035e41ee3,48,33,2,2012-08-19 00:34:00+00:00,2012-08-19 01:07:00+00:00,360|420
52,3fd66200f964a52035e41ee3,48,11,2,2012-09-15 04:15:00+00:00,2012-09-15 04:26:00+00:00,534|689
53,3fd66200f964a52036e41ee3,49,54,2,2012-06-10 00:37:00+00:00,2012-06-10 01:31:00+00:00,375|1007
54,3fd66200f964a52038e41ee3,54,42,2,2012-05-31 20:05:00+00:00,2012-05-31 20:47:00+00:00,865|918
55,3fd66200f964a5203ee41ee3,58,44,2,2012-05-12 04:48:00+00:00,2012-05-12 05:32:00+00:00,737|863
56,3fd66200f964a5203ee41ee3,58,31,2,2012-08-12 17:09:00+00:00,2012-08-12 17:40:00+00:00,501|666
57,3fd66200f964a52042e81ee3,63,3,2,2012-07-01 05:54:00+00:00,2012-07-01 05:57:00+00:00,89|651
58,3fd66200f964a52047e71ee3,70,20,2,2012-04-15 00:26:00+00:00,2012-04-15 00:46:00+00:00,401|822
59,3fd66200f964a52051e41ee3,77,31,2,2012-09-14 21:28:00+00:00,2012-09-14 21:59:00+00:00,245|1045
60,3fd66200f964a52053eb1ee3,78,9,2,2012-09-15 02:47:00+00:00,2012-09-15 02:56:00+00:00,407|806
61,3fd66200f964a52056ee1ee3,81,46,2,2012-05-03 20:16:00+00:00,2012-05-03 21:02:00+00:00,406|601
62,3fd66200f964a5205ae91ee3,85,47,2,2012-04-20 03:44:00+00:00,2012-04-20 04:31:00+00:00,387|491
63,3fd66200f964a5205ae91ee3,85,7,2,2012-06-07 06:06:00+00:00,2012-06-07 06:13:00+00:00,106|491
64,3fd66200f964a5205ae91ee3,85,4,2,2012-06-21 08:11:00+00:00,2012-06-21 08:15:00+00:00,238|801
65,3fd66200f964a5205deb1ee3,88,37,2,2012-05-27 19:22:00+00:00,2012-05-27 19:59:00+00:00,888|981
66,3fd66200f964a5205deb1ee3,88,55,2,2012-12-08 18:03:00+00:00,2012-12-08 18:58:00+00:00,223|929
67,3fd66200f964a5205fe41ee3,89,51,2,2012-05-29 22:44:00+00:00,2012-05-29 23:35:00+00:00,457|485
68,3fd66200f964a52069e71ee3,99,13,2,2012-04-28 16:56:00+00:00,2012-04-28 17:09:00+00:00,129|665
69,3fd66200f964a5206ae51ee3,100,13,2,2012-12-08 06:07:00+00:00,2012-12-08 06:20:00+00:00,352|866
70,3fd66200f964a52073e81ee3,111,50,2,2012-05-19 02:35:00+00:00,2012-05-19 03:25:00+00:00,591|681
71,3fd66200f964a5208be41ee3,125,54,2,2012-04-21 01:36:00+00:00,2012-04-21 02:30:00+00:00,611|831
72,3fd66200f964a5208be41ee3,125,47,2,2012-04-26 01:37:00+00:00,2012-04-26 02:24:00+00:00,424|511
73,3fd66200f964a520a2e41ee3,141,25,2,2012-06-17 05:32:00+00:00,2012-06-17 05:57:00+00:00,550|978
74,3fd66200f964a520a4e31ee3,142,50,2,2012-05-29 17:33:00+00:00,2012-05-29 18:23:00+00:00,297|912
75,3fd66200f964a520a7e31ee3,144,18,2,2012-04-22 00:22:00+00:00,2012-04-22 00:40:00+00:00,119|216
76,3fd66200f964a520a9f11ee3,146,22,2,2012-04-14 00:05:00+00:00,2012-04-14 00:27:00+00:00,218|220
77,3fd66200f964a520aae81ee3,148,22,2,2012-04-22 06:50:00+00:00,2012-04-22 07:12:00+00:00,591|681
78,3fd66200f964a520aae81ee3,148,44,2,2012-05-19 00:38:00+00:00,2012-05-19 01:22:00+00:00,317|868
79,3fd66200f964a520abe51ee3,149,15,2,2012-04-15 00:03:00+00:00,2012-04-15 00:18:00+00:00,244|614
80,3fd66200f964a520b0e71ee3,153,1,2,2012-05-16 23:30:00+00:00,2012-05-16 23:31:00+00:00,310|904
81,3fd66200f964a520bbe61ee3,162,46,2,2012-05-09 00:04:00+00:00,2012-05-09 00:50:00+00:00,167|1012
82,3fd66200f964a520bbe61ee3,162,1,2,2012-05-15 02:21:00+00:00,2012-05-15 02:22:00+00:00,51|953
83,3fd66200f964a520bbe61ee3,162,55,2,2012-05-16 00:13:00+00:00,2012-05-16 01:08:00+00:00,167|1021
84,3fd66200f964a520bbe61ee3,162,3,2,2012-05-16 02:27:00+00:00,2012-05-16 02:30:00+00:00,51|283
85,3fd66200f964a520c2e51ee3,167,20,2,2012-05-26 04:07:00+00:00,2012-05-26 04:27:00+00:00,298|954
86,3fd66200f964a520c5e41ee3,168,38,2,2012-05-05 23:39:00+00:00,2012-05-06 00:17:00+00:00,192|680
87,3fd66200f964a520c5f01ee3,169,14,2,2012-06-17 05:07:00+00:00,2012-06-17 05:21:00+00:00,785|1083
88,3fd66200f964a520c5f11ee3,170,47,2,2012-05-06 23:59:00+00:00,2012-05-07 00:46:00+00:00,745|1064
89,3fd66200f964a520cee51ee3,174,27,2,2012-06-09 23:35:00+00:00,2012-06-10 00:02:00+00:00,715|813
90,3fd66200f964a520d1e31ee3,175,1,2,2012-04-17 23:17:00+00:00,2012-04-17 23:18:00+00:00,169|1083
91,3fd66200f964a520d5e31ee3,176,35,2,2012-04-22 15:32:00+00:00,2012-04-22 16:07:00+00:00,449|1023
92,3fd66200f964a520d7f11ee3,179,53,2,2012-04-09 18:49:00+00:00,2012-04-09 19:42:00+00:00,745|1071
93,3fd66200f964a520d7f11ee3,179,50,2,2012-04-09 21:47:00+00:00,2012-04-09 22:37:00+00:00,797|846
94,3fd66200f964a520d7f11ee3,179,31,2,2012-04-09 22:37:00+00:00,2012-04-09 23:08:00+00:00,291|846
95,3fd66200f964a520d7f11ee3,179,14,2,2012-04-16 17:06:00+00:00,2012-04-16 17:20:00+00:00,233|1071
96,3fd66200f964a520d7f11ee3,179,22,2,2012-04-19 21:30:00+00:00,2012-04-19 21:52:00+00:00,519|745
97,3fd66200f964a520d7f11ee3,179,35,2,2012-04-22 15:01:00+00:00,2012-04-22 15:36:00+00:00,119|745
98,3fd66200f964a520d7f11ee3,179,11,2,2012-04-27 17:50:00+00:00,2012-04-27 18:01:00+00:00,187|292
99,3fd66200f964a520d7f11ee3,179,45,2,2012-05-01 20:42:00+00:00,2012-05-01 21:27:00+00:00,175|560
100,3fd66200f964a520d7f11ee3,179,21,2,2012-05-04 17:48:00+00:00,2012-05-04 18:09:00+00:00,81|438
101,3fd66200f964a520d7f11ee3,179,23,2,2012-05-13 00:37:00+00:00,2012-05-13 01:00:00+00:00,130|981
102,3fd66200f964a520d7f11ee3,179,44,2,2012-05-16 15:58:00+00:00,2012-05-16 16:42:00+00:00,187|745
103,3fd66200f964a520d7f11ee3,179,7,2,2012-05-16 18:57:00+00:00,2012-05-16 19:04:00+00:00,265|351
104,3fd66200f964a520d7f11ee3,179,30,2,2012-05-17 16:43:00+00:00,2012-05-17 17:13:00+00:00,56|438
105,3fd66200f964a520d7f11ee3,179,53,2,2012-05-17 17:13:00+00:00,2012-05-17 18:06:00+00:00,10|56
106,3fd66200f964a520d7f11ee3,179,40,2,2012-05-18 22:03:00+00:00,2012-05-18 22:43:00+00:00,84|130
107,3fd66200f964a520d7f11ee3,179,28,2,2012-05-18 22:43:00+00:00,2012-05-18 23:11:00+00:00,130|510
108,3fd66200f964a520d7f11ee3,179,37,2,2012-05-25 18:20:00+00:00,2012-05-25 18:57:00+00:00,231|289
109,3fd66200f964a520d7f11ee3,179,11,2,2012-05-31 17:24:00+00:00,2012-05-31 17:35:00+00:00,280|766
110,3fd66200f964a520d7f11ee3,179,34,2,2012-05-31 21:43:00+00:00,2012-05-31 22:17:00+00:00,48|56
111,3fd66200f964a520d7f11ee3,179,54,2,2012-07-03 22:33:00+00:00,2012-07-03 23:27:00+00:00,81|736
112,3fd66200f964a520d7f11ee3,179,47,2,2012-07-05 16:28:00+00:00,2012-07-05 17:15:00+00:00,438|780
113,3fd66200f964a520d7f11ee3,179,18,2,2012-08-17 00:39:00+00:00,2012-08-17 00:57:00+00:00,313|711
114,3fd66200f964a520d7f11ee3,179,9,2,2012-12-12 23:14:00+00:00,2012-12-12 23:23:00+00:00,490|719
115,3fd66200f964a520daf11ee3,183,54,3,2012-05-18 22:26:00+00:00,2012-05-18 23:20:00+00:00,823|1001|1042
116,3fd66200f964a520dbe31ee3,184,50,2,2012-04-15 00:23:00+00:00,2012-04-15 01:13:00+00:00,240|1055
117,3fd66200f964a520dde31ee3,189,2,2,2012-06-05 00:26:00+00:00,2012-06-05 00:28:00+00:00,115|563
118,3fd66200f964a520ddf01ee3,190,10,2,2012-04-13 16:51:00+00:00,2012-04-13 17:01:00+00:00,361|851
119,3fd66200f964a520ddf01ee3,190,35,2,2012-04-14 15:43:00+00:00,2012-04-14 16:18:00+00:00,1000|1079
120,3fd66200f964a520ddf01ee3,190,37,4,2012-04-14 16:18:00+00:00,2012-04-14 16:55:00+00:00,169|510|890|1000
121,3fd66200f964a520ddf01ee3,190,34,4,2012-04-14 16:51:00+00:00,2012-04-14 17:25:00+00:00,169|279|510|890
122,3fd66200f964a520ddf01ee3,190,52,6,2012-04-17 22:00:00+00:00,2012-04-17 22:52:00+00:00,159|211|710|892|922|1000
123,3fd66200f964a520ddf01ee3,190,56,6,2012-04-17 22:08:00+00:00,2012-04-17 23:04:00+00:00,159|211|413|710|892|922
124,3fd66200f964a520ddf01ee3,190,60,6,2012-04-17 22:10:00+00:00,2012-04-17 23:10:00+00:00,159|182|413|710|892|922
125,3fd66200f964a520ddf01ee3,190,58,7,2012-04-17 22:47:00+00:00,2012-04-17 23:45:00+00:00,182|413|710|831|880|892|922
126,3fd66200f964a520ddf01ee3,190,59,7,2012-04-17 22:51:00+00:00,2012-04-17 23:50:00+00:00,182|413|461|710|831|880|922
127,3fd66200f964a520ddf01ee3,190,56,2,2012-04-18 21:44:00+00:00,2012-04-18 22:40:00+00:00,356|540
128,3fd66200f964a520ddf01ee3,190,51,5,2012-04-18 22:40:00+00:00,2012-04-18 23:31:00+00:00,153|325|421|540|780
129,3fd66200f964a520ddf01ee3,190,17,5,2012-04-18 23:24:00+00:00,2012-04-18 23:41:00+00:00,153|325|421|442|780
130,3fd66200f964a520ddf01ee3,190,14,2,2012-04-19 22:11:00+00:00,2012-04-19 22:25:00+00:00,301|831
131,3fd66200f964a520ddf01ee3,190,58,3,2012-04-19 22:25:00+00:00,2012-04-19 23:23:00+00:00,301|463|713
132,3fd66200f964a520ddf01ee3,190,34,3,2012-04-19 23:18:00+00:00,2012-04-19 23:52:00+00:00,463|713|975
133,3fd66200f964a520ddf01ee3,190,35,6,2012-04-27 22:38:00+00:00,2012-04-27 23:13:00+00:00,151|325|499|852|931|982
134,3fd66200f964a520ddf01ee3,190,56,3,2012-04-27 23:01:00+00:00,2012-04-27 23:57:00+00:00,144|852|931
135,3fd66200f964a520ddf01ee3,190,55,3,2012-04-28 18:53:00+00:00,2012-04-28 19:48:00+00:00,312|622|788
136,3fd66200f964a520ddf01ee3,190,39,5,2012-04-28 19:41:00+00:00,2012-04-28 20:20:00+00:00,110|368|622|696|788
137,3fd66200f964a520ddf01ee3,190,60,5,2012-04-28 19:48:00+00:00,2012-04-28 20:48:00+00:00,110|129|368|696|788
138,3fd66200f964a520ddf01ee3,190,38,3,2012-04-29 16:15:00+00:00,2012-04-29 16:53:00+00:00,43|511|964
139,3fd66200f964a520ddf01ee3,190,34,2,2012-04-29 17:54:00+00:00,2012-04-29 18:28:00+00:00,122|363
140,3fd66200f964a520ddf01ee3,190,25,2,2012-05-01 22:55:00+00:00,2012-05-01 23:20:00+00:00,922|1019
141,3fd66200f964a520ddf01ee3,190,42,2,2012-05-01 23:20:00+00:00,2012-05-02 00:02:00+00:00,144|1019
142,3fd66200f964a520ddf01ee3,190,53,5,2012-05-08 22:38:00+00:00,2012-05-08 23:31:00+00:00,591|681|696|922|981
143,3fd66200f964a520ddf01ee3,190,44,3,2012-05-09 23:07:00+00:00,2012-05-09 23:51:00+00:00,173|461|943
144,3fd66200f964a520ddf01ee3,190,18,3,2012-05-10 22:35:00+00:00,2012-05-10 22:53:00+00:00,244|398|922
145,3fd66200f964a520ddf01ee3,190,48,3,2012-05-10 22:51:00+00:00,2012-05-10 23:39:00+00:00,30|244|922
146,3fd66200f964a520ddf01ee3,190,20,2,2012-05-10 23:39:00+00:00,2012-05-10 23:59:00+00:00,30|827
147,3fd66200f964a520ddf01ee3,190,53,5,2012-05-11 22:22:00+00:00,2012-05-11 23:15:00+00:00,312|325|368|496|510
148,3fd66200f964a520ddf01ee3,190,52,3,2012-05-11 23:09:00+00:00,2012-05-12 00:01:00+00:00,312|496|564
149,3fd66200f964a520ddf01ee3,190,41,4,2012-05-12 19:44:00+00:00,2012-05-12 20:25:00+00:00,286|526|788|1000
150,3fd66200f964a520ddf01ee3,190,56,4,2012-05-12 20:00:00+00:00,2012-05-12 20:56:00+00:00,144|286|788|1000
151,3fd66200f964a520ddf01ee3,190,8,3,2012-05-16 13:57:00+00:00,2012-05-16 14:05:00+00:00,117|509|1020
152,3fd66200f964a520ddf01ee3,190,55,7,2012-05-18 22:43:00+00:00,2012-05-18 23:38:00+00:00,267|325|569|710|768|922|964
153,3fd66200f964a520ddf01ee3,190,60,5,2012-05-18 22:55:00+00:00,2012-05-18 23:55:00+00:00,569|710|922|964|1051
154,3fd66200f964a520ddf01ee3,190,41,2,2012-05-19 15:18:00+00:00,2012-05-19 15:59:00+00:00,65|581
155,3fd66200f964a520ddf01ee3,190,28,3,2012-05-19 16:36:00+00:00,2012-05-19 17:04:00+00:00,309|581|844
156,3fd66200f964a520ddf01ee3,190,12,2,2012-05-21 20:57:00+00:00,2012-05-21 21:09:00+00:00,18|26
157,3fd66200f964a520ddf01ee3,190,12,2,2012-05-21 23:24:00+00:00,2012-05-21 23:36:00+00:00,144|368
158,3fd66200f964a520ddf01ee3,190,52,2,2012-05-23 21:42:00+00:00,2012-05-23 22:34:00+00:00,312|1000
159,3fd66200f964a520ddf01ee3,190,36,3,2012-05-23 22:34:00+00:00,2012-05-23 23:10:00+00:00,201|312|564
160,3fd66200f964a520ddf01ee3,190,44,3,2012-05-23 22:51:00+00:00,2012-05-23 23:35:00+00:00,144|201|564
161,3fd66200f964a520ddf01ee3,190,36,3,2012-06-06 23:32:00+00:00,2012-06-07 00:08:00+00:00,284|368|788
162,3fd66200f964a520ddf01ee3,190,42,5,2012-06-08 22:25:00+00:00,2012-06-08 23:07:00+00:00,210|249|401|922|1017
163,3fd66200f964a520ddf01ee3,190,37,5,2012-06-08 22:49:00+00:00,2012-06-08 23:26:00+00:00,249|401|645|922|1017
164,3fd66200f964a520ddf01ee3,190,45,2,2012-06-09 21:31:00+00:00,2012-06-09 22:16:00+00:00,27|536
165,3fd66200f964a520ddf01ee3,190,48,3,2012-06-09 22:16:00+00:00,2012-06-09 23:04:00+00:00,354|387|536
166,3fd66200f964a520ddf01ee3,190,37,3,2012-06-09 23:01:00+00:00,2012-06-09 23:38:00+00:00,131|354|387
167,3fd66200f964a520ddf01ee3,190,48,2,2012-06-09 23:38:00+00:00,2012-06-10 00:26:00+00:00,131|1000
168,3fd66200f964a520ddf01ee3,190,55,2,2012-06-10 17:28:00+00:00,2012-06-10 18:23:00+00:00,436|847
169,3fd66200f964a520ddf01ee3,190,51,3,2012-06-26 23:19:00+00:00,2012-06-27 00:10:00+00:00,246|927|1067
170,3fd66200f964a520ddf01ee3,190,32,2,2012-06-27 17:17:00+00:00,2012-06-27 17:49:00+00:00,622|636
171,3fd66200f964a520ddf01ee3,190,49,2,2012-07-06 23:26:00+00:00,2012-07-07 00:15:00+00:00,166|664
172,3fd66200f964a520ddf01ee3,190,36,4,2012-07-17 22:41:00+00:00,2012-07-17 23:17:00+00:00,460|591|675|688
173,3fd66200f964a520ddf01ee3,190,34,3,2012-07-27 22:45:00+00:00,2012-07-27 23:19:00+00:00,325|1015|1067
174,3fd66200f964a520ddf01ee3,190,58,3,2012-07-29 22:47:00+00:00,2012-07-29 23:45:00+00:00,249|257|466
175,3fd66200f964a520ddf01ee3,190,54,2,2012-07-29 23:45:00+00:00,2012-07-30 00:39:00+00:00,249|312
176,3fd66200f964a520ddf01ee3,190,16,2,2012-07-30 00:39:00+00:00,2012-07-30 00:55:00+00:00,312|730
177,3fd66200f964a520ddf01ee3,190,48,2,2012-08-16 17:58:00+00:00,2012-08-16 18:46:00+00:00,237|789
178,3fd66200f964a520ddf01ee3,190,52,3,2012-08-17 22:43:00+00:00,2012-08-17 23:35:00+00:00,390|922|960
179,3fd66200f964a520ddf01ee3,190,33,2,2012-08-17 23:35:00+00:00,2012-08-18 00:08:00+00:00,153|390
180,3fd66200f964a520ddf01ee3,190,20,3,2012-09-14 22:25:00+00:00,2012-09-14 22:45:00+00:00,325|533|922
181,3fd66200f964a520ddf01ee3,190,57,2,2012-09-14 22:45:00+00:00,2012-09-14 23:42:00+00:00,692|922
182,3fd66200f964a520ddf01ee3,190,25,2,2012-09-14 23:42:00+00:00,2012-09-15 00:07:00+00:00,692|821
183,3fd66200f964a520ddf01ee3,190,9,4,2012-10-11 23:42:00+00:00,2012-10-11 23:51:00+00:00,361|788|796|960
184,3fd66200f964a520def11ee3,192,28,2,2012-04-03 20:50:00+00:00,2012-04-03 21:18:00+00:00,519|615
185,3fd66200f964a520def11ee3,192,37,2,2012-04-04 19:12:00+00:00,2012-04-04 19:49:00+00:00,612|1013
186,3fd66200f964a520def11ee3,192,56,3,2012-04-10 21:42:00+00:00,2012-04-10 22:38:00+00:00,615|659|756
187,3fd66200f964a520def11ee3,192,46,4,2012-04-12 20:52:00+00:00,2012-04-12 21:38:00+00:00,130|354|615|938
188,3fd66200f964a520def11ee3,192,59,2,2012-04-14 19:18:00+00:00,2012-04-14 20:17:00+00:00,130|235
189,3fd66200f964a520def11ee3,192,58,2,2012-04-14 23:26:00+00:00,2012-04-15 00:24:00+00:00,56|762
190,3fd66200f964a520def11ee3,192,59,2,2012-04-15 16:36:00+00:00,2012-04-15 17:35:00+00:00,33|1001
191,3fd66200f964a520def11ee3,192,18,2,2012-04-15 17:35:00+00:00,2012-04-15 17:53:00+00:00,33|130
192,3fd66200f964a520def11ee3,192,55,2,2012-04-15 19:59:00+00:00,2012-04-15 20:54:00+00:00,190|615
193,3fd66200f964a520def11ee3,192,29,3,2012-04-16 18:24:00+00:00,2012-04-16 18:53:00+00:00,699|742|1013
194,3fd66200f964a520def11ee3,192,0,2,2012-04-16 20:23:00+00:00,2012-04-16 20:23:00+00:00,93|615
195,3fd66200f964a520def11ee3,192,20,2,2012-04-20 19:07:00+00:00,2012-04-20 19:27:00+00:00,615|745
196,3fd66200f964a520def11ee3,192,1,2,2012-04-22 21:52:00+00:00,2012-04-22 21:53:00+00:00,303|615
197,3fd66200f964a520def11ee3,192,12,2,2012-04-23 17:25:00+00:00,2012-04-23 17:37:00+00:00,52|1026
198,3fd66200f964a520def11ee3,192,41,2,2012-04-23 22:51:00+00:00,2012-04-23 23:32:00+00:00,153|519
199,3fd66200f964a520def11ee3,192,1,3,2012-04-25 23:46:00+00:00,2012-04-25 23:47:00+00:00,514|797|940
200,3fd66200f964a520def11ee3,192,55,2,2012-04-28 19:47:00+00:00,2012-04-28 20:42:00+00:00,900|1026
201,3fd66200f964a520def11ee3,192,34,2,2012-04-28 20:42:00+00:00,2012-04-28 21:16:00+00:00,471|900
202,3fd66200f964a520def11ee3,192,55,2,2012-04-28 21:16:00+00:00,2012-04-28 22:11:00+00:00,471|762
203,3fd66200f964a520def11ee3,192,22,2,2012-04-29 18:06:00+00:00,2012-04-29 18:28:00+00:00,148|962
204,3fd66200f964a520def11ee3,192,33,2,2012-05-01 18:33:00+00:00,2012-05-01 19:06:00+00:00,46|615
205,3fd66200f964a520def11ee3,192,60,2,2012-05-01 20:59:00+00:00,2012-05-01 21:59:00+00:00,498|515
206,3fd66200f964a520def11ee3,192,55,4,2012-05-01 21:59:00+00:00,2012-05-01 22:54:00+00:00,330|498|1049|1061
207,3fd66200f964a520def11ee3,192,24,2,2012-05-05 00:38:00+00:00,2012-05-05 01:02:00+00:00,495|514
208,3fd66200f964a520def11ee3,192,59,4,2012-05-05 20:10:00+00:00,2012-05-05 21:09:00+00:00,56|130|664|912
209,3fd66200f964a520def11ee3,192,18,4,2012-05-05 20:54:00+00:00,2012-05-05 21:12:00+00:00,56|130|279|912
210,3fd66200f964a520def11ee3,192,44,2,2012-05-12 18:22:00+00:00,2012-05-12 19:06:00+00:00,823|927
211,3fd66200f964a520def11ee3,192,37,2,2012-05-12 21:50:00+00:00,2012-05-12 22:27:00+00:00,510|639
212,3fd66200f964a520def11ee3,192,15,2,2012-05-19 02:54:00+00:00,2012-05-19 03:09:00+00:00,510|664
213,3fd66200f964a520def11ee3,192,32,2,2012-05-29 21:23:00+00:00,2012-05-29 21:55:00+00:00,519|742
214,3fd66200f964a520def11ee3,192,4,2,2012-05-29 23:29:00+00:00,2012-05-29 23:33:00+00:00,638|786
215,3fd66200f964a520def11ee3,192,5,2,2012-06-05 12:49:00+00:00,2012-06-05 12:54:00+00:00,137|535
216,3fd66200f964a520def11ee3,192,28,2,2012-06-06 22:23:00+00:00,2012-06-06 22:51:00+00:00,742|868
217,3fd66200f964a520def11ee3,192,32,2,2012-06-09 18:28:00+00:00,2012-06-09 19:00:00+00:00,484|640
218,3fd66200f964a520def11ee3,192,54,2,2012-06-09 22:17:00+00:00,2012-06-09 23:11:00+00:00,52|664
