constructed_group_id,regime,size,members,anchors,n_examples,n_train,n_val,n_test,heterogeneity
occ_000090,occasional,2,2365|2511,2365|2511,98,72,7,19,0.1764
occ_000091,occasional,2,3869|25093,3869|25093,98,62,13,23,0.1698
occ_000092,occasional,2,11644|15713,11644|15713,97,47,16,34,0.195
occ_000093,occasional,2,145|189,145|189,96,57,11,28,0.2218
occ_000094,occasional,2,2033|2270,2033|2270,96,50,16,30,0.1718
occ_000095,occasional,2,7200|17085,7200|17085,96,67,9,20,0.3225
occ_000096,occasional,3,8837|19494|20027,8837|19494|20027,96,51,14,31,0.4587
occ_000097,occasional,2,9687|27933,9687|27933,95,44,18,33,0.324
occ_000098,occasional,2,5766|7563,5766|7563,93,51,8,34,0.3155
occ_000099,occasional,2,18628|18856,18628|18856,93,72,10,11,0.1793
occ_000100,occasional,3,24642|27003|31048,24642|27003|31048,93,63,15,15,0.2116
occ_000101,occasional,3,227|3375|20044,227|3375|20044,92,53,11,28,0.2386
occ_000102,occasional,2,6007|8764,6007|8764,92,48,16,28,0.3701
occ_000103,occasional,2,6672|14766,6672|14766,92,54,16,22,0.3896
occ_000104,occasional,2,955|2012,955|2012,91,56,12,23,0.5331
occ_000105,occasional,3,8705|23728|23784,8705|23728|23784,91,55,19,17,0.4481
occ_000106,occasional,3,1379|1799|1940,1379|1799|1940,90,50,15,25,0.1901
occ_000107,occasional,2,3190|3238,3190|3238,90,30,20,40,0.2977
occ_000108,occasional,3,3535|16677|21056,3535|16677,90,20,23,47,0.7184
occ_000109,occasional,3,3971|5915|6125,3971|6125,89,65,8,16,0.5853
occ_000110,occasional,4,1379|1799|1940|3541,1379|1799|1940|3541,88,49,13,26,0.2085
occ_000111,occasional,2,8911|15713,8911|15713,88,68,0,20,0.7972
occ_000112,occasional,2,11424|12355,11424|12355,87,54,7,26,0.2657
occ_000113,occasional,2,236|4196,236|4196,85,74,4,7,0.0979
occ_000114,occasional,2,867|11361,867|11361,85,43,16,26,0.9284
occ_000115,occasional,2,5853|7838,5853|7838,85,56,11,18,0.1801
occ_000116,occasional,2,459|10238,459|10238,84,57,13,14,0.2837
occ_000117,occasional,2,497|8644,497|8644,84,48,13,23,0.3637
occ_000118,occasional,2,1585|3503,1585|3503,84,50,8,26,0.4194
occ_000119,occasional,2,1463|1467,1463|1467,83,54,12,17,0.0742
occ_000120,occasional,3,20800|21495|23899,20800|21495|23899,83,52,9,22,0.3458
occ_000121,occasional,3,227|20044|22443,227|20044|22443,82,38,13,31,0.2781
occ_000122,occasional,4,581|5089|5755|11987,581|5089|5755|11987,82,50,4,28,0.4665
occ_000123,occasional,2,3954|4837,3954|4837,82,62,8,12,0.2543
occ_000124,occasional,3,227|2379|3375,227|2379|3375,81,54,11,16,0.4387
occ_000125,occasional,2,359|2740,359|2740,81,49,10,22,0.533
occ_000126,occasional,2,20659|26491,20659|26491,81,61,1,19,0.2775
occ_000127,occasional,2,4389|4391,4389|4391,80,43,13,24,0.091
occ_000128,occasional,3,9497|9501|9779,9497|9501|9779,80,58,8,14,0.2077
occ_000129,occasional,3,1173|4011|10171,1173|4011|10171,79,41,12,26,0.4353
occ_000130,occasional,2,8837|19494,8837|19494,79,50,12,17,0.2678
occ_000131,occasional,2,10084|10356,10084|10356,79,53,7,19,0.3708
occ_000132,occasional,2,11739|11741,11739|11741,79,47,3,29,0.4253
occ_000133,occasional,2,23907|24567,23907|24567,79,51,8,20,0.1324
occ_000134,occasional,2,459|1291,459|1291,77,55,7,15,0.7044
occ_000135,occasional,3,867|6604|11654,867|6604|11654,77,57,4,16,0.2685
occ_000136,occasional,2,2033|8084,2033|8084,77,42,9,26,0.704
occ_000137,occasional,3,154|197|331,154|197|331,76,34,12,30,0.2365
occ_000138,occasional,2,4196|7722,4196|7722,76,55,3,18,0.3525
occ_000139,occasional,2,1107|2270,1107|2270,75,52,12,11,0.1391
occ_000140,occasional,2,1920|7722,1920|7722,75,45,13,17,0.2996
occ_000141,occasional,2,3375|3376,3375|3376,75,47,9,19,0.1901
occ_000142,occasional,3,9887|11234|22274,9887|11234|22274,75,53,8,14,0.093
occ_000143,occasional,2,16807|17964,16807|17964,75,49,5,21,0.1501
occ_000144,occasional,3,3954|7200|17085,3954|7200|17085,74,43,14,17,0.2373
occ_000145,occasional,2,4837|7200,4837|7200,72,57,4,11,0.3921
occ_000146,occasional,3,5123|5159|13386,5123|5159|13386,72,30,10,32,0.2954
occ_000147,occasional,2,236|15596,236|15596,72,27,18,27,0.6863
occ_000148,occasional,5,2369|3285|3640|6457|9901,2369|3285|3640|6457|9901,71,33,15,23,0.6147
occ_000149,occasional,3,2971|3795|3798,2971|3795|3798,71,42,8,21,0.1996
occ_000150,occasional,4,3954|6059|7200|17085,3954|7200|17085,71,51,4,16,0.3247
occ_000151,occasional,2,4502|13176,4502|13176,71,44,13,14,0.2701
occ_000152,occasional,2,5123|13386,5123|13386,71,37,7,27,0.3436
occ_000153,occasional,2,5970|6393,5970|6393,71,51,8,12,0.6557
occ_000154,occasional,3,23765|24455|27799,23765|24455|27799,71,37,10,24,0.3831
occ_000155,occasional,2,7045|19861,7045|19861,70,50,5,15,0.109
occ_000156,occasional,3,955|1487|2012,955|1487|2012,69,52,8,9,0.5217
occ_000157,occasional,2,6294|10238,6294|10238,69,62,0,7,0.4059
occ_000158,occasional,2,18861|24332,18861|24332,69,21,0,48,0.4109
occ_000159,occasional,2,13046|29130,13046|29130,68,31,12,25,0.3216
occ_000160,occasional,2,14991|22873,14991|22873,68,43,10,15,0.1613
occ_000161,occasional,5,581|3726|5089|5755|11987,581|5089|5755|11987,68,0,3,65,0.4307
occ_000162,occasional,3,5888|8191|9763,8191|9763,67,51,7,9,0.6142
occ_000163,occasional,2,227|3375,227|3375,66,48,6,12,0.1942
occ_000164,occasional,2,1376|26502,1376|26502,66,58,8,0,0.2718
occ_000165,occasional,2,459|581,459|581,65,47,7,11,0.4285
occ_000166,occasional,4,3954|4837|7160|7200,3954|4837|7200,65,52,5,8,0.5138
occ_000167,occasional,3,7208|7302|7696,7208|7302|7696,65,39,11,15,0.3951
occ_000168,occasional,4,59|2780|12554|12629,59|2780|12554|12629,64,30,15,19,0.0614
occ_000169,occasional,2,955|1487,955|1487,64,50,5,9,0.445
occ_000170,occasional,2,6214|7722,6214|7722,64,39,4,21,0.5771
occ_000171,occasional,4,227|2379|3375|3720,227|2379|3375|3720,63,34,8,21,0.6101
occ_000172,occasional,3,7264|11234|22274,11234|22274,63,52,3,8,0.4355
occ_000173,occasional,2,26061|26062,26061|26062,63,28,12,23,0.5275
occ_000174,occasional,2,459|4111,459|4111,62,45,8,9,0.2482
occ_000175,occasional,2,2379|4196,2379|4196,62,30,7,25,0.4519
occ_000176,occasional,2,3488|7405,3488|7405,62,32,12,18,0.6072
occ_000177,occasional,2,4142|6775,4142|6775,62,42,8,12,0.2271
occ_000178,occasional,2,96|2033,96|2033,61,52,4,5,0.1762
occ_000179,occasional,2,1531|3586,1531|3586,61,38,6,17,0.1405
occ_000180,occasional,2,2511|2546,2511|2546,61,57,2,2,0.6963
occ_000181,occasional,3,9497|11234|22274,9497|11234|22274,61,26,9,26,0.4538
occ_000182,occasional,3,11836|13077|13448,11836|13077|13448,61,38,8,15,0.4375
occ_000183,occasional,4,14397|15319|15327|25119,14397|15319|15327|25119,61,30,13,18,0.2565
occ_000184,occasional,2,17277|21143,17277|21143,61,44,2,15,0.3663
occ_000185,occasional,3,994|3795|7140,994|3795,60,52,3,5,0.2263
occ_000186,occasional,5,1291|1417|1585|1608|15619,1585|1608,60,26,9,25,0.4518
occ_000187,occasional,2,4511|18059,4511|18059,60,40,7,13,0.105
occ_000188,occasional,2,11836|13448,11836|13448,60,33,8,19,0.4786
occ_000189,occasional,3,43|6607|11891,43|6607|11891,59,46,1,12,0.2007
occ_000190,occasional,3,292|295|7140,292|295,59,42,3,14,0.3122
occ_000191,occasional,2,2412|16670,2412|16670,59,43,3,13,0.2635
occ_000192,occasional,2,59|1463,59|1463,58,49,2,7,0.3814
occ_000193,occasional,4,3954|4837|7200|23157,3954|7200|23157,58,26,12,20,0.2947
occ_000194,occasional,3,6007|8574|8764,6007|8574|8764,58,34,7,17,0.4087
occ_000195,occasional,2,13580|14766,13580|14766,58,34,7,17,0.412
occ_000196,occasional,2,75|8593,75|8593,57,32,7,18,0.3093
occ_000197,occasional,3,3954|7200|9763,3954|7200|9763,57,36,7,14,0.312
occ_000198,occasional,2,4159|5282,4159|5282,57,33,10,14,0.1604
occ_000199,occasional,2,7722|11949,7722|11949,57,31,5,21,0.2946
occ_000200,occasional,4,59|2780|5147|12564,59|2780|5147|12564,56,33,9,14,0.3801
occ_000201,occasional,2,157|2033,157|2033,56,42,6,8,0.2727
occ_000202,occasional,3,2314|3566|8347,2314|3566|8347,56,36,8,12,0.4456
occ_000203,occasional,2,3795|3798,3795|3798,56,53,2,1,0.1457
occ_000204,occasional,2,6458|6460,6458|6460,56,31,10,15,0.2281
occ_000205,occasional,2,20044|22443,20044|22443,56,30,11,15,0.1756
occ_000206,occasional,2,2667|3685,2667|3685,55,23,18,14,0.6013
occ_000207,occasional,2,3798|8142,3798|8142,55,46,6,3,0.2271
occ_000208,occasional,2,8705|23784,8705|23784,55,47,0,8,0.2711
occ_000209,occasional,3,9497|11234|16078,9497|11234|16078,55,34,7,14,0.5125
occ_000210,occasional,2,423|3685,423|3685,54,35,7,12,0.8301
occ_000211,occasional,2,1944|16817,1944|16817,54,34,6,14,0.3902
occ_000212,occasional,3,2402|2667|20353,2402|2667,54,17,11,26,0.6914
occ_000213,occasional,3,2584|3954|7200,2584|3954|7200,54,26,10,18,0.2357
occ_000214,occasional,3,2876|3007|3145,2876|3007|3145,54,40,8,6,0.4463
occ_000215,occasional,4,3145|3317|7208|7302,3145|3317|7208|7302,54,36,5,13,0.5548
occ_000216,occasional,2,7722|9916,7722|9916,54,39,3,12,0.613
occ_000217,occasional,2,21767|23124,21767|23124,54,32,5,17,0.2968
occ_000218,occasional,3,59|5147|12564,59|5147|12564,53,27,11,15,0.4349
occ_000219,occasional,2,236|4280,236|4280,53,46,4,3,0.1982
occ_000220,occasional,2,423|4787,423|4787,53,37,7,9,0.5977
occ_000221,occasional,2,2288|2511,2288|2511,53,35,2,16,0.5396
occ_000222,occasional,2,2379|20044,2379|20044,53,25,9,19,0.2624
occ_000223,occasional,2,5843|15713,5843|15713,53,22,7,24,0.6968
occ_000224,occasional,3,6412|20777|21548,6412|20777,53,26,6,21,0.6145
occ_000225,occasional,2,7722|9398,7722|9398,53,19,6,28,0.6822
occ_000226,occasional,2,9501|9687,9501|9687,53,36,4,13,0.4233
occ_000227,occasional,2,11083|11161,11083|11161,53,45,3,5,0.2498
occ_000228,occasional,2,16807|18414,16807|18414,53,38,9,6,0.0908
occ_000229,occasional,2,17277|22796,17277|22796,53,35,10,8,0.1626
occ_000230,occasional,2,50|53,50|53,52,44,3,5,0.3969
occ_000231,occasional,2,227|2379,227|2379,52,36,3,13,0.4903
occ_000232,occasional,2,955|10238,955|10238,52,40,3,9,0.3812
occ_000233,occasional,2,2681|3551,2681|3551,52,30,6,16,0.4995
occ_000234,occasional,2,3640|6719,3640|6719,52,30,7,15,0.3839
occ_000235,occasional,4,3954|4837|7200|24956,3954|4837|7200|24956,52,20,7,25,0.3112
occ_000236,occasional,2,5395|5782,5395|5782,52,35,5,12,0.0581
occ_000237,occasional,3,2369|3640|6457,2369|6457,51,37,9,5,0.5205
occ_000238,occasional,3,3375|3376|18463,3375|3376|18463,51,30,4,17,0.4114
occ_000239,occasional,3,16112|19845|24085,19845|24085,51,20,9,22,0.4184
occ_000240,occasional,2,2892|3484,2892|3484,50,34,5,11,0.678
occ_000241,occasional,2,7766|8593,7766|8593,50,34,6,10,0.4019
occ_000242,occasional,3,9470|11424|12355,9470|11424|12355,50,22,10,18,0.3979
occ_000243,occasional,2,353|1463,353|1463,49,29,3,17,0.2778
occ_000244,occasional,2,478|6011,478|6011,49,23,8,18,0.2086
occ_000245,occasional,3,240|1167|22279,240|1167|22279,49,25,7,17,0.4903
occ_000246,occasional,3,5797|7025|10625,5797|7025|10625,49,21,8,20,0.3116
occ_000247,occasional,3,8191|8837|9763,8191|9763,49,22,9,18,0.3776
occ_000248,occasional,2,8758|9066,8758|9066,49,34,5,10,0.523
occ_000249,occasional,3,12281|22446|22941,12281|22941,49,29,11,9,0.6585
occ_000250,occasional,3,1028|1241|5794,1028|1241,48,17,20,11,0.5925
occ_000251,occasional,2,2365|2379,2365|2379,48,29,10,9,0.4455
occ_000252,occasional,2,11174|11302,11174|11302,48,24,8,16,0.5354
occ_000253,occasional,2,12281|22941,12281|22941,48,26,8,14,0.4321
occ_000254,occasional,2,15481|16315,15481|16315,48,29,8,11,0.3462
occ_000255,occasional,2,17989|17990,17989|17990,48,28,2,18,0.2339
occ_000256,occasional,2,18279|20248,18279|20248,48,48,0,0,0.3189
occ_000257,occasional,2,236|1107,236|1107,47,46,0,1,0.0535
occ_000258,occasional,2,694|699,694|699,47,37,4,6,0.13
occ_000259,occasional,2,10888|23107,10888|23107,47,18,12,17,0.5608
occ_000260,occasional,3,23765|24455|26437,23765|24455|26437,47,31,4,12,0.4534
occ_000261,occasional,2,867|6604,867|6604,46,34,5,7,0.215
occ_000262,occasional,4,3566|16687|17256|19810,3566|16687|17256|19810,46,20,10,16,0.433
occ_000263,occasional,2,43|11891,43|11891,45,39,2,4,0.2247
occ_000264,occasional,3,581|5755|14967,581|5755|14967,45,28,7,10,0.3745
occ_000265,occasional,3,1055|1056|1416,1055|1056|1416,45,24,6,15,0.2095
occ_000266,occasional,3,2288|2314|3566,2288|2314|3566,45,27,4,14,0.286
occ_000267,occasional,4,2314|3566|3729|5370,2314|3566|3729|5370,45,25,3,17,0.3914
occ_000268,occasional,2,4392|5329,4392|5329,45,25,9,11,0.1513
occ_000269,occasional,2,1592|27011,1592|27011,45,35,1,9,0.1966
occ_000270,occasional,2,459|8537,459|8537,44,31,2,11,0.2933
occ_000271,occasional,2,2511|2681,2511|2681,44,32,1,11,0.4303
occ_000272,occasional,3,3346|9497|9501,3346|9497|9501,44,30,4,10,0.5963
occ_000273,occasional,2,6457|9037,6457|9037,44,24,11,9,0.2704
occ_000274,occasional,2,6817|11917,6817|11917,44,33,4,7,0.2546
occ_000275,occasional,2,8837|20027,8837|20027,44,27,9,8,0.5636
occ_000276,occasional,3,8929|14795|16260,8929|14795|16260,44,32,4,8,0.2268
occ_000277,occasional,5,9497|9779|9899|10047|16078,9497|9779|10047|16078,44,5,16,23,0.2633
occ_000278,occasional,3,13576|14608|14850,13576|14608|14850,44,30,4,10,0.2668
occ_000279,occasional,2,14209|15860,14209|15860,44,27,3,14,0.1472
occ_000280,occasional,2,26794|28957,26794|28957,44,16,12,16,0.1266
occ_000281,occasional,2,1107|2365,1107|2365,43,43,0,0,0.1042
occ_000282,occasional,2,2526|11696,2526|11696,43,39,1,3,0.5461
occ_000283,occasional,2,2794|22941,2794|22941,43,38,2,3,0.4685
occ_000284,occasional,2,11336|17421,11336|17421,43,31,7,5,0.2414
occ_000285,occasional,2,1105|1890,1105|1890,42,36,2,4,0.3308
occ_000286,occasional,2,1167|16432,1167|16432,42,24,5,13,0.6143
occ_000287,occasional,2,5037|10084,5037|10084,42,18,5,19,0.4333
occ_000288,occasional,2,5443|9389,5443|9389,42,20,7,15,0.4776
occ_000289,occasional,2,353|12346,353|12346,42,25,4,13,0.4446
occ_000290,occasional,2,12673|14313,12673|14313,42,24,7,11,0.3525
occ_000291,occasional,3,14397|14430|28814,14397|14430|28814,42,31,4,7,0.2564
occ_000292,occasional,2,18698|21767,18698|21767,42,12,10,20,0.2819
occ_000293,occasional,3,22|2314|3566,22|2314|3566,41,18,7,16,0.2566
occ_000294,occasional,3,108|1591|11174,108|1591|11174,41,17,6,18,0.3479
occ_000295,occasional,2,2379|3375,2379|3375,41,35,0,6,0.5886
occ_000296,occasional,2,4045|15481,4045|15481,41,30,1,10,0.4462
occ_000297,occasional,2,5089|11987,5089|11987,41,29,3,9,0.6101
occ_000298,occasional,3,7471|8312|8585,7471|8312|8585,41,24,6,11,0.359
occ_000299,occasional,2,955|7838,955|7838,41,36,2,3,0.4394
occ_000300,occasional,2,9497|11234,9497|11234,41,37,0,4,0.6214
occ_000301,occasional,2,24756|27863,24756|27863,41,25,4,12,0.1031
occ_000302,occasional,3,25622|26130|26200,25622|26200,41,15,10,16,0.4451
occ_000303,occasional,4,59|3091|4884|5444,59|3091|4884,40,24,9,7,0.3432
occ_000304,occasional,4,75|7766|8593|11940,75|7766|8593|11940,40,20,11,9,0.3825
occ_000305,occasional,3,867|4502|11361,867|11361,40,17,6,17,0.6574
occ_000306,occasional,3,1871|2282|4089,1871|2282,40,29,4,7,0.3545
occ_000307,occasional,2,2456|16085,2456|16085,40,29,5,6,0.2083
occ_000308,occasional,3,5123|6575|11879,5123|6575|11879,40,18,8,14,0.4202
occ_000309,occasional,3,7838|12393|17351,7838|12393|17351,40,12,9,19,0.5253
occ_000310,occasional,2,9005|17258,9005|17258,40,26,5,9,0.113
occ_000311,occasional,2,9497|10362,9497|10362,40,26,3,11,0.4184
occ_000312,occasional,2,26414|26425,26414|26425,40,26,5,9,0.5908
occ_000313,occasional,3,694|699|3875,694|699,39,28,3,8,0.4294
occ_000314,occasional,2,1379|1799,1379|1799,39,25,6,8,0.1143
occ_000315,occasional,2,3375|18463,3375|18463,39,25,7,7,0.5327
occ_000316,occasional,2,4636|19779,4636|19779,39,24,8,7,0.4714
occ_000317,occasional,2,6182|20714,6182|20714,39,14,5,20,0.5295
occ_000318,occasional,2,7326|7766,7326|7766,39,32,2,5,0.3899
occ_000319,occasional,2,7838|12393,7838|12393,39,13,7,19,0.407
occ_000320,occasional,2,14430|19222,14430|19222,39,37,1,1,0.3089
occ_000321,occasional,2,64|294,64|294,38,28,2,8,0.0308
occ_000322,occasional,4,108|1591|11174|11765,108|1591|11174|11765,38,12,6,20,0.4285
occ_000323,occasional,2,265|7563,265|7563,38,23,6,9,0.8071
occ_000324,occasional,2,4066|4568,4066|4568,38,20,8,10,0.2636
occ_000325,occasional,2,9895|23214,9895|23214,38,19,5,14,0.4471
occ_000326,occasional,3,11336|13494|16178,11336|13494|16178,38,31,1,6,0.5634
occ_000327,occasional,2,11644|16693,11644|16693,38,27,3,8,0.2461
occ_000328,occasional,2,13270|19134,13270|19134,38,34,1,3,0.7944
occ_000329,occasional,2,13273|14802,13273|14802,38,23,5,10,0.1311
occ_000330,occasional,2,13295|21191,13295|21191,38,34,1,3,0.2465
occ_000331,occasional,2,23386|24846,23386|24846,38,20,6,12,0.746
occ_000332,occasional,4,22|2314|3566|5370,22|2314|3566|5370,37,14,11,12,0.2864
occ_000333,occasional,2,1371|8390,1371|8390,37,31,2,4,0.3715
occ_000334,occasional,2,1463|3990,1463|3990,37,22,9,6,0.2759
occ_000335,occasional,2,1920|6830,1920|6830,37,23,6,8,0.1916
occ_000336,occasional,2,2033|2767,2033|2767,37,28,2,7,0.3201
occ_000337,occasional,2,2288|3566,2288|3566,37,27,4,6,0.3191
occ_000338,occasional,2,4196|24275,4196|24275,37,27,6,4,0.4772
occ_000339,occasional,2,4902|5296,4902|5296,37,25,3,9,0.1217
occ_000340,occasional,2,6095|9038,6095|9038,37,26,5,6,0.0366
occ_000341,occasional,2,6457|9130,6457|9130,37,29,3,5,0.4636
occ_000342,occasional,3,8537|13576|14608,8537|13576|14608,37,26,2,9,0.4325
occ_000343,occasional,2,9323|9348,9323|9348,37,30,6,1,0.7099
occ_000344,occasional,2,9474|10536,9474|10536,37,20,3,14,0.141
occ_000345,occasional,3,9895|12084|23214,9895|12084|23214,37,19,4,14,0.5554
occ_000346,occasional,3,10494|10569|10570,10494|10569|10570,37,21,4,12,0.5571
occ_000347,occasional,2,16413|16467,16413|16467,37,23,4,10,0.3047
occ_000348,occasional,2,18274|29591,18274|29591,37,16,12,9,0.3411
occ_000349,occasional,3,25080|29012|29016,25080|29012|29016,37,28,3,6,0.3223
occ_000350,occasional,2,181|9130,181|9130,36,30,1,5,0.1398
occ_000351,occasional,2,292|295,292|295,36,23,7,6,0.1261
occ_000352,occasional,2,435|1608,435|1608,36,28,1,7,0.4373
occ_000353,occasional,2,643|9419,643|9419,36,22,3,11,0.5017
occ_000354,occasional,3,967|6457|8990,967|6457|8990,36,29,4,3,0.4703
occ_000355,occasional,3,2314|3566|5370,2314|3566|5370,36,21,5,10,0.2781
occ_000356,occasional,3,2380|17910|18046,2380|18046,36,10,10,16,0.4097
occ_000357,occasional,2,2425|9556,2425|9556,36,26,7,3,0.353
occ_000358,occasional,2,2876|3007,2876|3007,36,26,4,6,0.1346
occ_000359,occasional,2,4106|5452,4106|5452,36,28,2,6,0.5374
