u1,u2,n_groups,n_venues,weight_idf
1014,1291,11,11,2.782403
26273,27174,9,8,2.779357
7386,7446,8,8,2.778545
15713,19899,16,1,2.778308
1207,12315,9,9,2.778124
3227,3386,11,11,2.775102
1055,1416,10,10,2.774134
1022,17395,10,9,2.764707
11907,17207,6,6,2.764271
5835,6857,5,4,2.763787
24956,29137,7,7,2.76356
23264,23265,12,11,2.753594
24018,24967,7,7,2.751682
2616,3100,8,8,2.749291
4876,23907,12,12,2.748132
3160,8905,7,7,2.735998
683,2497,8,5,2.734875
549,18169,6,6,2.732214
6972,9928,12,11,2.729855
4902,5296,7,1,2.729099
8595,11940,7,7,2.728598
75,7766,9,9,2.728199
20418,21415,9,9,2.715929
21597,27150,9,9,2.712876
14055,25092,10,10,2.712323
1883,14927,6,2,2.709893
1979,10341,9,9,2.702183
17333,29056,11,11,2.700475
6835,6879,6,6,2.694214
1056,1596,9,9,2.692126
5159,13386,8,8,2.69052
14000,14002,6,6,2.687338
29255,29373,11,11,2.685048
2576,7604,8,8,2.68106
16178,16182,6,6,2.67967
8396,10827,10,8,2.677804
324,683,8,5,2.674705
29449,30935,12,12,2.673736
28642,29324,10,10,2.669632
19294,21335,13,12,2.666485
12094,18089,10,10,2.658893
24642,31048,11,11,2.658245
1135,2780,10,4,2.654337
26425,31021,7,7,2.653694
14261,14309,8,7,2.652436
7535,27431,4,4,2.644817
9556,23952,5,3,2.644276
3693,13819,7,7,2.640874
13734,24721,10,10,2.63881
694,23747,6,6,2.63612
6842,7420,10,9,2.633852
13763,30774,6,6,2.632551
4045,11299,11,11,2.632198
25551,25552,8,8,2.617956
25935,25950,8,6,2.609229
8641,8685,7,7,2.607573
9452,11398,14,14,2.603127
4152,18929,12,12,2.602926
30083,30320,7,7,2.601995
5123,16952,9,9,2.601662
24622,25014,7,7,2.598621
787,1431,9,9,2.583901
3971,17729,9,9,2.583483
3780,3800,8,7,2.579704
575,1590,8,8,2.577875
11320,15002,6,6,2.573099
8929,14795,5,1,2.569492
14247,16681,5,1,2.569492
685,13907,11,10,2.568605
1126,17052,6,4,2.553792
15275,16054,8,7,2.552969
7208,12483,9,8,2.551962
12636,12746,8,8,2.547465
11957,13386,8,8,2.539752
3535,5275,18,1,2.53876
13386,15924,8,8,2.538056
9435,10711,10,8,2.536493
1768,1966,8,7,2.531094
21316,21956,12,11,2.531009
2033,11949,8,8,2.52705
225,226,13,13,2.523734
5123,15924,8,8,2.522874
6575,13386,8,8,2.520602
28721,29083,7,7,2.51964
10405,11820,9,9,2.512803
10839,22990,16,16,2.511822
4970,5486,5,5,2.510887
14995,14996,12,12,2.510018
11957,15924,8,8,2.509065
8673,21332,9,8,2.509009
12841,17845,4,4,2.504315
13246,14779,10,10,2.502628
22362,28414,7,7,2.501588
15646,17339,4,1,2.48534
26189,26229,11,11,2.484843
11022,25545,16,16,2.481961
10740,25545,16,16,2.481961
23475,23541,7,5,2.481779
11077,25978,7,7,2.481689
8626,28985,9,9,2.48149
6575,16952,9,9,2.478319
6616,6821,8,8,2.476362
25773,27659,7,7,2.47589
0,1,11,10,2.475859
23477,25184,11,11,2.475438
27562,27715,8,7,2.47404
24161,24302,6,6,2.473471
8911,22006,8,8,2.469206
2142,2173,9,9,2.46382
7302,12483,7,7,2.461581
18031,30283,12,12,2.457597
21596,21604,10,10,2.456982
8593,8595,7,7,2.454139
6739,16628,12,12,2.451942
20794,23584,9,9,2.451751
8929,16260,5,3,2.439429
14720,16434,13,12,2.438374
7012,8147,7,7,2.432045
2569,16288,8,8,2.431168
4837,24956,7,7,2.429287
11424,12293,5,3,2.428264
21165,24050,9,9,2.422013
16687,19810,8,8,2.416884
3640,8043,6,6,2.414145
2024,27390,13,13,2.413927
2835,11883,12,12,2.409945
1107,1359,10,7,2.405179
2847,2848,8,8,2.400029
3564,4903,8,8,2.397372
9037,15643,9,9,2.390629
9897,13685,11,10,2.388692
5944,6001,8,8,2.38826
6379,9363,6,6,2.381373
1024,9270,12,12,2.379396
13646,14607,6,6,2.378887
11860,11912,11,11,2.375563
1463,1467,4,2,2.372559
10053,11435,8,8,2.369716
3130,21197,7,7,2.366477
1256,1454,11,11,2.366201
8292,8573,8,8,2.361253
4272,4541,9,9,2.359954
2846,9705,7,7,2.356922
14808,22631,8,8,2.35517
4417,6207,9,9,2.354027
9041,9042,12,12,2.351892
19170,19324,9,9,2.350285
236,4196,9,9,2.347099
25909,25936,11,10,2.34257
2019,16262,9,8,2.341995
22204,22305,9,9,2.332287
10171,11055,6,5,2.329234
1135,3091,8,3,2.326624
200,3186,7,6,2.326246
36,68,11,11,2.325202
17561,18417,6,6,2.323733
26914,27715,7,6,2.317551
29982,31425,5,5,2.314801
15036,15055,7,7,2.314586
9410,9528,13,13,2.313406
227,22443,7,6,2.313358
2412,3704,6,6,2.310755
23741,23994,9,7,2.303138
1229,12315,8,8,2.297225
4308,4439,7,6,2.295748
9496,20636,8,8,2.294034
7184,9924,8,8,2.291295
324,2497,7,6,2.287243
18421,20951,11,11,2.28355
1564,16863,12,12,2.282896
7668,8147,9,9,2.279866
14701,20488,7,4,2.276487
14390,30756,5,5,2.273446
3145,7208,7,7,2.273048
18018,20241,7,6,2.268473
7561,7576,6,6,2.267515
6720,18736,10,6,2.260491
11207,15008,6,6,2.254008
11174,11765,7,4,2.242406
1591,7836,11,11,2.240052
64,17277,8,8,2.238707
8229,16288,8,8,2.235566
8519,8520,8,7,2.233365
22464,23143,7,7,2.233358
7110,16288,8,8,2.230942
9924,10056,6,6,2.224005
10386,10421,7,7,2.220852
11224,16425,8,8,2.22046
1056,1416,8,8,2.219198
3117,11285,7,7,2.218276
326,10642,8,8,2.215472
4045,24282,4,4,2.213841
26229,27057,9,9,2.212718
26189,27057,11,11,2.210348
20690,21020,11,11,2.209999
1920,20387,6,6,2.209107
21415,22749,5,4,2.207582
6137,6138,7,7,2.203759
1052,15713,7,7,2.202701
31020,31021,6,6,2.20142
7810,28724,6,6,2.198228
258,3847,10,10,2.191633
13187,17340,3,3,2.189697
13918,13964,7,7,2.186061
1940,3541,9,9,2.176893
10662,11677,8,5,2.174727
17692,21921,6,5,2.171474
9528,11860,12,12,2.170634
22717,22726,8,8,2.167332
22714,22726,8,8,2.167332
20113,20256,3,1,2.164043
26582,26619,3,1,2.164043
31,2714,9,9,2.15906
25573,30713,10,10,2.157275
677,683,6,4,2.149813
5783,16560,6,6,2.148557
12564,12629,8,7,2.14668
5844,6654,7,7,2.145163
10839,25545,14,14,2.142777
19815,22582,12,12,2.141962
27304,28550,8,8,2.128544
6166,6181,10,10,2.124865
1218,1222,8,8,2.124471
3491,3508,8,4,2.119307
10662,11174,8,7,2.119155
19494,20027,9,9,2.117879
10084,10356,8,8,2.116617
344,21127,7,7,2.113387
22983,22986,12,12,2.113141
25213,25322,6,6,2.108492
6091,13249,8,6,2.107945
2946,3142,7,3,2.107618
459,5443,8,6,2.107428
10171,23468,8,2,2.10738
677,2497,6,5,2.106154
12507,17908,9,9,2.099694
2145,4036,10,10,2.098596
459,10238,6,6,2.097783
842,12716,8,8,2.094767
10171,13013,7,6,2.093109
3102,9405,9,8,2.088436
59,1135,7,6,2.087413
1516,1954,6,6,2.086428
598,869,9,6,2.086062
9593,9598,5,5,2.084956
9410,11860,10,10,2.083918
12647,12651,5,2,2.083154
2033,2270,6,6,2.080203
23150,24200,5,4,2.079621
7540,13970,7,7,2.076972
29696,29965,11,11,2.073294
1069,1079,6,6,2.073095
23157,30590,3,3,2.065881
955,2012,6,5,2.057851
6351,22196,5,5,2.05456
27397,27403,7,7,2.051731
27888,28016,9,9,2.051113
6125,7235,6,6,2.044976
3569,9454,7,5,2.044941
26282,26284,11,11,2.04335
3488,3658,6,6,2.04331
679,3244,9,9,2.041539
10464,10518,6,6,2.041408
27462,28960,8,8,2.040087
1666,17356,6,5,2.03778
6718,7173,7,6,2.036174
9497,20606,6,5,2.033008
7305,20910,5,5,2.031758
18601,20258,9,9,2.025962
14685,18703,10,9,2.02231
10233,10471,6,5,2.021247
350,426,7,7,2.018211
2811,5103,5,5,2.017639
5019,5656,7,6,2.015713
4816,27532,4,4,2.015107
17892,18421,10,10,2.014268
19256,24996,5,5,2.010346
10662,11820,5,4,2.009561
8177,8322,9,9,2.00781
230,249,10,9,2.005358
11011,12163,6,6,2.002593
8501,13426,7,7,1.997207
402,7154,7,6,1.991311
2,221,10,10,1.990461
26111,26192,11,11,1.987181
23096,23503,8,7,1.986958
6402,31132,7,7,1.984219
7206,16589,4,4,1.982248
27908,30330,5,5,1.982204
22636,23642,7,6,1.977533
18031,19448,10,10,1.976565
8791,14762,11,11,1.975182
14230,18303,7,7,1.969877
15247,15315,5,5,1.967435
3596,3645,6,2,1.964443
8316,9687,8,2,1.964186
6859,7243,9,9,1.960979
4456,6416,7,7,1.959318
7180,8774,6,6,1.955743
4159,6000,6,6,1.950514
497,16297,5,1,1.949356
19994,20008,6,6,1.948535
14434,17203,5,5,1.940725
